pl_name,pl_masse,ra,dec
"WASP-104 b",403.00844,160.6023689,7.4350768
"bet Pic b",6356.00000,86.8212337,-51.0661480
"WASP-31 b",,169.4388603,-19.0547781
"CoRoT-7 c",13.56000,100.9561682,-1.0630076
"HATS-57 b",1000.21101,60.9482779,-19.0568182
"GJ 1214 b",6.26125,258.8313991,4.9606795
"HAT-P-54 b",578.45060,99.8979924,25.4824005
"WASP-170 b",508.52800,135.4163028,-20.7203686
"K2-286 b",,233.3698192,-16.7737113
"HD 15337 b",7.51000,36.8678846,-27.6361171
"LTT 9779 b",,358.6688767,-37.6282237
"WASP-178 b",,227.2703290,-42.7049658
"K2-229 c",21.30000,186.8729195,-6.7218474
"TOI-763 b",,194.4680980,-39.7580613
"HAT-P-53 b",471.65972,21.8711012,38.9681137
"Kepler-56 c",181.00000,293.7583002,41.8718070
"HATS-51 b",244.09344,102.8474248,-29.0586551
"K2-138 g",,348.9490311,-10.8497391
"Kepler-39 b",5689.15700,296.9603348,46.0342954
"kap And b",4327.36000,355.1025974,44.3338511
"Kepler-39 b",6388.38300,296.9603348,46.0342954
"XO-4 b",483.41943,110.3880285,58.2681094
"GJ 9827 b",4.89000,351.7717763,-1.2853435
"Kepler-38 b",122.00000,286.8303120,42.2791434
"K2-18 b",7.96000,172.5601410,7.5878315
"K2-317 b",,228.6188638,-21.0227209
"HD 15337 c",8.11000,36.8678846,-27.6361171
"WASP-64 b",388.07043,101.1149223,-32.8583878
"WTS-1 b",1274.44000,293.9850284,36.2962939
"HAT-P-19 b",92.80200,9.5165832,34.7114025
"HD 219666 b",,349.5592665,-56.9039857
"Kepler-8 b",187.51970,281.2881335,42.4510975
"CoRoT-16 b",170.03200,278.5246658,-6.0026026
"HAT-P-50 b",431.93097,118.0634379,12.1393474
"WASP-48 b",327.68273,291.1623865,55.4730273
"Kepler-11 g",300.00000,297.1150949,41.9091092
"HIP 67851 c",2002.20000,208.4653640,-35.3146536
"WASP-29 b",73.10090,357.8791976,-39.9071215
"HD 95338 b",42.44000,164.8563364,-56.6235564
"TOI-892 b",301.93850,86.7382280,-11.2353401
"WASP-3 b",654.72980,278.6317411,35.6614312
"55 Cnc d",1226.77000,133.1468373,28.3298154
"HAT-P-12 b",66.23577,209.3886452,43.4933100
"HAT-P-23 b",626.12510,306.1239076,16.7621462
"KOI-142 c",198.80000,291.1481028,40.6694130
"Kepler-43 b",997.98620,285.2408288,46.6682411
"HAT-P-55 b",184.34140,264.2735096,25.7311468
"HAT-P-4 b",206.90733,229.9912200,36.2295450
"EPIC 249893012 b",8.75000,228.2482353,-16.7246474
"Kepler-1656 b",48.60000,284.4722473,39.9118890
"HATS-1 b",556.20250,175.5252399,-23.3548451
"Kepler-57 c",2208.83000,293.6413146,44.6570692
"Kepler-58 c",696.02000,296.3586251,39.1152033
"HAT-P-66 b",248.86089,150.5726262,53.9508237
"HAT-P-49 b",549.82300,305.4413294,26.6926759
"HATS-37 A b",31.46517,199.8018300,-22.9868431
"HATS-4 b",416.03947,94.1120914,-22.5468824
"Kepler-29 c",4.50000,298.3483820,47.4913021
"OGLE-TR-113 b",429.07050,163.1010355,-61.4468591
"WASP-15 b",172.26386,208.9280111,-32.1597118
"Kepler-8 b",177.98480,281.2881335,42.4510975
"K2-284 b",,79.1407971,20.2549034
"WASP-75 b",340.06000,342.3858995,-10.6754686
"HD 189733 b",363.58200,300.1821223,22.7097759
"WASP-29 b",77.55052,357.8791976,-39.9071215
"WASP-34 b",177.98480,165.3993679,-23.8609457
"HATS-2 b",486.27990,176.7388264,-22.5630097
"Kepler-20 d",20.10000,287.6979913,42.3385782
"Kepler-17 b",785.04010,298.3952437,47.8149865
"Kepler-103 b",9.70000,288.9845512,40.0644857
"WASP-56 b",190.38017,183.3660401,23.0556870
"HAT-P-41 b",,297.3226523,4.6724124
"K2-114 b",587.98550,127.8829120,11.9222550
"K2-39 b",50.30000,338.3682095,-9.0229405
"WASP-57 b",204.36469,223.8199788,-2.0576866
"CoRoT-3 b",,292.0552827,0.1218359
"Qatar-2 b",790.41000,207.6554928,-6.8040714
"HD 21749 c",,51.7501882,-63.5001660
"NGTS-16 b",211.99155,58.2639299,-30.8046405
"Kepler-11 c",13.50000,297.1150949,41.9091092
"HD 126614 b",,216.7005171,-5.1784093
"GJ 667 C b",,259.7510609,-34.9977651
"GJ 433 b",,173.8619194,-32.5436302
"Kepler-324 c",,286.4714473,49.6490933
"Kepler-367 c",,297.2925580,49.9817499
"Kepler-393 c",,290.9952050,45.1921880
"Kepler-101 c",,283.2555070,48.3552474
"Kepler-261 c",,291.3647333,37.6092390
"Kepler-147 c",,287.9757213,39.0871680
"Kepler-210 c",,292.5034196,43.0832188
"Kepler-339 d",,293.3517010,48.4445922
"Pr0201 b",,130.4324005,20.2268164
"HD 207832 b",,328.1517893,-26.0271749
"nu Oph c",,269.7566013,-9.7741342
"HD 28678 b",,67.8560643,4.5752495
"HD 181720 b",,290.7212224,-32.9208401
"HD 30562 b",,72.1529519,-5.6751152
"91 Aqr b",,348.9745031,-9.0878076
"Kepler-78 b",8.00000,293.7419543,44.4482521
"HD 50554 b",,103.6782730,24.2451409
"KOI-94 e",13.00000,297.3330716,41.8911186
"HD 13908 b",,34.5609102,65.5941901
"70 Vir b",,202.1064898,13.7763085
"GJ 876 c",,343.3239737,-14.2665958
"HD 187123 b",,296.7428786,34.4189900
"55 Cnc c",,133.1468373,28.3298154
"HD 106252 b",,183.3730583,10.0404302
"HD 60532 b",,113.5130656,-22.2958661
"11 UMi b",,229.2745954,71.8239428
"HAT-P-2 b",2888.95000,245.1514324,41.0479601
"HD 6434 b",,16.1663441,-39.4904909
"HD 102195 b",,176.4254063,2.8209912
"HD 69830 b",,124.6010091,-12.6364246
"xi Aql b",,298.5624491,8.4611051
"KELT-6 c",,195.9818362,30.6401450
"HD 164595 b",,270.1613723,29.5726698
"Kepler-5 b",670.93913,299.4070341,44.0350387
"Kepler-171 d",,296.7719082,41.7555958
"Kepler-215 e",,294.9735313,45.2136867
"Kepler-220 b",,291.5060432,46.8956262
"HAT-P-24 b",227.24845,108.8251171,14.2626064
"HAT-P-30 b",230.74458,123.9498431,5.8368669
"Kepler-244 d",15.20000,287.2426410,42.3014185
"Kepler-327 c",20.30000,292.6422963,44.0876251
"Kepler-276 d",18.40000,293.5681970,39.0363123
"Kapteyn c",,77.9586613,-45.0430198
"OGLE-2013-BLG-0341L B b",1.66000,268.0312080,-29.8461111
"HD 208487 b",,329.3332489,-37.7641354
"HD 4208 b",,11.1125532,-26.5150392
"HD 10697 b",,26.2324076,20.0826974
"HD 114783 b",,198.1818436,-2.2649921
"Kepler-353 c",,296.8565596,41.7580749
"Kepler-267 c",,299.8305655,47.1575741
"WASP-36 b",750.39663,131.5803897,-8.0269855
"Kepler-48 d",,299.1393094,40.9489390
"Kepler-525 b",,296.1834239,47.3587776
"Kepler-179 b",,298.6636163,47.7619329
"HD 17092 b",,41.5924261,49.6530375
"HD 173416 b",,280.9005676,36.5568570
"HD 108874 c",,187.6126029,22.8794399
"HD 37124 b",,84.2599947,20.7289784
"Kepler-60 b",4.10000,288.9612535,42.2650472
"Kepler-249 c",,296.9853002,43.6586043
"Kepler-235 e",,286.0790779,39.2782370
"Kepler-114 b",,294.1214820,48.3497977
"Kepler-32 c",,297.8423073,46.5743595
"Kepler-353 b",,296.8565596,41.7580749
"K2-37 b",,243.4509662,-24.7870527
"Kepler-40 b",686.51280,296.8136883,47.5265446
"Kepler-296 b",,286.5400278,49.4372614
"Kepler-296 f",,286.5400278,49.4372614
"HD 12484 b",,30.6115322,2.8158078
"Kepler-28 c",,292.1370409,42.4294835
"Qatar-1 b",410.95419,303.3818697,65.1623313
"HD 100546 b",,173.3555116,-70.1947897
"KELT-7 b",406.82240,78.2955912,33.3179532
"Kepler-1040 b",,283.1137663,48.1312774
"Kepler-924 b",,290.6685136,40.3977086
"Kepler-1028 b",,289.5931004,49.7812447
"NY Vir b",,204.7005847,-2.0303873
"Kepler-128 c",,282.4922622,43.9802442
"GJ 3293 b",,67.1484425,-25.1713396
"HD 103720 b",,179.1713308,-2.7791393
"XO-2 N b",189.73700,117.0267691,50.2251472
"Kepler-292 e",,295.7661979,42.4242822
"Kepler-288 d",,288.9163997,39.5947523
"Kepler-1605 b",,287.1349405,47.4886251
"Kepler-1381 b",,287.5357911,48.7277830
"Kepler-1388 c",,283.3360156,47.1744499
"Kepler-172 d",,283.3684093,41.8218390
"Kepler-1414 b",,284.9285796,42.4223085
"Kepler-350 d",,285.4195845,39.7061009
"Kepler-1492 b",,288.5970695,41.0363254
"Kepler-1439 b",,285.7396971,40.9798688
"K2-19 c",,174.9602543,0.6035960
"K2-44 b",,174.0116610,-2.5209338
"Kepler-713 b",,295.6513819,43.0297781
"Kepler-1535 b",,286.6136850,38.8919507
"Kepler-1515 b",,290.9739057,48.1782059
"HD 16175 b",,39.2577379,42.0624526
"HD 20782 b",,50.0166232,-28.8543535
"Kepler-123 c",,296.9985853,42.7819633
"Kepler-1411 b",,286.3615236,42.9638889
"Kepler-1488 b",,286.6464265,49.9377735
"Kepler-1333 b",,293.5275797,41.1113940
"Kepler-334 d",,287.1406177,47.1151153
"Kepler-1568 b",,289.1826808,47.8733301
"Kepler-184 d",,291.9518784,43.0746172
"Kepler-574 b",,290.2470519,52.1491051
"Kepler-44 b",,300.1023512,45.7621918
"Kepler-423 b",,292.8557189,46.3911883
"Kepler-337 c",,290.0605123,47.1639533
"Kepler-1114 b",,299.2370531,45.8347781
"Kepler-1068 b",,294.6481708,46.3923173
"Kepler-53 d",,290.4617926,40.5624966
"WASP-127 b",57.20940,160.5587646,-3.8349989
"GJ 3138 b",,32.2977385,-16.3392495
"GJ 273 c",,111.8520910,5.2258070
"HD 20794 c",,49.9997666,-43.0666533
"tau Cet h",,26.0093029,-15.9337987
"Kepler-385 c",,294.3385109,50.3365178
"Kepler-655 b",,297.2590664,46.8431650
"Kepler-427 b",,288.2545808,43.7048379
"K2-280 b",,291.5953596,-22.2477071
"Kepler-60 b",3.70000,288.9612535,42.2650472
"HD 34445 f",,79.4207483,7.3527156
"K2-173 b",,60.3752402,15.6251296
"K2-218 b",,12.8096130,6.8464327
"Kepler-433 b",,297.5936232,40.9772546
"Kepler-1084 b",,290.1019809,48.2511460
"Kepler-678 b",,295.4552577,50.4945093
"Kepler-102 b",,281.4824731,47.2078263
"Kepler-224 d",,290.9342679,47.3575414
"Kepler-300 c",,295.2886934,48.5997243
"MOA-2010-BLG-117L b",170.00000,271.9569700,-25.3446388
"Kepler-1496 b",,293.9739359,45.3507167
"Kepler-24 d",,290.4132621,38.3437283
"OGLE-2017-BLG-1522L b",240.00000,270.3193660,-28.4619713
"HD 149026 b",120.77540,247.6229827,38.3475349
"HD 102272 b",,176.5980316,14.1240201
"HD 102956 b",,177.8436988,57.6406584
"HD 23079 b",,54.9281897,-52.9162344
"HD 30856 b",,72.5745099,-24.3689282
"HD 4313 b",,11.4181301,7.8450492
"BD-13 2130 b",,114.2884692,-13.9066703
"Kepler-1572 b",,281.8973341,46.7227061
"Kepler-1575 b",,293.7432102,45.7615507
"HD 163607 b",,268.4181383,56.3924701
"HD 17156 b",,42.4366123,71.7530882
"bet Pic b",3496.13000,86.8212337,-51.0661480
"HD 152581 b",,253.4316451,11.9736828
"HD 18015 b",,43.3636339,-8.8480392
"WASP-161 b",791.39670,126.3378248,-11.5009889
"K2-24 c",15.40000,242.5734559,-24.9906029
"WASP-72 b",459.58218,41.0400779,-30.1690785
"WASP-65 b",489.45820,133.3242982,8.5230171
"HAT-P-45 b",273.33380,274.3732697,-3.3810594
"WASP-19 b",367.72931,148.4167672,-45.6591078
"Kepler-1280 b",,293.5738933,45.3844919
"Kepler-1180 b",,295.8874773,43.1559952
"KOI-351 g",,284.4334642,49.3051239
"Kepler-872 b",,295.4174725,43.6056117
"HAT-P-40 b",184.65923,335.5129199,45.4573423
"Kepler-129 b",,285.3111845,47.8484775
"Kepler-140 b",,287.3694056,46.7681473
"Kepler-81 d",,293.6369437,42.8248275
"Kepler-1047 c",,288.6462564,50.7889645
"TOI-270 d",,68.4160804,-51.9573937
"Kepler-768 b",,294.1156858,38.3934378
"Kepler-952 b",,285.3718781,41.9938697
"K2-124 b",,133.6410515,23.1329509
"HD 65216 b",,118.4209646,-63.6466892
"HAT-P-29 b",214.85308,33.1310921,51.7787754
"CoRoT-12 b",290.81445,100.7656871,-1.2964437
"Kepler-424 b",341.98508,298.6249797,48.5774500
"Kepler-300 b",,295.2886934,48.5997243
"Kepler-1566 b",,283.5875459,40.5749018
"Kepler-1211 b",,285.7207618,40.8569116
"Kepler-238 c",,287.8971066,40.6378141
"Kepler-107 d",,297.0281620,48.2086019
"Kepler-79 c",,300.5171067,44.3815508
"Kepler-788 b",,290.0004154,38.5398551
"Kepler-1373 b",,285.7520229,39.2491731
"Kepler-246 c",,296.4834007,42.6633806
"Kepler-345 b",,295.2288521,45.9710432
"Kepler-1490 b",,295.6935734,42.6094543
"Kepler-1284 b",,291.2789549,47.6875766
"Kepler-1288 b",,285.7135000,41.6058799
"Kepler-190 c",,288.5839761,44.7337701
"DMPP-2 b",,27.4077310,-34.4590985
"DMPP-1 b",,86.7761233,-10.6303217
"GJ 1061 b",,54.0032486,-44.5143104
"HATS-49 b",112.19399,6.6135927,-56.3442798
"KMT-2018-BLG-1292L b",,263.4275830,-33.5206694
"Kepler-1687 b",,289.7428363,50.7870626
"Kepler-97 b",,287.3265292,48.6733443
"KOI-1783.02",,289.3414629,46.9881550
"Kepler-1008 b",,296.5476395,44.9418307
"Kepler-178 b",,287.1010275,46.8964033
"Kepler-7 b",,288.5814928,41.0897335
"GJ 687 c",,264.1041731,68.3336741
"TOI-763 c",9.32000,194.4680980,-39.7580613
"Kepler-8 b",191.64300,281.2881335,42.4510975
"Kepler-375 c",,288.6178715,48.0983639
"Kepler-1183 b",,292.2324228,38.8921946
"HAT-P-16 b",1332.60500,9.5730343,42.4630961
"Kepler-26 c",,284.9410627,46.5664505
"Kepler-1233 b",,297.3750954,46.6622201
"Kepler-1400 b",,286.2716827,45.4408055
"Kepler-138 c",,290.3814122,43.2930645
"XO-6 b",1398.45200,94.7929552,73.8275672
"K2-146 b",5.77000,130.0266951,19.0923416
"Kepler-1264 b",,289.8844102,45.2115075
"Kepler-1351 b",,293.6084289,42.1978746
"Kepler-513 b",,285.0416235,50.0753913
"Kepler-679 b",,296.0213374,50.5678019
"Kepler-30 c",,285.2836483,38.9472625
"Kepler-224 e",,290.9342679,47.3575414
"Kepler-229 c",,286.9994758,48.3757867
"Kepler-1320 b",,288.4335977,40.3808519
"Kepler-258 c",,294.0684116,46.5791357
"Kepler-1442 b",,291.2556226,48.8469171
"Kepler-1254 d",,285.1733174,48.7700099
"Kepler-1270 b",,286.7156676,48.6452552
"Kepler-540 b",,290.6249953,44.8737757
"Kepler-1524 b",,293.8853557,39.5198348
"Kepler-870 b",,295.4025625,50.4785992
"Kepler-33 e",,289.0775348,46.0051696
"Kepler-218 c",,295.4128785,46.2665801
"Kepler-133 b",,297.2778906,48.3203542
"Kepler-1694 b",,293.7936339,40.2410230
"Kepler-1394 b",,283.4532068,45.0840729
"Kepler-792 b",,292.0068239,38.8207001
"Kepler-1005 b",,286.2858998,43.3205085
"Kepler-1099 b",,288.7499866,48.2771163
"Kepler-1633 b",,288.5151733,44.9232545
"Kepler-165 c",,280.6909200,47.8096702
"Kepler-1629 b",,280.2066276,43.7743281
"Kepler-1638 b",,295.4823299,48.5244695
"Kepler-564 b",,296.8383661,46.6263912
"Kepler-375 b",,288.6178715,48.0983639
"Kepler-1208 b",,291.8812445,44.5557587
"Kepler-777 b",,282.7241098,44.3465098
"Kepler-1546 b",,297.5839183,41.5411993
"Kepler-302 c",,294.3169307,43.6292436
"Kepler-408 b",,284.7862158,48.4232622
"Kepler-196 b",,284.9685077,42.0791214
"Kepler-208 e",,293.8901979,42.5279413
"Kepler-220 e",,291.5060432,46.8956262
"Kepler-385 d",,294.3385109,50.3365178
"Kepler-1480 b",,291.9998055,49.3018321
"KOI-351 e",,284.4334642,49.3051239
"Kepler-80 c",,296.1125759,39.9787451
"Kepler-294 b",,287.3920392,46.0592578
"Kepler-482 b",,296.8229326,48.1077628
"Kepler-958 b",,287.2566578,46.0667247
"Kepler-324 b",,286.4714473,49.6490933
"Kepler-1051 b",,295.1581062,40.8988186
"Kepler-1080 b",,296.4644914,49.1828952
"Kepler-1456 b",,286.9453381,43.8228023
"Kepler-341 e",,289.8615609,43.4727412
"Kepler-37 c",,284.0592503,44.5183733
"Kepler-93 b",,291.4181275,38.6723124
"Kepler-972 b",,295.8286790,43.4254371
"Kepler-609 b",,292.2203009,44.6999902
"Kepler-197 b",,295.2264739,50.5592348
"Kepler-1007 b",,295.9065297,45.8090893
"Kepler-303 c",,283.1354742,43.6567036
"Kepler-691 b",,288.8117314,40.0332311
"Kepler-1060 b",,286.0252285,39.6309204
"Kepler-549 b",,283.0228527,47.2611431
"WASP-192 b",731.00900,223.6587187,-38.7445469
"HAT-P-4 b",176.71348,229.9912200,36.2295450
"HAT-P-8 b",483.10160,343.0414932,35.4471778
"Kepler-168 b",,294.7101832,39.8250437
"Kepler-176 b",,294.6679021,43.8532104
"Kepler-862 b",,297.7792466,46.4926688
"Kepler-1108 b",,296.0422962,45.9851400
"Kepler-1187 b",,286.8919996,38.3185034
"Kepler-314 b",,294.6741507,42.0756037
"Kepler-315 b",,298.0230967,43.3634761
"Kepler-325 c",,289.8354219,49.8256070
"Kepler-83 c",,282.2325197,43.6655662
"Kepler-638 b",,284.9194213,41.6172093
"Kepler-1682 b",,293.9835827,39.5728474
"Kepler-624 b",,295.1933631,39.5396946
"Kepler-635 b",,289.7732613,40.8007019
"Kepler-203 b",,297.0899590,41.3880686
"KMT-2018-BLG-1990L b",293.00000,268.4353750,-22.1525389
"GJ 143 b",,51.7501882,-63.5001660
"TOI-1266 b",,197.9965833,65.8336973
"Kepler-1168 b",,287.2977834,47.4554880
"Kepler-102 f",5.20000,281.4824731,47.2078263
"Kepler-610 c",,293.1713241,45.0655934
"Kepler-316 c",,290.8258350,44.1838993
"Kepler-878 b",,285.2962562,46.6034497
"Kepler-934 b",,290.2884494,43.7552623
"Kepler-1116 b",,291.9336573,44.1154992
"Kepler-567 b",,297.6726072,48.3023458
"Kepler-434 b",,293.5863887,42.9288624
"Kepler-532 b",,298.6609094,48.6063022
"Kepler-103 c",36.10000,288.9845512,40.0644857
"Kepler-676 b",,296.2220259,50.2873626
"Kepler-162 c",,297.2789115,43.7239693
"Kepler-165 b",,280.6909200,47.8096702
"Kepler-212 c",,287.6208165,43.1416239
"Kepler-409 b",,293.6792058,46.8527337
"Kepler-499 b",,295.1099549,43.9151012
"Kepler-214 b",,284.7548499,44.9560500
"Kepler-819 b",,295.3708312,39.1772925
"Kepler-1327 b",,289.0648073,50.4609183
"Kepler-1688 b",,289.5530051,41.2978532
"Kepler-296 d",,286.5400278,49.4372614
"Kepler-235 d",,286.0790779,39.2782370
"Kepler-815 b",,285.2211238,47.8813037
"Kepler-814 b",,284.9105256,48.4315896
"Kepler-286 b",,290.6761874,48.2942362
"Kepler-210 b",,292.5034196,43.0832188
"Kepler-826 b",,284.8601128,39.2405076
"Kepler-1671 b",,291.7484295,39.4467817
"Kepler-791 b",,293.5958044,39.0294267
"Kepler-121 c",,286.1621273,39.6780204
"Kepler-920 b",,284.2969363,49.1585983
"Kepler-943 b",,284.2739322,41.5349809
"Kepler-156 b",,290.2964214,37.7494271
"Kepler-9 c",,285.5739904,38.4008192
"Kepler-1048 b",,281.8983042,42.1657112
"Kepler-1349 b",,286.3385562,48.7442697
"Kepler-1175 b",,289.1426847,46.8129656
"Kepler-1426 b",,292.5457096,49.4168981
"Kepler-1393 b",,284.4594558,40.1424756
"XO-2 N b",179.89178,117.0267691,50.2251472
"WASP-18 b",3327.68010,24.3544618,-45.6777937
"Kepler-342 e",,292.6780488,46.7266813
"Kepler-565 b",,283.6180825,47.1967793
"Kepler-43 b",,285.2408288,46.6682411
"Kepler-177 b",2.00000,286.0471442,45.0532038
"Kepler-177 b",5.40000,286.0471442,45.0532038
"Kepler-177 c",14.70000,286.0471442,45.0532038
"Kepler-177 b",5.84000,286.0471442,45.0532038
"TYC 8998-760-1 c",1906.98000,201.3001096,-64.9391566
"Kepler-49 d",,292.2945208,40.5918123
"K2-183 c",,125.0071770,14.0194586
"Kepler-77 b",,289.6079433,44.3454347
"Kepler-883 b",,286.4337260,50.3002266
"Kepler-195 c",,288.1209339,47.9666141
"Kepler-104 d",,287.6046621,42.1665104
"Kepler-299 e",,283.2070156,48.5805222
"Kepler-734 b",,297.0456122,46.0273893
"Kepler-347 c",,289.1995995,49.3056404
"Kepler-706 b",,291.7602803,41.9440794
"Kepler-148 d",,289.7861626,46.8588176
"K2-264 b",,131.3583524,19.6984010
"Kepler-498 b",,290.3581592,44.5187225
"OGLE-TR-132 b",362.32620,162.6440933,-61.9572476
"Kepler-1483 b",,295.4097409,42.1507935
"Kepler-751 b",,294.8438103,44.0776872
"Kepler-1311 b",,289.6512597,43.8244445
"WASP-45 b",318.46566,5.2377567,-35.9984650
"Kepler-1553 b",,291.9191348,39.0221769
"Kepler-428 b",,290.5817432,40.5773106
"Kepler-646 b",,290.4714596,44.3870422
"Kepler-471 b",,299.0975167,43.4975851
"WASP-10 b",940.77680,348.9930457,31.4627508
"TOI-421 b",7.17000,81.8532824,-14.2767404
"Kepler-352 c",,299.8966237,46.0519022
"Kepler-1499 b",,283.9863480,41.6505091
"Kepler-391 c",,290.6218844,51.0573453
"Kepler-1601 b",,285.5129496,38.0798390
"K2-86 b",,51.5531053,18.6355718
"K2-88 b",,54.7514566,19.1199667
"Kepler-1536 b",,291.5852554,45.7158742
"Kepler-374 d",,294.1378921,42.3704075
"Kepler-682 b",,289.1122204,51.7373589
"K2-166 b",,185.1880932,2.2823788
"K2-19 d",,174.9602543,0.6035960
"Kepler-1350 c",,288.2506110,46.6794847
"K2-122 b",,126.4762179,20.3593384
"OGLE-TR-111 b",,163.3241150,-61.4056976
"Kepler-1191 b",,291.6577923,48.0092619
"Kepler-1283 b",,295.4623336,40.7769335
"LHS 1140 c",1.81000,11.2486320,-15.2741085
"Kepler-1626 b",,296.5004384,40.7212069
"Kepler-220 d",,291.5060432,46.8956262
"K2-132 b",157.32585,182.1662666,-8.7472172
"Kepler-1331 b",,297.0737928,41.2244613
"Kepler-11 c",2.09000,297.1150949,41.9091092
"Kepler-1303 b",,284.2871470,42.3555784
"Kepler-561 b",,293.7471107,45.1071981
"K2-117 b",,133.8557342,10.4692176
"NGTS-12 b",66.10864,176.2499418,-35.6405630
"Kepler-508 b",,295.4042546,42.9812789
"Kepler-771 b",,287.4441104,38.0884183
"Kepler-262 b",,290.7287168,37.2526575
"Kepler-1131 b",,295.6514492,49.2612954
"Kepler-1272 b",,285.2197605,38.8058393
"WASP-61 b",851.78440,75.2996637,-26.0541438
"Kepler-700 b",,287.1542240,41.5657775
"Kepler-219 d",,288.7389481,46.7625929
"Kepler-1673 b",,285.6671724,48.7195865
"GJ 436 b",23.42407,175.5505363,26.7030669
"K2-8 c",,169.7935178,-0.2844389
"Kepler-1670 b",,290.3264599,43.1217550
"K2-149 b",,9.8217519,7.2769939
"K2-16 c",,175.0972238,4.5574311
"K2-221 b",,16.6550286,10.1897385
"Kepler-357 b",,291.2429746,44.0086337
"HD 93083 b",,161.0866672,-33.5776794
"Kepler-100 c",,291.3861294,41.9901394
"HD 99109 b",,171.0715576,-1.5297610
"Kepler-426 b",,289.4346668,49.4734550
"Kepler-415 b",,293.8045041,38.6390517
"WASP-70 A b",187.51200,315.4771912,-13.4333821
"OGLE-TR-111 b",171.62820,163.3241150,-61.4056976
"HD 77338 b",,135.3022475,-25.5282343
"K2-119 b",,132.0098683,16.9017663
"Kepler-1410 b",,290.5102933,38.7435010
"Kepler-271 d",,283.0029316,44.2841080
"Kepler-1453 b",,286.1255037,47.9475586
"Kepler-26 d",,284.9410627,46.5664505
"HD 209458 b",197.05000,330.7950219,18.8842419
"GJ 179 b",,73.0245495,6.4752347
"Kepler-910 b",,296.0472937,42.7429414
"Kepler-1642 b",,297.2121215,43.6437890
"KOI-351 c",,284.4334642,49.3051239
"WASP-15 b",172.00000,208.9280111,-32.1597118
"WASP-44 b",279.05474,3.9032733,-11.9382645
"WASP-75 b",,342.3858995,-10.6754686
"Kepler-1459 b",,282.4229401,46.0139761
"HD 107148 b",,184.8059773,-3.3199927
"HD 187085 b",,297.3915731,-37.7809929
"Kepler-191 c",,291.1833211,45.3230937
"HD 20781 b",,50.0139757,-28.7841175
"Kepler-142 d",,295.1190067,48.4813635
"Kepler-1025 b",,284.5102140,43.9615628
"Kepler-588 b",,284.2572531,47.6889081
"Kepler-282 e",,284.6772402,44.7976401
"WASP-36 b",731.93200,131.5803897,-8.0269855
"Kepler-1265 b",,284.5858364,47.0795646
"WASP-4 b",368.36497,353.5629149,-42.0617794
"Gl 49 b",,15.6687321,62.3454386
"Kepler-361 c",,296.8034146,46.7411011
"HAT-P-31 b",682.38101,271.5376722,26.4266061
"K2-8 b",,169.7935178,-0.2844389
"Kepler-346 b",,288.0119248,46.1176003
"Kepler-5 b",675.70658,299.4070341,44.0350387
"HD 15337 b",,36.8678846,-27.6361171
"Kepler-694 b",,291.1495269,40.4204569
"GJ 1252 b",2.09000,306.9286462,-56.4622865
"Kepler-801 b",,286.0751815,44.6646277
"Gl 378 b",,150.5865513,48.0824515
"K2-264 c",,131.3583524,19.6984010
"Kepler-915 b",,290.5921293,45.7372184
"HAT-P-7 b",564.44200,292.2471900,47.9695429
"Kepler-82 c",13.90000,292.8733696,42.9661583
"Kepler-115 c",,297.7119299,45.2619850
"Qatar-4 b",1938.76300,4.8592750,44.0275965
"WASP-133 b",368.68280,314.5754375,-35.7966224
"Kepler-1042 b",,288.6689428,39.8239935
"Kepler-689 b",,294.7106347,39.5216975
"Kepler-10 c",20.00000,285.6792980,50.2414842
"Kepler-616 c",,294.9891370,46.8383058
"Kepler-1530 c",,288.1624396,48.1651530
"K2-187 c",,132.5235618,23.1924709
"HATS-52 b",711.93920,140.0875894,-31.2692116
"K2-170 b",,335.4506923,-14.5933554
"TrES-3 b",610.23360,268.0291106,37.5463268
"K2-160 b",,184.0545174,-3.5530888
"K2-237 b",392.83788,253.7688479,-28.7105836
"Kepler-1388 b",,283.3360156,47.1744499
"Kepler-1447 b",,289.6434285,50.7270160
"Kepler-102 c",,281.4824731,47.2078263
"Kepler-1621 b",,297.5885341,43.8411937
"Kepler-1468 c",,293.5198289,41.2773671
"TrES-5 b",568.91570,305.2219454,59.4489033
"Kepler-1290 b",,290.6852287,43.8596155
"Kepler-337 b",,290.0605123,47.1639533
"Kepler-1097 b",,281.5941261,42.5963949
"MOA-2011-BLG-291L b",18.00000,268.8678890,-29.1706657
"XO-1 b",293.67492,240.5492745,28.1696248
"HAT-P-11 c",731.00900,297.7101763,48.0818635
"K2-5 c",,169.3034598,-1.8778254
"EPIC 206215704 b",,335.0949721,-9.5097112
"Kepler-351 c",11.10000,286.4527949,42.6577891
"Kepler-326 b",44.60000,294.3255898,46.0022646
"Kepler-53 c",35.50000,290.4617926,40.5624966
"HAT-P-50 b",429.07050,118.0634379,12.1393474
"OGLE-2012-BLG-0950L b",21.00000,272.0192570,-29.7315826
"OGLE-2013-BLG-0911L b",3020.00000,268.8832500,-29.2538333
"OGLE-2016-BLG-1195L b",1.43000,268.8479310,-30.2072506
"Kepler-183 c",35.70000,293.5308112,39.3159329
"Kepler-1567 b",,286.6951530,40.2918894
"WASP-17 b",154.46538,239.9622479,-28.0617941
