pl_name,pl_masse,ra,dec
"HAT-P-22 b",696.68336,155.6814593,50.1287115
"Kepler-30 b",11.30000,285.2836483,38.9472625
"Kepler-411 e",10.80000,287.6057027,49.5233937
"V1298 Tau b",,61.3316540,20.1570318
"WASP-92 b",,246.6920395,51.0411328
"Kepler-48 b",1887.83000,299.1393094,40.9489390
"Kepler-79 c",5.90000,300.5171067,44.3815508
"Kepler-890 b",,288.4357180,43.7634712
"K2-242 b",,179.8358421,-6.5178542
"WASP-141 b",854.96270,71.8244347,-17.1151736
"TRAPPIST-1 g",1.34000,346.6263919,-5.0434618
"WASP-74 b",301.93850,304.5388430,-1.0760033
"Kepler-91 b",146.20180,285.6729033,44.1167513
"Kepler-80 b",6.93000,296.1125759,39.9787451
"Kepler-28 c",432.23000,292.1370409,42.4294835
"K2-187 e",,132.5235618,23.1924709
"K2-283 b",,13.1943679,9.6929181
"Kepler-154 e",,289.7805393,49.8965624
"HAT-P-29 b",279.69040,33.1310921,51.7787754
"HAT-P-69 b",,130.5056385,3.7105662
"Kepler-23 b",254.30000,294.2189131,49.4792536
"LTT 3780 c",,154.6449033,-11.7178010
"HAT-P-2 b",2828.60000,245.1514324,41.0479601
"HAT-P-5 b",324.18660,274.4055335,36.6214617
"CoRoT-10 b",874.00000,291.0636813,0.7460143
"CoRoT-4 b",228.83000,102.1946233,-0.6727861
"GJ 876 d",7.53000,343.3239737,-14.2665958
"Kepler-1449 b",,288.2317293,50.5678345
"Kepler-106 b",5.30000,300.8640060,44.3375497
"WASP-29 b",77.54700,357.8791976,-39.9071215
"WASP-132 b",130.31030,217.6091998,-46.1595160
"EPIC 220674823 b",7.72000,13.0800239,10.7947051
"WASP-97 b",432.24880,24.6051389,-55.7720006
"K2-172 b",,335.3081368,-12.5569819
"TOI-540 b",,76.3096949,-47.9375391
"LP 714-47 b",30.80000,64.1902212,-12.0848643
"HATS-14 b",339.76027,313.2154754,-25.6873756
"Qatar-2 b",792.63500,207.6554928,-6.8040714
"TrES-4 b",291.45011,268.3043361,37.2117397
"OGLE-TR-132 b",371.86110,162.6440933,-61.9572476
"WASP-63 b",107.74437,94.3363562,-38.3233826
"HAT-P-49 b",699.22600,305.4413294,26.6926759
"WASP-64 b",403.94500,101.1149223,-32.8583878
"HD 21749 c",3.70000,51.7501882,-63.5001660
"Qatar-9 b",378.21770,160.7480950,60.9641194
"WASP-96 b",152.55000,1.0465696,-47.3606352
"WASP-184 b",181.16310,209.5170100,-30.3481530
"CoRoT-29 b",270.15550,278.9020691,6.4795703
"Kepler-60 d",216.12000,288.9612535,42.2650472
"CoRoT-23 b",982.09470,279.7826586,4.3577516
"HD 106906 b",3496.00000,184.4713308,-55.9755805
"HATS-9 b",261.57409,290.8101704,-20.1663771
"Qatar-3 b",,359.1519716,36.2129562
"HAT-P-44 b",,213.1438604,47.0147826
"TrES-2 b",457.67520,286.8085258,49.3164211
"Kepler-19 b",20.30000,290.4209694,37.8516556
"Kepler-21 b",10.40000,287.3619673,38.7141384
"XO-2 N b",189.10885,117.0267691,50.2251472
"WASP-39 b",88.98900,217.3266477,-3.4444994
"OGLE-TR-56 b",413.17900,269.1479583,-29.5392222
"WASP-36 b",726.55938,131.5803897,-8.0269855
"TOI-519 b",4449.62000,124.6067582,-19.6627918
"Oph 11 b",4449.62000,245.6049610,-24.0872219
"HD 15337 c",8.79000,36.8678846,-27.6361171
"HAT-P-33 b",292.40360,113.1842383,33.8350214
"WASP-3 b",772.32690,278.6317411,35.6614312
"HAT-P-26 b",,213.1565508,4.0594175
"HAT-P-6 b",419.53560,354.7740917,42.4659866
"HAT-P-24 b",217.71355,108.8251171,14.2626064
"Kepler-432 b",182.75225,293.2822344,48.2859173
"HATS-8 b",43.86054,294.9416887,-25.7483655
"Kepler-9 c",54.34700,285.5739904,38.4008192
"Kepler-1654 b",158.91500,282.1856949,44.4344617
"WASP-91 b",425.89220,357.8464340,-70.1528621
"HD 23472 c",,55.4590314,-62.7672667
"WASP-181 b",95.03117,26.7932253,3.1329325
"K2-148 d",,14.5176494,-0.1932580
"GJ 1214 b",6.45000,258.8313991,4.9606795
"Kepler-428 b",403.63000,290.5817432,40.5773106
"CoRoT-6 b",940.74000,281.0725563,6.6632062
"Kepler-435 b",266.97000,292.2873012,43.1972542
"WASP-2 b",290.48400,307.7255587,6.4293305
"K2-290 b",10.90000,234.8578846,-20.1988975
"K2-138 d",,348.9490311,-10.8497391
"Kepler-406 c",2.71000,291.8481764,44.9682807
"K2-113 b",,19.4493823,6.8688469
"HD 97048 b",794.57500,167.0133422,-77.6548530
"Kepler-93 b",3.80000,291.4181275,38.6723124
"HAT-P-21 b",1547.83210,171.2749348,41.0280207
"WASP-131 b",85.81410,210.1935714,-30.5836084
"K2-3 d",2.80000,172.3353708,-1.4551364
"Kepler-52 b",2765.00000,286.7380152,49.9757383
"HATS-10 b",167.17858,294.3068385,-22.2044872
"WASP-139 b",37.18611,49.5621730,-41.3020235
"HAT-P-33 b",242.17600,113.1842383,33.8350214
"WASP-50 b",524.41950,43.6880738,-10.8980242
"TOI-132 b",,338.3996623,-43.4368720
"TOI-178 e",,7.3020115,-30.4541159
"HATS-56 b",191.33366,180.1650720,-45.7994559
"WASP-66 b",753.25710,158.2250301,-34.9899074
"WASP-165 b",209.13214,357.5806472,-17.0775947
"Kepler-539 b",308.29510,299.1224639,41.8667953
"KIC 8540376 c",,282.3775397,44.6945690
"OGLE-TR-10 b",216.12440,267.8677483,-29.8764758
"Qatar-8 b",117.91493,157.4123405,70.5270835
"TOI-1130 c",,286.3760037,-41.4376399
"HATS-33 b",378.85336,294.6336944,-55.3302692
"Kepler-29 b",127.10000,298.3483820,47.4913021
"HAT-P-35 b",,123.2507030,4.7870288
"WASP-98 b",263.79000,58.4290113,-34.3282716
"K2-318 b",,232.4461375,-17.5574630
"WASP-183 b",159.55066,163.7888521,-0.7370663
"WASP-126 b",88.99240,63.3747060,-69.2265926
"WASP-72 b",731.00900,41.0400779,-30.1690785
"WASP-10 b",1017.00000,348.9930457,31.4627508
"WASP-23 b",279.37257,101.1275033,-42.7622296
"2MASS J22362452+4751425 b",3972.87500,339.1025931,47.8616830
"HAT-P-25 b",180.20200,48.4354731,25.1973548
"ROXs 42 B b",2860.00000,247.8125493,-24.5455770
"HATS-34 b",299.07803,0.7744866,-62.4693167
"HATS-54 b",241.55080,200.6348641,-44.6888393
"OGLE2-TR-L9 b",1430.17500,166.9798793,-61.1462496
"HATS-18 b",629.14449,173.9574203,-29.1560639
"Kepler-20 b",8.70000,287.6979913,42.3385782
"TOI-561 c",7.00000,148.1851516,6.2161030
"WASP-5 b",506.93885,359.3490277,-41.2772202
"WASP-74 b",300.03152,304.5388430,-1.0760033
"K2-107 b",266.97720,284.9853550,-22.2934206
"CoRoT-21 b",718.29580,101.0526207,-0.2991544
"HATS-43 b",82.95363,80.5382418,-30.9708179
"KOI-94 e",35.00000,297.3330716,41.8911186
"K2-216 b",8.00000,11.4802354,6.3470302
"K2-19 c",25.60000,174.9602543,0.6035960
"HATS-9 b",266.02371,290.8101704,-20.1663771
"Kepler-36 c",7.13000,291.2501859,49.2318073
"Kepler-32 c",158.90000,297.8423073,46.5743595
"HAT-P-67 b",108.06220,256.6107279,44.7768849
"WASP-16 b",288.58964,214.6830109,-20.2754374
"WASP-11 b",168.44990,47.3689472,30.6733817
"TOI-942 c",37.00000,76.6496172,-20.2456126
"WASP-124 b",190.69800,332.7143373,-30.7497189
"EPIC 248847494 b",4131.79000,159.3890808,11.8427484
"GJ 357 b",1.84000,144.0074644,-21.6650634
"WASP-45 b",320.04100,5.2377567,-35.9984650
"HATS-16 b",1039.30410,358.5588439,-30.0130385
"Kepler-11 f",1.98000,297.1150949,41.9091092
"EPIC 201170410.02",,170.1408561,-4.8070039
"L 98-59 c",2.42000,124.5328604,-68.3144658
"KOI-55 b",0.44000,296.3561853,41.0927315
"HD 219134 f",7.30000,348.3372026,57.1696255
"HAT-P-34 b",1058.37390,303.1954355,18.1047776
"HATS-48 A b",77.23269,288.6720048,-59.5793505
"Kepler-435 b",270.15550,292.2873012,43.1972542
"WASP-113 b",150.96925,224.8728589,46.9600996
"HATS-42 b",597.52040,108.4523991,-33.4373462
"HATS-45 b",222.48100,101.9942455,-21.9107112
"HATS-28 b",213.58176,284.3997616,-49.1385126
"K2-31 b",590.10000,245.4405531,-23.5482730
"HAT-P-51 b",98.20947,21.0651251,32.8107000
"WASP-34 b",185.29489,165.3993679,-23.8609457
"Kepler-15 b",201.18639,296.2005506,49.1400304
"WASP-156 b",40.68224,32.7820850,2.4181937
"HD 80606 b",1308.18828,140.6569501,50.6037764
"TrES-1 b",241.86863,286.0408755,36.6325360
"WASP-151 b",98.52730,349.0634651,0.3066895
"TOI-125 c",6.63000,23.5934253,-66.6763495
"HD 89345 b",35.70000,154.6710977,10.1288464
"Kepler-17 b",743.72220,298.3952437,47.8149865
"WASP-98 b",269.51984,58.4290113,-34.3282716
"K2-19 b",28.50000,174.9602543,0.6035960
"TrES-1 b",221.52751,286.0408755,36.6325360
"TrES-3 b",615.95454,268.0291106,37.5463268
"KOI-94 c",15.60000,297.3330716,41.8911186
"GSC 06214-00210 b",4767.45000,245.4776921,-20.7193398
"TOI-125 b",,23.5934253,-66.6763495
"TOI-178 e",3.86000,7.3020115,-30.4541159
"NGTS-1 b",258.07796,82.7142134,-36.6309812
"TOI-201 b",,87.4017825,-54.9104230
"TOI-1266 b",13.50000,197.9965833,65.8336973
"CoRoT-1 b",340.07810,102.0798591,-3.1021394
"K2-30 b",184.02357,52.3420548,22.2993491
"WASP-45 b",318.78349,5.2377567,-35.9984650
"K2-238 b",273.33380,347.7043164,-7.8575592
"WD 1856+534 b",,284.4156750,53.5090244
"Kepler-6 b",212.61900,296.8372475,48.2399695
"WASP-3 b",600.69870,278.6317411,35.6614312
"WASP-6 b",153.51189,348.1571282,-22.6741248
"HATS-6 b",101.38777,88.1468079,-19.0316268
"WASP-138 b",387.75260,41.6391598,-0.4641252
"WASP-106 b",611.79700,166.4296276,-5.0794854
"K2-24 b",21.00000,242.5734559,-24.9906029
"TOI-132 b",22.40000,338.3996623,-43.4368720
"HAT-P-31 b",,271.5376722,26.4266061
"SR 12 AB c",4131.62000,246.8312363,-24.6946687
"GJ 436 b",23.10000,175.5505363,26.7030669
"NGTS-18 b",129.99182,180.5462193,-35.5486091
"TOI-257 b",43.86032,47.5172608,-50.8322632
"TrES-2 b",381.10000,286.8085258,49.3164211
"Kepler-17 b",778.65000,298.3952437,47.8149865
"Kepler-24 c",508.50000,290.4132621,38.3437283
"HD 79498 b",,138.7885794,23.3748792
"Kepler-327 d",,292.6422963,44.0876251
"Kepler-254 b",,288.1646541,45.8164257
"Kepler-172 c",,283.3684093,41.8218390
"WASP-7 b",305.11680,311.0427558,-39.2254856
"WASP-10 b",1004.34280,348.9930457,31.4627508
"HD 103774 b",,179.2310729,-12.1079951
"HD 109271 c",,188.3973970,-11.6215204
"HD 27631 b",,64.9392168,-41.9606604
"BD+15 2940 b",,240.0956400,15.5467507
"HD 39091 b",,84.2992798,-80.4646041
"HD 219134 g",,348.3372026,57.1696255
"55 Cnc b",,133.1468373,28.3298154
"55 Cnc f",,133.1468373,28.3298154
"HD 65216 c",,118.4209646,-63.6466892
"DH Tau b",3496.00000,67.4231674,26.5493897
"Kepler-290 b",,286.4100307,42.6815137
"Kepler-164 d",,287.7808115,47.6298453
"Kepler-349 b",,293.6764689,44.6155972
"HD 209458 b",,330.7950219,18.8842419
"GJ 436 b",,175.5505363,26.7030669
"HD 1461 b",,4.6762645,-8.0536206
"HD 169830 b",,276.9561859,-29.8167919
"HD 38801 b",,86.9963141,-8.3280256
"GJ 674 b",,262.1700476,-46.8989826
"HIP 14810 b",,47.8092750,21.0971302
"HD 190360 c",,300.9092476,29.8945410
"HD 154857 b",,257.8161940,-56.6810380
"HD 188015 b",,298.0191857,28.0999769
"HD 190360 b",,300.9092476,29.8945410
"HD 125612 b",,215.2227183,-17.4818147
"HD 102365 b",,176.6208003,-40.4986211
"K2-13 b",,170.1554763,2.5027534
"WASP-57 b",204.68252,223.8199788,-2.0576866
"kap CrB b",635.66000,237.8080012,35.6558818
"WASP-12 b",441.78370,97.6366450,29.6722662
"WASP-97 b",419.52000,24.6051389,-55.7720006
"OGLE-2013-BLG-0341L B b",,268.0312080,-29.8461111
"HD 52265 b",,105.0746449,-5.3668142
"HD 12661 b",,31.1423525,25.4135632
"iot Dra b",,231.2323227,58.9661403
"HD 177830 b",,286.3363574,25.9204327
"HD 70642 b",,125.3661079,-39.7044432
"Kepler-668 b",,285.4992845,49.2772713
"Kepler-143 c",,298.0676519,49.4125410
"Kepler-232 b",,295.8161668,51.1217249
"18 Del b",,314.6078375,10.8391378
"14 Her b",,242.6021014,43.8163621
"Kepler-225 b",,292.1939846,47.4570808
"Kepler-327 c",,292.6422963,44.0876251
"WASP-47 b",,331.2030920,-12.0190670
"HD 143105 b",,238.4023547,68.7199779
"Kepler-114 c",,294.1214820,48.3497977
"Kepler-225 c",,292.1939846,47.4570808
"Kepler-81 c",,293.6369437,42.8248275
"Kepler-1096 b",,294.7094688,45.9695533
"Kepler-53 c",,290.4617926,40.5624966
"Kepler-262 c",,290.7287168,37.2526575
"Kepler-362 c",,291.7716030,47.5299192
"Kepler-899 b",,297.4825612,40.6807412
"HD 66428 b",,120.8691654,-1.1636019
"HD 113538 b",,196.2339330,-52.4463502
"Kepler-445 b",,298.7363395,46.4991236
"HD 128311 c",1204.25787,219.0032292,9.7454368
"WASP-18 b",3241.70000,24.3544618,-45.6777937
"GSC 06214-00210 b",5300.00000,245.4776921,-20.7193398
"Kepler-1501 b",,289.9185890,42.0014280
"Kepler-51 c",,296.4797624,49.9376486
"Kepler-203 d",,297.0899590,41.3880686
"Kepler-50 b",,288.1009312,50.0336844
"Kepler-1375 b",,296.2935173,43.4032189
"Kepler-402 e",,288.3701976,43.3546109
"Kepler-1623 b",,294.0826970,39.5560655
"Kepler-125 c",,298.2581101,47.6050031
"Kepler-1487 b",,295.4980737,38.6444499
"Kepler-182 b",,289.8301128,50.5862025
"Kepler-185 b",,282.4681674,43.8899464
"Kepler-370 b",,292.1710683,40.9162381
"K2-14 b",,178.0568745,2.5941222
"K2-35 b",,170.1031027,1.2858679
"Kepler-709 b",,292.1052720,42.3803077
"Kepler-528 b",,295.6848595,47.7480914
"Kepler-460 c",,288.4749028,40.6512848
"KELT-10 b",215.80657,284.5483823,-47.0033072
"HD 221585 b",,353.2293802,63.1556146
"Kepler-1133 b",,293.3224114,42.8674925
"Kepler-348 b",,297.2550814,40.5483883
"Kepler-449 c",,293.7327870,41.9006366
"Kepler-405 c",,291.4094615,38.3400107
"Kepler-306 d",,288.5387145,40.6160545
"Kepler-1192 b",,282.1405603,43.8964934
"Kepler-561 c",,293.7471107,45.1071981
"Kepler-339 b",,293.3517010,48.4445922
"KOI-1257 b",,291.2250888,44.9272918
"K2-108 b",,123.3818484,16.4195160
"K2-100 b",,129.6010863,20.1060074
"GJ 3293 c",,67.1484425,-25.1713396
"GJ 3293 d",,67.1484425,-25.1713396
"KELT-9 b",915.35040,307.8598998,39.9389161
"HD 177565 b",,286.7175787,-37.8122394
"Kepler-1230 b",,283.2645129,41.7114526
"Kepler-737 b",,291.8629793,46.4291614
"Kepler-599 b",,285.9115968,41.0695091
"Kepler-659 b",,287.6081777,47.5096893
"Kepler-529 c",,285.8884067,47.8803640
"HR 2562 b",9534.90000,102.5042716,-60.2486775
"GJ 676 A c",,262.5448903,-51.6377777
"HD 164922 b",,270.6304652,26.3104077
"HD 47366 c",,99.4200181,-12.9856593
"Qatar-2 b",783.76878,207.6554928,-6.8040714
"Kepler-444 e",0.10000,289.7528323,41.6318840
"Kepler-49 c",5.90000,292.2945208,40.5918123
"Kepler-11 f",1.70000,297.1150949,41.9091092
"K2-104 b",,129.6366594,19.7737202
"OGLE-2016-BLG-0613L AB b",871.00000,269.2604060,-28.1161671
"K2-62 b",,334.3645089,-12.1874776
"Kepler-1152 b",,290.4341483,44.1077802
"Kepler-20 b",,287.6979913,42.3385782
"Kepler-148 c",,289.7861626,46.8588176
"Kepler-207 d",,290.0305195,42.1660555
"Kepler-722 b",,290.2632874,44.5564051
"Kepler-146 b",,294.1107631,38.7102222
"Kepler-850 b",,293.0844515,48.5753645
"Kepler-1458 b",,283.2115971,41.0380135
"HD 109246 b",,188.0271840,74.4893379
"HD 149143 b",,248.2126715,2.0844547
"HD 215497 b",,341.6527140,-56.5997984
"HD 11755 b",,29.7078360,73.1521372
"HD 33844 b",,78.1505649,-14.9509775
"24 Boo b",,217.1555242,49.8446488
"HD 162020 b",,267.6599252,-40.3184646
"HAT-P-1 b",,344.4453632,38.6749190
"KMT-2016-BLG-1397L b",,272.6646120,-24.8577385
"HD 108863 b",,187.5826081,21.9480993
"Kepler-1402 b",,291.8478341,48.9681664
"Kepler-1154 c",,297.4771158,39.8772345
"Kepler-1564 b",,290.5861316,46.6427486
"WASP-5 b",505.34970,359.3490277,-41.2772202
"YZ Cet b",,18.1330792,-16.9962434
"GJ 685 b",,263.8960378,61.6793482
"Kepler-552 b",,290.7476903,48.2419838
"Kepler-145 b",,291.3877397,44.5290465
"DE CVn b",,201.7207198,45.5455449
"K2-231 b",,289.0918242,-15.7712178
"Kepler-769 b",,292.7130925,38.3581685
"Kepler-1127 b",,293.2173563,42.7205846
"Kepler-374 c",,294.1378921,42.3704075
"LHS 3844 b",,340.4962038,-69.1721081
"HD 20003 b",,46.9090081,-72.3219221
"HD 20003 c",,46.9090081,-72.3219221
"HD 21693 c",,51.8040469,-58.3232726
"WASP-190 b",317.83000,7.7095292,-40.5734613
"HAT-P-33 b",209.76780,113.1842383,33.8350214
"Kepler-425 b",71.82958,290.3579781,40.5676965
"Kepler-30 b",,285.2836483,38.9472625
"Kepler-711 b",,297.4600468,42.8398172
"Kepler-248 c",,293.0613138,43.5813577
"Kepler-821 b",,285.6173937,39.3794684
"Kepler-1376 b",,286.9584368,42.5414090
"Kepler-1250 b",,287.7938184,45.9802492
"Kepler-1050 c",,282.9249847,48.6264015
"Kepler-316 b",,290.8258350,44.1838993
"Kepler-448 c",6992.26000,297.4537402,41.0110188
"GJ 229 b",,92.6435993,-21.8677233
"GJ 180 d",,73.4600970,-17.7761940
"HD 158259 c",,261.3495847,52.7904721
"HD 81817 b",,144.2715659,81.3263096
"WASP-148 b",92.48853,254.1305022,44.3025361
"PDS 70 c",635.66000,212.0421402,-41.3980405
"Kepler-68 b",,291.0323102,49.0402129
"Kepler-1197 b",,291.6693437,42.5907441
"Kepler-963 b",,296.7529742,45.0411049
"Kepler-971 b",,284.0945699,41.1828131
"Kepler-1003 b",,292.0204349,44.8762427
"Kepler-1004 b",,297.3593427,49.7975464
"Kepler-1039 b",,298.3266169,45.3154212
"Kepler-1367 b",,288.4166786,47.8787308
"Kepler-619 b",,290.8490899,48.4159782
"KMT-2019-BLG-1953L b",200.00000,269.1162500,-28.2011111
"KMT-2019-BLG-0842L b",10.28000,268.4584580,-29.8774389
"KELT-11 b",,161.7069053,-9.3993646
"KELT-23 A b",,232.1466406,66.3587097
"HD 136352 b",4.62000,230.4401147,-48.3188174
"HD 110113 c",,190.0365636,-44.3120777
"GJ 740 b",,284.4997178,5.9028670
"Kepler-213 c",,290.8241931,44.6472832
"Kepler-1156 b",,288.9240901,46.0575865
"Kepler-382 b",,299.1362435,45.8699582
"Kepler-418 b",349.60000,294.4335228,38.3554729
"Kepler-1684 b",,294.0054181,46.3106625
"Kepler-376 c",,291.6071451,38.4103192
"HR 8799 c",3000.00000,346.8701486,21.1340376
"Kepler-265 e",,290.5104788,41.2447430
"GJ 422 b",,168.9810458,-57.5425629
"Kepler-391 b",,290.6218844,51.0573453
"Kepler-395 b",,293.5111889,45.1366252
"Kepler-27 b",,292.2367608,41.0858710
"Kepler-132 e",,283.2358100,41.3430370
"Kepler-719 b",,295.5360628,43.8844116
"Kepler-663 b",,297.8082232,47.9466342
"Kepler-275 c",,292.4797004,38.5149018
"Kepler-113 b",,287.9978721,50.9441847
"Kepler-1269 b",,287.8055442,45.3405371
"Kepler-9 d",,285.5739904,38.4008192
"Kepler-595 b",,294.5703593,50.6730147
"Kepler-84 b",,298.2520208,40.4960842
"Kepler-911 b",,298.5891948,40.7506921
"Kepler-926 b",,289.6793396,40.7004265
"Kepler-628 b",,290.4492955,39.8548020
"Kepler-1588 b",,288.2327232,48.0021967
"Kepler-1252 b",,298.9503634,46.6928437
"Kepler-1258 b",,285.4049723,49.9948186
"Kepler-687 b",,289.3154576,39.1532911
"Kepler-245 d",,291.6389972,42.4363482
"Kepler-767 b",,291.5791562,38.0358066
"Kepler-272 d",,299.1275257,47.5938319
"Kepler-799 b",,287.1748966,44.8784754
"Kepler-1034 b",,286.1154093,37.9669464
"Kepler-500 b",,295.9513472,43.8519884
"Kepler-450 b",,295.4865821,51.0135237
"Kepler-1311 c",,289.6512597,43.8244445
"Kepler-560 b",,300.2066441,45.0182402
"Kepler-102 d",,281.4824731,47.2078263
"Kepler-431 d",,281.1123072,43.2277663
"Kepler-171 b",,296.7719082,41.7555958
"Kepler-688 b",,294.6552312,39.3083446
"Kepler-269 c",,290.2151459,41.7759810
"Kepler-881 b",,288.9925529,46.6706513
"Kepler-310 c",,288.8392780,46.9867472
"Kepler-62 f",,283.2125621,45.3496992
"Kepler-1235 b",,284.9030677,43.9540616
"Kepler-293 c",,286.3580611,42.4064917
"Kepler-1598 b",,288.4691070,46.7836464
"Kepler-1098 b",,295.5026730,43.2326992
"Kepler-855 b",,295.0949565,43.5375650
"Kepler-331 b",,291.8343455,39.3073462
"Kepler-749 b",,299.8973341,43.9040667
"Kepler-759 b",,290.1314231,41.3814345
"KOI-351 b",,284.4334642,49.3051239
"Kepler-1023 b",,289.0297232,49.7697034
"Kepler-122 b",,291.1118647,39.9490248
"OGLE-2018-BLG-0740L b",1500.00000,272.1769583,-29.8358056
"Kepler-238 d",,287.8971066,40.6378141
"Kepler-697 b",,283.8643937,41.3463859
"Kepler-339 c",,293.3517010,48.4445922
"Kepler-345 c",,295.2288521,45.9710432
"OGLE-2018-BLG-1011L c",890.00000,269.0140000,-29.0828889
"HD 189733 b",370.58978,300.1821223,22.7097759
"WASP-44 b",276.51210,3.9032733,-11.9382645
"GJ 160.2 b",,61.6454173,-20.8564724
"GJ 433 c",,173.8619194,-32.5436302
"WASP-12 b",,97.6366450,29.6722662
"Kepler-886 b",,286.2717162,43.5952037
"Kepler-1069 b",,290.9792378,47.9889097
"Kepler-1085 b",,287.4776359,46.1411685
"Kepler-1107 b",,291.0499340,39.1416740
"Kepler-1163 b",,290.2358630,50.0300654
"Kepler-554 b",,296.4068982,51.3581938
"Kepler-317 c",,294.9438822,39.0320499
"Kepler-976 b",,289.8696232,46.7296855
"Kepler-1086 b",,295.2511870,45.8429537
"XO-2 N b",,117.0267691,50.2251472
"Kepler-1550 b",,287.7646113,38.2947076
"HD 149026 b",102.97692,247.6229827,38.3475349
"WASP-17 b",168.13207,239.9622479,-28.0617941
"HAT-P-17 b",184.34140,324.5359781,30.4881882
"Kepler-1190 b",,284.9996582,49.4799506
"Kepler-865 b",,297.7242257,43.5272796
"Kepler-208 b",,293.8901979,42.5279413
"Kepler-986 b",,293.0940391,42.8964457
"Kepler-568 b",,298.1061315,48.4016448
"Kepler-230 b",,285.7185682,48.5058038
"Kepler-708 b",,293.8164588,42.2125159
"Kepler-1430 b",,289.6975391,43.3719581
"Kepler-166 c",,293.1600977,48.8812074
"Kepler-449 b",,293.7327870,41.9006366
"Kepler-167 e",,292.6585253,38.3455558
"Kepler-718 b",,299.5618676,43.5035173
"Kepler-643 b",,290.3272423,42.8982283
"Kepler-660 b",,288.1382985,47.7245642
"Kepler-167 b",,292.6585253,38.3455558
"Kepler-566 b",,291.5544735,47.8144362
"Kepler-714 b",,282.6994685,43.2727437
"Kepler-254 c",,288.1646541,45.8164257
"Kepler-931 b",,297.1326937,42.7682885
"Kepler-932 b",,296.9520797,43.2720233
"Kepler-1151 b",,292.2477819,47.8784257
"Kepler-286 c",,290.6761874,48.2942362
"Kepler-281 c",,294.1081465,44.7706524
"Kepler-1050 b",,282.9249847,48.6264015
"Kepler-309 c",,297.5098911,46.9614121
"Kepler-181 b",,296.1512831,50.0957806
"Kepler-319 c",,288.8119782,39.7706431
"Kepler-1027 b",,287.5711746,42.8138159
"Kepler-146 c",,294.1107631,38.7102222
"Kepler-807 b",,289.0201356,48.1197839
"Kepler-1199 b",,293.7258092,47.2469219
"Kepler-376 b",,291.6071451,38.4103192
"Kepler-1346 b",,291.8413410,45.1791850
"Kepler-282 c",,284.6772402,44.7976401
"Kepler-404 b",,286.3985796,45.3435241
"Kepler-1361 b",,283.5653603,46.9042278
"Kepler-466 b",,295.6486585,48.4955191
"CoRoT-20 b",1315.81620,97.7204249,0.2268931
"Kepler-47 d",19.02000,295.2978883,46.9204303
"Kepler-47 b",2.07000,295.2978883,46.9204303
"Kepler-723 b",,284.8304434,44.6580932
"XO-3 b",3861.63450,65.4695814,57.8172095
"Kepler-96 b",,297.0698263,40.5252039
"K2-3 c",4.20000,172.3353708,-1.4551364
"HD 155193 b",,257.4208876,10.0381003
"BD-00 4475 b",,347.7108441,0.4085612
"KOI-94 c",,297.3330716,41.8911186
"Kepler-276 c",,293.5681970,39.0363123
"KIC 9663113 b",,297.0454037,46.3286653
"Kepler-415 c",,293.8045041,38.6390517
"Kepler-736 b",,285.3913092,46.1809293
"Kepler-259 b",,288.2119707,46.6150461
"Kepler-320 b",,293.2135155,46.1751457
"Kepler-913 b",,297.5830564,41.9523531
"Kepler-258 b",,294.0684116,46.5791357
"Kepler-1090 b",,295.6629002,44.5258237
"HD 82943 c",622.60300,143.7114034,-12.1302976
"CoRoT-24 b",5.70000,101.9225430,-3.7192892
"K2-80 b",,59.0374860,13.5590288
"Kepler-501 b",,297.2014919,41.7301534
"Kepler-79 d",6.00000,300.5171067,44.3815508
