pl_name,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,sy_dist
"Kepler-402 b",1,4,0,14.53038,74.54275,4.02874200,1.140,625.3390000
"Kepler-403 c",1,3,0,14.89907,78.20628,54.28091000,1.350,840.2690000
"WASP-25 b",1,1,0,35.29676,305.64883,3.76483000,11.994,211.4160000
"Kepler-906 b",1,1,0,11.11254,72.52469,41.69797271,,757.7910000
"Kepler-996 b",1,1,0,11.39157,73.98536,3.77058174,,1216.5800000
"Kepler-842 b",1,1,0,14.63931,81.63101,1.21956877,,532.7260000
"Kepler-123 b",1,2,0,8.63544,76.88818,17.23241934,,1021.6600000
"Kepler-222 c",1,3,0,16.24184,77.82550,10.08879895,,758.8540000
"Kepler-686 b",1,1,0,14.99461,69.46155,1.59474546,,1490.9400000
"Kepler-43 b",1,1,0,17.83658,76.85693,3.02409489,10.560,1005.8400000
"Kepler-599 b",1,1,0,15.29828,71.62551,15.65566910,,558.5170000
"Kepler-742 b",1,1,0,18.76200,76.62996,8.36086403,,489.2530000
"Kepler-1592 b",1,1,0,8.64059,71.83822,3.05709820,0.990,1639.4700000
"Kepler-468 b",1,1,0,16.56209,80.43297,38.47875707,13.440,442.8710000
"Kepler-54 d",1,3,0,10.19810,76.34485,20.99587872,,271.7010000
"Kepler-207 c",1,3,0,12.92920,73.94724,3.07156300,1.110,875.5190000
"Kepler-100 c",1,3,0,11.94515,74.22764,12.81573500,2.080,304.6450000
"Kepler-205 b",1,2,0,16.03463,72.19760,2.75562810,1.490,159.7200000
"Kepler-403 c",1,3,0,14.89907,78.20628,54.28119490,,840.2690000
"Kepler-646 b",1,1,0,13.57470,76.15527,15.87360981,1.530,451.7940000
"Kepler-263 c",1,2,0,9.22104,70.58352,47.33302620,2.400,754.7470000
"Kepler-304 c",1,4,0,9.24910,73.98630,5.31595449,2.330,434.6840000
"Kepler-805 b",1,1,0,12.09596,77.64116,30.86394760,,638.4900000
"Kepler-1540 b",2,1,0,17.13914,70.99508,125.41323020,3.140,244.9600000
"Kepler-544 b",1,1,0,8.82378,72.48889,21.41624083,2.090,963.1800000
"Kepler-1139 b",1,1,0,13.13621,70.53190,0.81316636,,495.1560000
"Kepler-504 b",2,1,0,17.79385,76.09155,9.54927709,,99.0688000
"Kepler-1367 b",1,1,0,16.28470,78.86875,1.57409032,,401.4840000
"Kepler-1377 b",1,1,0,15.31757,77.91073,0.74092636,,1146.1000000
"Kepler-62 d",1,5,0,18.69539,75.03750,18.16407304,1.980,300.8740000
"Kepler-62 e",1,5,0,18.69539,75.03750,122.38586810,1.720,300.8740000
"Kepler-218 d",1,3,0,11.28870,79.45283,124.52452240,,656.3800000
"Kepler-653 c",1,2,0,19.80583,76.15849,0.90037592,,595.6340000
"Kepler-229 d",1,3,0,17.34816,78.97779,41.19725502,3.860,826.2650000
"Kepler-394 c",1,2,0,12.80293,83.72613,12.13065293,1.810,1058.7200000
"Kepler-386 b",1,2,0,15.72041,80.03966,12.31013510,,882.4620000
"Kepler-558 b",1,1,0,16.76278,72.78095,29.00789166,,661.8760000
"Kepler-979 b",1,1,0,8.37228,81.27691,8.08801350,2.510,576.5030000
"Kepler-914 b",1,1,0,13.82764,76.61586,4.40966750,,753.7230000
"Kepler-895 b",1,1,0,17.11103,82.50044,2.80624233,1.540,540.1340000
"Kepler-1403 b",1,1,0,10.97040,71.27274,5.19492202,2.240,2163.9000000
"Kepler-1298 b",1,1,0,19.19561,79.06848,7.12815163,,544.1630000
"Kepler-1299 b",1,1,0,13.67698,68.23301,19.94012110,,1404.9400000
"Kepler-395 c",1,2,0,11.95556,77.80798,34.98978470,,421.3820000
"Kepler-734 b",1,1,0,10.17880,79.78237,6.10484942,,1157.2100000
"Kepler-959 b",1,1,0,10.89592,73.41447,14.80075082,,807.7290000
"Kepler-933 b",1,1,0,13.81149,75.08255,14.20443009,2.020,1017.2000000
"Kepler-1678 b",1,1,0,9.51620,71.37765,147.97391000,,847.3390000
"Kepler-150 b",1,5,0,13.46754,71.83343,3.42806306,,891.0920000
"Kepler-251 e",1,4,0,9.55133,77.90710,99.64096530,3.890,924.6250000
"Kepler-23 c",1,3,0,13.45799,82.01371,10.74241765,,835.7560000
"Kepler-887 c",1,2,0,11.88425,71.79245,7.63861000,0.950,886.5880000
"Kepler-69 b",1,2,0,11.99414,77.48226,13.72236820,,730.6250000
"Kepler-299 c",1,4,0,19.77727,78.26193,6.88595222,,1052.2400000
"Kepler-834 b",1,1,0,16.11418,75.89955,13.32389352,,633.9370000
"KIC 9663113 b",1,2,0,10.32377,80.05076,572.37663200,,1594.7400000
"Kepler-1388 b",1,4,0,19.23230,76.88378,12.28547180,2.210,453.7950000
"Kepler-534 b",1,1,0,12.21263,82.73358,15.95995611,,570.6590000
"Kepler-1098 b",1,1,0,9.81139,76.75649,2.54306600,1.240,1049.1900000
"Kepler-102 d",1,5,0,20.43475,76.48359,10.31173200,1.340,107.7960000
"Kepler-107 c",1,4,0,11.23255,81.72606,4.90145055,,525.9970000
"Kepler-328 c",1,2,0,8.07033,73.99950,71.31165980,,2213.1900000
"Kepler-422 b",1,1,0,19.40569,75.86260,7.89145020,11.270,722.7950000
"Kepler-110 b",1,2,0,13.83649,80.82269,12.69107848,,586.5310000
"Kepler-11 e",1,6,0,8.13328,76.16130,32.00413000,,646.3460000
"Kepler-487 b",1,2,0,8.99914,74.88508,15.35876840,11.310,872.3430000
"Kepler-738 b",1,1,0,16.31317,77.37763,24.58721573,2.310,1113.6500000
"Kepler-474 b",1,1,0,12.15844,76.27255,5.66066851,,841.4960000
"Kepler-106 c",1,4,0,7.00333,79.67079,13.57078332,,444.3220000
"Kepler-1102 b",1,1,0,20.80370,77.31999,51.32920000,3.400,1246.0500000
"Kepler-360 c",1,2,0,16.46655,75.29990,7.18647600,2.500,876.0440000
"Kepler-67 b",1,1,0,12.01771,78.95460,15.72584000,3.800,1131.1900000
"Kepler-500 b",1,1,0,9.81856,77.46634,8.50835500,2.400,807.4800000
"Kepler-362 c",1,2,0,14.07858,79.48280,37.86589000,1.750,1090.5100000
"Kepler-656 b",1,1,0,16.14809,78.36700,1.26025918,,890.3520000
"Kepler-504 b",2,1,0,17.79385,76.09155,9.54927542,1.590,99.0688000
"Kepler-41 b",1,1,0,11.71140,78.90205,1.85555754,10.240,1093.0800000
"Kepler-1145 b",1,1,0,9.84769,76.52003,3.97080500,1.600,691.9610000
"Kepler-15 b",1,1,0,12.15252,82.30359,4.94278200,14.448,739.4120000
"Kepler-485 b",1,1,0,13.45017,83.15478,3.24325988,,1140.9500000
"Kepler-148 c",1,3,0,15.03000,78.27565,4.18004808,,791.1630000
"Kepler-622 b",1,1,0,16.24557,71.06491,14.28231800,1.790,284.7610000
"Kepler-111 b",1,2,0,12.94056,76.80348,3.34179930,,657.2230000
"Kepler-203 b",1,3,0,7.89379,75.69361,,2.508,703.3020000
"Kepler-553 b",1,2,0,10.40509,82.33516,4.03046679,,728.5250000
"Kepler-155 c",1,2,0,17.44949,81.98736,52.66152660,,293.4990000
"Kepler-156 c",1,2,0,10.84034,69.96483,15.90688891,,443.4830000
"Kepler-431 d",1,3,0,19.39477,72.38789,11.92160350,,486.5460000
"Kepler-102 e",1,5,0,20.43475,76.48359,16.14567193,2.480,107.7960000
"Kepler-351 c",1,3,0,15.54303,73.30625,57.24885180,,1083.9100000
"Kepler-1174 b",1,1,0,18.58354,71.65258,6.89226333,,1408.7500000
"Kepler-1180 b",1,1,0,9.52805,76.82303,16.86008050,,1596.8000000
"Kepler-1004 b",1,1,0,11.79610,83.25836,5.28801600,17.100,1152.6800000
"Kepler-1644 b",1,1,0,18.17315,78.25959,21.09077580,1.800,629.2700000
"Kepler-501 b",1,1,0,7.98928,76.03582,5.64067697,,1125.2400000
"Kepler-626 b",1,1,0,12.80662,71.22602,14.48586384,,635.6430000
"Kepler-236 c",1,2,0,16.28889,69.88341,23.96804824,,288.7630000
"Kepler-74 b",1,1,0,10.52134,74.22740,,12.817,1177.5500000
"Kepler-1002 b",1,1,0,11.30666,75.78378,4.33649100,1.500,408.3030000
"Kepler-61 b",1,1,0,9.58157,76.00967,59.87792000,,335.0790000
"Kepler-61 b",1,1,0,9.58157,76.00967,59.87910080,2.040,335.0790000
"Kepler-289 c",1,3,0,8.38649,77.14669,125.86526539,,704.4380000
"Kepler-223 b",1,4,0,10.02398,81.32513,7.38410800,1.690,1859.7100000
"Kepler-327 b",1,3,0,12.04240,76.56618,2.54957500,1.110,241.9870000
"Kepler-197 d",2,4,0,13.35928,83.30414,15.67757000,1.360,330.5750000
"Kepler-881 b",1,1,0,15.45290,77.87146,4.44446000,1.420,1375.1800000
"Kepler-867 b",1,1,0,18.21762,81.86131,150.24051094,,1195.5400000
"Kepler-765 b",1,1,0,19.32312,76.82872,27.66547244,,1076.2800000
"Kepler-765 b",1,1,0,19.32312,76.82872,27.66389830,,1076.2800000
"Kepler-761 b",1,1,0,13.45143,75.93811,10.12804789,2.240,830.7070000
"Kepler-207 c",1,3,0,12.92920,73.94724,3.07154540,1.060,875.5190000
"Kepler-762 b",1,1,0,14.29888,79.14986,3.77055147,,1898.2600000
"Kepler-776 b",1,1,0,14.58220,72.58052,4.89721006,1.480,727.9040000
"Kepler-329 c",1,2,0,8.43218,79.85386,,2.676,439.7190000
"Kepler-1018 b",1,1,0,18.46206,75.19311,49.10109488,,1010.0100000
"Kepler-1058 b",1,1,0,11.61179,78.83189,110.96546000,2.120,491.9970000
"Kepler-254 d",1,3,0,15.64277,76.82240,18.74638647,,1389.4800000
"Kepler-42 d",1,3,0,12.54674,76.91718,,0.854,40.0595000
"Kepler-345 c",1,2,0,11.26477,79.12551,9.38751200,1.240,
"Kepler-1113 b",1,1,0,12.15552,71.11967,42.30062820,,1073.8800000
"Kepler-1114 b",1,1,0,8.75738,80.37328,14.97430603,,418.4170000
"Kepler-865 b",1,1,0,8.53980,77.80764,14.16400071,,586.1370000
"Kepler-272 c",1,3,0,9.70399,81.87731,6.05729966,,889.6080000
"Kepler-302 c",1,2,0,10.75802,76.70486,127.28218400,12.450,1402.5800000
"Kepler-859 b",1,1,0,15.55426,73.90076,20.38174802,,839.9030000
"Kepler-749 b",1,1,0,7.37243,78.93478,17.31716200,,721.0270000
"Kepler-1004 b",1,1,0,11.79610,83.25836,5.28789787,6.280,1152.6800000
"Kepler-997 b",1,1,0,16.58282,81.06648,2.70730640,1.360,467.5680000
"Kepler-238 c",1,5,0,13.74892,71.83506,6.15574851,,1798.7500000
"Kepler-912 b",1,1,0,7.41391,76.40024,2.53475627,2.800,2004.7200000
"Kepler-326 c",1,3,0,11.83690,78.86026,,1.913,487.6750000
"Kepler-101 b",1,2,0,19.67348,78.04679,3.48768943,4.360,927.9810000
"Kepler-186 c",1,5,0,8.17058,78.51990,,1.401,177.5940000
"Kepler-55 d",1,5,0,16.92531,74.25808,2.21111094,,578.7960000
"Kepler-645 b",1,1,0,13.52399,75.78138,3.27581872,,1173.5700000
"Kepler-560 b",2,1,0,7.75597,80.01329,18.47760503,,109.3080000
"Kepler-572 b",1,1,0,15.66892,82.20314,,2.444,504.6670000
"Kepler-209 b",1,2,0,12.37222,74.75577,16.08786246,,576.9460000
"Kepler-725 b",1,1,0,18.00185,74.70380,39.64323100,10.100,758.4690000
"Kepler-79 b",1,4,0,7.23801,79.57854,13.48457668,3.390,1020.7200000
"Kepler-575 b",1,1,0,13.25875,68.89582,,2.436,853.9770000
"Kepler-649 b",1,1,0,16.99071,75.41525,29.90757000,2.800,513.7480000
"Kepler-506 b",1,1,0,16.05526,70.90578,6.88340550,2.670,228.4390000
"Kepler-721 b",1,1,0,17.58273,74.49933,5.39202539,2.760,926.5980000
"Kepler-548 b",1,1,0,8.15389,80.26885,4.45419425,,751.7760000
"Kepler-784 b",1,1,0,11.53087,80.68512,31.59268054,,1303.7200000
"Kepler-468 b",1,1,0,16.56209,80.43297,,12.276,442.8710000
"Kepler-10 c",1,2,0,18.81626,80.48988,45.29430100,2.350,185.5060000
"Kepler-31 b",1,3,0,11.95710,78.62698,20.86021229,,1664.6400000
"Kepler-215 b",1,4,0,11.07277,78.35687,9.36059705,,485.9970000
"Kepler-760 c",1,2,0,15.37324,75.09507,2.46696100,2.360,792.3360000
"Kepler-24 b",1,4,0,11.01831,70.54989,8.14518217,,1156.8100000
"Kepler-273 c",1,2,0,14.43623,79.50293,8.01494715,1.650,713.9640000
"Kepler-314 b",1,2,0,9.80545,75.42939,2.46106900,0.830,268.8810000
"KOI-94 b",2,4,0,7.98316,76.22605,3.74320800,1.710,477.0520000
"Kepler-269 c",1,2,0,12.63923,73.64493,8.12809330,,2257.3200000
"Kepler-275 d",1,3,0,9.64684,71.44115,35.67574530,,2034.2500000
"Kepler-128 c",1,2,0,18.70795,73.49392,,1.338,396.3790000
"Kepler-289 b",1,3,0,8.38649,77.14669,34.54384640,2.450,704.4380000
"Kepler-1303 b",1,1,0,16.90728,72.38708,7.56129533,,897.7830000
"Kepler-350 d",1,3,0,15.11288,70.17289,26.13633700,,956.8590000
"Kepler-1129 b",1,2,0,11.49987,73.67590,24.33982020,5.090,1183.8800000
"Kepler-298 c",1,3,0,19.96081,78.47034,,2.297,518.2040000
"Kepler-298 c",1,3,0,19.96081,78.47034,22.92927000,2.580,518.2040000
"Kepler-1136 b",1,1,0,17.71410,74.18280,2.36172447,,491.4060000
"Kepler-1191 b",1,1,0,14.34968,79.89817,5.60013327,,955.5360000
"Kepler-1192 b",1,1,0,18.91752,73.31959,25.20347870,2.360,1304.1900000
"Kepler-405 b",1,2,0,10.31603,70.89842,10.61369479,2.400,1065.0800000
"Kepler-1599 b",1,1,0,15.11555,71.79761,,2.414,1328.2000000
"Kepler-360 c",1,2,0,16.46655,75.29990,,2.212,876.0440000
"Kepler-1606 b",1,1,0,15.75379,73.68234,,2.018,831.2870000
"Kepler-296 e",2,5,0,18.01445,79.90117,34.14205060,1.060,
"Kepler-364 b",1,2,0,20.43826,76.69680,25.74634493,,891.4620000
"Kepler-1138 b",1,1,0,18.00509,78.63308,3.17058760,,872.3280000
"KOI-351 b",1,8,0,19.25567,79.26947,7.00823300,1.160,848.2540000
"Kepler-1002 b",1,1,0,11.30666,75.78378,4.33642933,1.710,408.3030000
"HAT-P-3 b",2,1,0,66.69255,100.16678,2.89973600,10.615,134.5540000
"Kepler-1142 b",1,1,0,11.99354,76.58475,,2.633,1273.5100000
"Kepler-1559 b",1,1,0,11.38109,74.60426,,0.788,614.8270000
"Kepler-281 b",1,2,0,11.41339,77.66929,,3.245,1745.4500000
"Kepler-431 d",1,3,0,19.39477,72.38789,11.92160350,0.870,486.5460000
"Kepler-1444 b",1,1,0,16.07247,72.38340,,2.289,319.6750000
"Kepler-1625 b",1,1,0,8.26713,73.74999,287.37731400,11.670,2310.1100000
"HAT-P-13 b",1,2,0,37.54198,172.49839,2.91623820,16.668,246.8100000
"Kepler-131 c",1,2,0,13.43665,72.32360,25.51571026,,228.6780000
"Kepler-55 e",1,5,0,16.92531,74.25808,4.61753400,1.550,578.7960000
"Kepler-1265 b",1,1,0,18.40058,77.09588,6.49441464,1.750,583.6410000
"Kepler-1270 b",1,1,0,17.62165,79.16873,6.03310000,3.120,1095.0500000
"Kepler-319 d",1,3,0,12.75373,71.32161,31.78209253,4.560,503.4360000
"Kepler-321 b",1,2,0,10.90816,77.21796,4.91538545,,384.5420000
"Kepler-358 c",1,2,0,13.51730,80.61347,83.48874050,2.950,1101.1000000
"Kepler-1109 b",1,1,0,10.62298,71.94353,37.64685190,,685.0870000
"Kepler-100 d",1,3,0,11.94515,74.22764,35.33310000,1.610,304.6450000
"Kepler-256 d",1,4,0,12.96405,78.39607,5.83909761,,1026.4300000
"Kepler-758 d",1,4,0,10.42657,74.02528,20.49661970,2.120,1502.3200000
"Kepler-1091 b",1,1,0,7.32198,78.69106,1.43474156,1.090,914.2990000
"Kepler-331 c",1,3,0,10.45298,71.92848,17.28116000,2.310,580.1190000
"Kepler-334 d",1,3,0,16.79191,77.79017,25.09852074,,426.5900000
"Kepler-67 b",1,1,0,12.01771,78.95460,15.72589064,,1131.1900000
"Kepler-49 e",1,4,0,10.71393,73.25730,18.59600000,1.960,311.2220000
"Kepler-252 b",1,2,0,10.38166,77.95933,6.66836145,,379.4240000
"Kepler-245 c",1,4,0,11.97179,74.72154,17.46067000,2.600,861.5270000
"Kepler-1291 b",1,1,0,12.45793,71.72318,8.63043891,,897.3520000
"Kepler-524 c",1,2,0,11.78199,82.52933,1.88899036,,1058.2400000
"Kepler-1461 b",1,1,0,16.17103,73.64385,,1.917,679.1060000
"Kepler-1493 b",1,1,0,12.43136,70.11329,15.02180714,,555.0510000
"K2-58 d",1,3,0,-51.37977,44.72122,22.88159000,1.752,181.7460000
"Kepler-1554 b",1,1,0,15.10187,72.46828,198.08670467,,946.8470000
"Kepler-378 c",1,2,0,11.65227,79.45806,28.90625629,,152.0940000
"Kepler-1556 b",1,1,0,13.22734,71.59819,8.82713457,2.060,944.5400000
"Kepler-1016 c",1,2,0,11.65065,78.93727,105.65485002,,1402.8200000
"K2-99 b",1,1,0,53.97598,330.58550,18.25198500,11.730,519.2290000
"K2-199 c",1,2,0,53.29188,330.29727,7.37469400,2.780,107.5180000
"Kepler-58 d",1,3,0,7.26637,73.41902,,2.660,969.2520000
"Kepler-58 d",1,3,0,7.26637,73.41902,40.10142720,3.310,969.2520000
"K2-275 b",1,2,0,34.58078,205.82396,3.28096100,2.240,123.4380000
"K2-156 b",1,1,0,55.16088,285.05869,0.81314900,1.144,150.2100000
"K2-165 c",1,3,0,62.74727,285.33397,4.38274500,1.554,134.5910000
"Kepler-1530 b",1,2,0,16.55153,79.07662,,1.581,489.8760000
"Kepler-1530 c",1,2,0,16.55153,79.07662,,1.665,489.8760000
"Kepler-1532 b",1,1,0,7.92312,75.45686,1.09366585,,798.2460000
"WASP-29 b",1,1,0,-72.18128,343.32023,3.92271860,8.878,87.5953000
"WASP-41 b",1,2,0,32.19228,300.65384,3.05240000,12.330,163.3710000
"Kepler-1573 b",1,1,0,14.18038,81.66089,2.61575540,1.200,1455.3600000
"Kepler-1578 b",1,1,0,16.31601,78.73876,,1.045,1064.0500000
"GJ 9827 c",1,3,0,-57.18299,81.34803,3.64802000,1.360,29.6610000
"K2-138 e",1,6,0,-62.23886,64.21591,8.26144000,3.290,202.5850000
"Kepler-109 b",1,2,0,11.87795,72.32578,6.48167400,2.640,474.8610000
"Kepler-400 c",1,2,0,11.58428,72.69190,17.34090106,,845.9700000
"Kepler-528 b",1,1,0,11.81075,80.88058,,2.280,784.2300000
"WASP-14 b",3,1,0,66.33386,25.73857,2.24376610,14.359,161.9970000
"WASP-44 b",1,1,0,-72.63944,92.23763,2.42380390,12.778,364.5120000
"Kepler-391 c",1,2,0,16.20638,82.49921,20.48544030,4.150,869.2360000
"Kepler-1586 b",1,1,0,8.93302,79.20915,15.60481412,,552.5500000
"Kepler-154 e",1,5,0,16.24171,81.16841,,1.652,915.2120000
"Kepler-1398 b",1,2,0,12.70334,81.43624,,0.960,852.2040000
"Kepler-238 e",1,5,0,13.74892,71.83506,,9.304,1798.7500000
"Kepler-274 c",1,2,0,9.32128,71.56815,33.19817610,,1333.6200000
"K2-90 c",1,2,0,-23.20116,169.54805,2.90032000,1.020,134.1880000
"Kepler-290 b",1,2,0,15.58121,73.31632,14.58932462,2.120,694.6270000
"Kepler-1159 b",1,1,0,11.51112,78.11516,,2.186,1213.7100000
"Kepler-1457 b",1,1,0,17.14324,71.92095,51.11047970,1.600,889.8850000
"Kepler-1098 b",1,1,0,9.81139,76.75649,,1.477,1049.1900000
"Kepler-126 d",1,3,0,14.23267,75.64407,,2.716,237.4010000
"K2-74 b",1,1,0,-53.84042,57.29683,19.56508600,2.940,377.8220000
"K2-74 b",1,1,0,-53.84042,57.29683,19.56660000,2.310,377.8220000
"Kepler-368 c",1,2,0,13.09727,77.52235,72.38130100,1.420,770.9780000
"K2-35 b",1,2,0,56.17437,258.92870,2.39996400,1.320,252.5960000
"K2-36 b",1,2,0,57.73789,254.97594,1.42261080,1.550,109.7490000
"Kepler-169 f",1,5,0,15.17842,71.50909,87.09125940,,406.5290000
"Kepler-171 d",1,3,0,8.28120,75.89964,39.60340000,,863.8550000
"Kepler-311 c",1,2,0,20.02263,76.49308,19.73839130,1.480,778.6540000
"Kepler-1501 b",1,1,0,12.93483,73.75813,14.55645330,1.380,749.0600000
"Kepler-1476 b",1,1,0,17.33785,74.04734,10.35856873,,1002.7400000
"Kepler-401 b",1,3,0,16.44236,82.17430,14.38338734,1.690,965.5600000
"K2-172 b",1,2,0,-51.98480,47.92889,14.31700100,1.800,249.7420000
"Kepler-220 e",1,4,0,13.97444,78.81162,45.90275660,1.250,171.1090000
"K2-272 b",1,1,0,33.96440,209.30743,14.45182127,,423.0650000
"K2-273 b",1,1,0,31.96885,206.52056,11.72210300,2.800,308.1050000
"Kepler-173 b",1,2,0,9.73401,75.24790,,1.512,833.1650000
"Kepler-4 b",1,1,0,18.81834,80.37016,3.21365800,4.125,487.9160000
"Kepler-507 b",1,1,0,12.27720,83.70425,3.56806500,1.290,391.6440000
"HIP 67522 b",1,1,0,20.68599,314.74755,6.95950300,10.070,127.2800000
"TOI-1899 b",1,1,0,5.73806,75.50727,,11.325,128.4380000
"Kepler-127 c",1,3,0,17.64003,76.21619,29.39344000,2.389,352.7940000
"Kepler-45 b",1,1,0,10.53637,73.88709,2.45524051,9.850,381.9490000
"Kepler-638 b",1,1,0,16.19611,71.85484,6.07972016,,991.2140000
"Kepler-557 b",1,1,0,10.22955,74.67646,,5.153,2097.1200000
"Kepler-557 b",1,1,0,10.22955,74.67646,3.70599166,2.430,2097.1200000
"TOI-421 c",2,2,0,-24.93742,216.79355,16.06755900,4.836,74.7969000
"WASP-186 b",1,1,0,-40.89459,130.48557,5.02647000,13.279,278.5140000
"TOI-564 b",1,1,0,15.55381,240.62906,1.65119900,9.364,199.5810000
"Kepler-65 c",1,4,0,13.41465,72.56961,5.85993596,,303.7280000
"Kepler-478 b",1,1,0,13.06531,78.45852,13.22175358,,
"TrES-2 b",2,1,0,17.80790,79.84865,2.47061339,12.850,215.3200000
"Kepler-151 b",1,2,0,10.99626,73.60457,15.22895698,3.010,649.9190000
"Kepler-114 b",1,3,0,13.01505,80.94435,5.18848874,,259.5330000
"Kepler-110 c",1,2,0,13.83649,80.82269,31.71977798,,586.5310000
"Kepler-598 b",1,2,0,10.30916,73.85727,3.70176540,,681.0860000
"Kepler-48 d",1,4,0,6.33882,76.08999,42.89645024,,306.7380000
"Kepler-104 d",2,3,0,14.56786,73.18543,51.75530801,,400.7850000
"HAT-P-7 b",2,1,0,13.97537,80.03294,2.20473540,,341.0790000
"Kepler-210 b",1,2,0,11.68733,75.60062,2.45323614,,232.7500000
"Kepler-489 b",1,1,0,10.65199,70.55188,17.27629612,7.720,369.6450000
"Kepler-117 c",1,2,0,16.11474,79.12533,50.79039120,,1455.5700000
"Kepler-516 b",1,1,0,7.59194,72.79874,24.85466504,,687.0940000
"Kepler-134 b",1,2,0,19.16689,79.63268,5.31744016,,334.7970000
"WASP-10 b",1,1,0,-27.14412,100.11200,3.09272950,,140.9980000
"Kepler-251 c",1,4,0,9.55133,77.90710,16.51412820,3.590,924.6250000
"HD 97658 b",1,1,0,68.29493,211.16108,9.48926400,,21.5618000
"Kepler-156 b",1,2,0,10.84034,69.96483,4.97345141,2.590,443.4830000
"Kepler-150 d",1,5,0,13.46754,71.83343,12.56092796,2.780,891.0920000
"Kepler-909 b",1,1,0,14.60416,76.78743,13.93300143,,309.5960000
"Kepler-10 b",1,2,0,18.81626,80.48988,0.83749070,1.470,185.5060000
"Kepler-787 b",1,1,0,10.22219,71.21092,0.92831050,1.280,503.5680000
"Kepler-174 c",1,3,0,15.33905,74.71852,44.00028934,,384.7570000
"Kepler-520 b",1,2,0,10.58195,74.49539,19.67417637,,623.9010000
"Kepler-235 e",1,4,0,14.47665,69.97316,46.18366900,2.220,428.0180000
"Kepler-247 b",1,3,0,14.22116,74.32823,3.33615700,,663.7110000
"Kepler-216 b",1,2,0,12.26418,78.78512,7.69364042,2.230,1187.4700000
"Kepler-884 b",1,1,0,14.60315,81.95569,5.69919514,1.320,476.7330000
"Kepler-83 c",2,3,0,18.77652,73.11400,20.09020088,2.200,400.4090000
"Kepler-175 b",1,2,0,13.96113,75.39446,11.90352088,2.560,1312.3400000
"Kepler-176 c",1,4,0,10.63645,77.02616,12.75934834,2.540,527.3210000
"Kepler-881 b",1,1,0,15.45290,77.87146,,1.732,1375.1800000
"Kepler-908 b",3,1,0,8.09496,73.25789,1.34059678,,290.8430000
"Kepler-245 d",1,4,0,11.97179,74.72154,36.27612380,,861.5270000
"Kepler-502 b",1,1,0,12.95562,75.85536,4.28686850,,1591.0400000
"Kepler-128 b",1,2,0,18.70795,73.49392,15.08960174,1.480,396.3790000
"Kepler-1362 b",1,1,0,13.40440,72.26499,136.20562600,2.430,731.2980000
"CoRoT-21 b",1,1,0,-1.74447,212.37415,2.72474000,14.572,
"Kepler-95 b",1,1,0,17.51848,74.43259,11.52307274,,445.6560000
"L 98-59 b",1,3,0,-17.59330,281.81705,2.25310000,0.800,10.6194000
"LTT 1445 A b",3,1,0,-58.07573,200.48712,5.35877000,1.223,6.8692900
"Kepler-205 b",1,2,0,16.03463,72.19760,2.75563722,,159.7200000
"Kepler-464 b",1,1,0,12.87628,81.74110,7.25696522,3.380,667.6040000
"Kepler-601 b",1,1,0,18.42086,71.57819,5.37886800,1.860,414.8250000
"Kepler-201 b",1,2,0,10.12709,74.33875,25.67216477,,636.4450000
"Kepler-504 b",2,1,0,17.79385,76.09155,9.54927542,1.820,99.0688000
"WASP-80 b",1,1,0,-19.00928,40.51938,3.06785952,10.671,49.7876000
"Kepler-700 b",1,1,0,14.63554,72.47787,80.87206390,5.990,1491.7600000
"WASP-100 b",2,1,0,-38.85259,275.10711,2.84938190,,364.4110000
"NGTS-4 b",1,1,0,-24.13546,236.57905,1.33735080,3.180,280.5550000
"Kepler-424 b",1,2,0,10.48256,82.57663,3.31186426,,698.6460000
"K2-4 b",1,1,0,54.37609,270.75455,10.00617969,,231.8280000
"Kepler-993 b",1,1,0,12.19619,76.83877,22.08515000,5.500,324.4230000
"Kepler-953 b",1,2,0,14.64718,75.92390,88.40703000,4.610,258.8930000
"Kepler-1672 b",1,1,0,6.78475,75.04428,150.87831980,4.370,391.1810000
"Kepler-1051 b",1,1,0,8.93139,74.55033,25.96200249,3.400,829.3430000
"Kepler-407 b",1,2,0,18.38300,79.95374,0.66931239,,338.3680000
"Kepler-906 b",1,1,0,11.11254,72.52469,,2.181,757.7910000
"Kepler-943 b",1,1,0,16.61311,71.58697,49.76999000,5.800,2300.5300000
"Kepler-323 c",1,2,0,10.24008,70.69550,3.55382295,,454.8830000
"Kepler-661 b",1,1,0,19.22395,77.66083,6.02929834,,534.7880000
"Kepler-843 b",1,1,0,12.00369,82.18878,2.05387982,2.590,1165.6600000
"Kepler-1025 b",1,1,0,17.34224,74.01370,37.32294930,1.640,803.7760000
"Kepler-321 c",1,2,0,10.90816,77.21796,13.09392200,2.340,384.5420000
"Kepler-153 b",1,2,0,20.14233,77.76651,18.87022157,,459.3680000
"Kepler-228 d",1,3,0,11.67615,81.50262,11.09432054,,1644.6100000
"Kepler-833 b",1,1,0,14.07649,77.29320,18.75444000,1.890,467.3700000
"Kepler-554 b",1,1,0,13.05980,84.38215,1.90220865,4.450,690.5250000
"Kepler-56 c",1,3,0,10.31441,74.92557,21.40569598,,912.9940000
"Kepler-758 c",1,4,0,10.42657,74.02528,4.75796103,1.700,1502.3200000
