pl_name,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,glat,glon,pl_orbper,pl_rade,sy_dist,pl_eqt,pl_orbeccen
"Kepler-994 b","Transit",2016,"Kepler",1,1,15.69417,78.59578,1.15116651,1.600,188.1580000,9.57000000000e+02,0.000000
"NGTS-6 b","Transit",2019,"Paranal Observatory",1,1,-35.45066,232.39378,0.88205900,14.863,308.2620000,1.28390000000e+03,0.000000
"Kepler-966 b","Transit",2016,"Kepler",1,1,11.99998,83.52260,99.74762200,4.130,1027.8000000,3.91000000000e+02,0.000000
"NY Vir b","Eclipse Timing Variations",2011,"Multiple Observatories",2,2,58.68771,326.17234,3160.00000000,13.300,544.0240000,,0.150000
"NY Vir c","Eclipse Timing Variations",2019,"Winer Observatory",2,2,58.68771,326.17234,8799.00000000,12.800,544.0240000,,0.150000
"MOA-2011-BLG-322L b","Microlensing",2013,"MOA",1,1,-2.80581,3.62603,,12.400,7560.0000000,,
"MOA-2015-BLG-337L b","Microlensing",2018,"MOA",1,1,-3.82814,3.10692,,6.420,7100.0000000,,
"OGLE-2011-BLG-0265L b","Microlensing",2015,"OGLE",1,1,-1.52073,2.69543,,13.900,4380.0000000,,
"Kepler-462 c","Transit",2020,"Kepler",1,2,7.37348,78.82865,207.62000000,4.000,596.6250000,4.53000000000e+02,0.110000
"Kepler-760 c","Transit",2016,"Kepler",1,2,15.37324,75.09507,2.46697439,1.480,792.3360000,1.13900000000e+03,0.000000
"MOA-2012-BLG-006L b","Microlensing",2017,"Multiple Observatories",1,1,-3.13158,1.64069,,12.600,5300.0000000,,
"NGC 2682 Sand 364 b","Radial Velocity",2014,"Multiple Observatories",1,1,31.55047,215.64762,121.71000000,12.700,817.1920000,,0.350000
"NGTS-11 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-73.86688,163.08688,35.45533000,9.158,190.4220000,4.35000000000e+02,0.130000
"NGTS-13 b","Transit",2021,"Paranal Observatory",1,1,22.90064,288.79758,4.11902700,12.801,647.5950000,1.60500000000e+03,0.086000
"NGTS-14 A b","Transit",2021,"Paranal Observatory",2,1,-51.45057,4.48128,3.53571730,4.977,322.1480000,1.14300000000e+03,0.000000
"HD 20781 d","Radial Velocity",2019,"La Silla Observatory",2,5,-57.27190,224.67330,29.15800000,3.250,35.9715000,,0.110000
"GJ 832 c","Radial Velocity",2014,"Multiple Observatories",1,2,-46.34872,349.16814,35.68000000,2.180,4.9643500,,0.180000
"HD 60292 b","Radial Velocity",2020,"Bohyunsan Optical Astronomical Observatory",1,1,29.36828,149.84929,495.40000000,12.700,315.2110000,,0.270000
"OGLE-2013-BLG-0911L b","Microlensing",2019,"OGLE",1,1,-2.02265,0.83633,,12.500,3220.0000000,,
"OGLE-2013-BLG-0341L B b","Microlensing",2014,"OGLE",2,1,-1.68315,359.94991,,1.160,911.0000000,,
"Kepler-464 b","Transit",2016,"Kepler",1,1,12.87628,81.74110,7.25696522,3.300,667.6040000,1.16300000000e+03,0.000000
"Kepler-993 b","Transit",2016,"Kepler",1,1,12.19619,76.83877,22.08557563,2.970,324.4230000,3.52000000000e+02,0.000000
"OGLE-2005-BLG-390L b","Microlensing",2005,"OGLE",1,1,-2.36161,359.73255,3285.00000000,2.210,6600.0000000,5.00000000000e+01,
"V1298 Tau e","Transit",2019,"K2",1,4,-23.37696,172.89486,60.00000000,8.740,108.1990000,4.92000000000e+02,0.570000
"Kepler-1043 b","Transit",2016,"Kepler",1,1,20.43192,76.89006,38.50533980,2.550,903.3320000,5.32000000000e+02,0.000000
"OGLE-2013-BLG-0132L b","Microlensing",2017,"OGLE",1,1,-2.27454,1.94444,,11.600,3900.0000000,,
"V1298 Tau d","Transit",2019,"K2",1,4,-23.37696,172.89486,12.40320000,6.410,108.1990000,8.45000000000e+02,0.210000
"OGLE-TR-211 b","Transit",2007,"OGLE",1,1,-3.34519,288.39931,3.67724000,15.244,1515.2600000,1.68600000000e+03,0.000000
"OGLE-2017-BLG-1375L b","Microlensing",2020,"OGLE",1,1,-2.75739,0.03925,,12.400,3930.0000000,,
"OGLE-2017-BLG-1434L b","Microlensing",2018,"OGLE",1,1,-2.07195,359.71518,,1.960,860.0000000,,
"Qatar-10 b","Transit",2019,"Qatar",1,1,24.75349,100.33669,1.64532100,17.295,559.0680000,1.95500000000e+03,0.000000
"Kepler-1027 b","Transit",2016,"Kepler",2,1,14.84869,73.78894,1.90780520,0.890,405.1040000,1.26800000000e+03,0.000000
"TOI-813 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-38.01792,270.68093,83.89110000,6.710,263.1450000,6.10000000000e+02,0.000000
"ROXs 12 b","Imaging",2013,"W. M. Keck Observatory",2,1,16.21234,352.25846,,12.200,136.6500000,,0.830000
"Oph 11 b","Imaging",2006,"Gemini Observatory",1,1,17.80321,352.67855,7300000.00000000,12.300,136.1655920,2.17500000000e+03,
"TYC 1422-614-1 b","Radial Velocity",2014,"Multiple Observatories",1,2,53.92308,216.62648,198.40000000,13.300,672.4100000,,0.060000
"TOI-1333 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",2,1,-3.18125,93.40166,4.72021900,15.648,200.4920000,1.67900000000e+03,0.073000
"TOI-178 c","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,6,-84.10376,357.28914,3.23845000,1.669,62.6990000,8.73000000000e+02,
"PSR B1257+12 c","Pulsar Timing",1992,"Arecibo Observatory",1,3,75.41367,311.30973,66.54190000,1.910,600.0000000,,0.018600
"PSR B1257+12 d","Pulsar Timing",1992,"Arecibo Observatory",1,3,75.41367,311.30973,98.21140000,1.800,600.0000000,,0.026400
"TYC 0434-04538-1 b","Radial Velocity",2021,"Multiple Observatories",1,1,11.18810,29.48523,193.20000000,12.700,613.4220000,,0.080000
"TYC 1422-614-1 c","Radial Velocity",2014,"Multiple Observatories",1,2,53.92308,216.62648,559.30000000,12.500,672.4100000,,0.048000
"TYC 4282-00605-1 b","Radial Velocity",2017,"Roque de los Muchachos Observatory",1,1,2.34353,109.87526,101.54000000,12.400,464.1280000,,0.280000
"Qatar-2 b","Transit",2011,"Qatar",1,1,53.16778,327.95632,1.33711647,14.056,181.3740000,1.34400000000e+03,0.000000
"TOI-125 d","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,3,-49.90031,296.35814,19.98000000,2.930,111.0590000,6.38100000000e+02,0.168000
"TrES-5 b","Transit",2011,"TrES",1,1,12.74223,94.11916,1.48224686,13.384,360.3130000,1.48000000000e+03,0.030000
"TOI-824 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,1.77774,318.14918,1.39297800,2.926,63.9262000,1.25300000000e+03,
"SWEEPS-11 b","Transit",2006,"Hubble Space Telescope",1,1,-2.65616,1.26678,1.79600000,12.666,8500.0000000,,
"pi Men c","Transit",2018,"Transiting Exoplanet Survey Satellite (TESS)",1,2,-29.77608,292.50808,6.26790000,2.042,18.2702000,1.16980000000e+03,0.000000
"YZ Cet b","Radial Velocity",2017,"La Silla Observatory",1,3,-78.75503,149.72351,1.96876000,0.930,3.7120700,,0.000000
"HD 114783 c","Radial Velocity",2018,"W. M. Keck Observatory",1,2,60.16222,313.66815,4319.00000000,14.100,21.0628000,,0.000000
"TOI-849 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-75.86016,225.97455,0.76552414,3.444,225.7340000,1.93200000000e+03,0.000000
"TRAPPIST-1 b","Transit",2016,"La Silla Observatory",1,7,-56.64891,69.71519,1.51087081,1.086,12.4298888,4.00100000000e+02,0.081000
"Kepler-895 b","Transit",2016,"Kepler",1,1,17.11103,82.50044,2.80624233,1.540,540.1340000,7.71000000000e+02,0.000000
"HATS-46 b","Transit",2018,"HATSouth",1,1,-60.47939,309.86547,4.74237290,10.122,453.8080000,1.05400000000e+03,0.559000
"WASP-124 b","Transit",2016,"SuperWASP-South",1,1,-54.86633,17.25690,3.37265000,13.899,448.6370000,1.40000000000e+03,0.017000
"WASP-139 b","Transit",2016,"SuperWASP-South",2,1,-56.82539,247.79386,5.92426200,8.967,212.4720000,9.10000000000e+02,0.000000
"WASP-158 b","Transit",2018,"SuperWASP-South",1,1,-71.88689,94.35425,3.65633300,11.994,524.9930000,1.59000000000e+03,0.000000
"WASP-159 b","Transit",2018,"SuperWASP-South",1,1,-42.91487,242.17426,3.84040100,15.468,715.3830000,1.85000000000e+03,0.000000
"WASP-160 B b","Transit",2018,"SuperWASP-South",2,1,-24.70211,232.67282,3.76849520,12.218,288.3260000,1.11900000000e+03,0.000000
"WASP-165 b","Transit",2018,"SuperWASP-South",1,1,-72.66598,65.21072,3.46550900,14.123,602.2360000,1.62400000000e+03,0.000000
"75 Cet b","Radial Velocity",2012,"Okayama Astrophysical Observatory",2,1,-54.44177,169.94418,691.90000000,13.100,82.9613000,,0.117000
"Kepler-762 b","Transit",2016,"Kepler",1,1,14.29888,79.14986,3.77055210,12.680,1898.2600000,1.30200000000e+03,0.000000
"WASP-32 b","Transit",2010,"SuperWASP",1,1,-60.40423,104.68518,2.71866000,10.761,275.9940000,,0.000000
"WASP-167 b","Transit",2017,"Multiple Observatories",1,1,27.25014,305.84592,2.02195960,17.710,423.5520000,2.32900000000e+03,
"WASP-169 b","Transit",2019,"WASP-South",1,1,14.94722,236.34107,5.61141180,14.617,627.0660000,1.60400000000e+03,0.000000
"WASP-170 b","Transit",2018,"SuperWASP-South",1,1,16.65605,247.55920,2.34478022,12.285,305.6030000,1.42200000000e+03,
"Kepler-266 b","Transit",2014,"Kepler",1,2,10.89836,77.24742,6.61833000,2.480,1370.7900000,1.06600000000e+03,0.000000
"WASP-178 b","Transit",2019,"WASP-South",1,1,13.31509,328.19379,3.34482850,20.288,427.6780000,2.47000000000e+03,0.000000
"K2-243 b","Transit",2018,"K2",1,2,56.02180,281.66644,11.54182000,2.170,266.8640000,1.03500000000e+03,
"HATS-63 b","Transit",2018,"HATSouth",1,1,-42.08891,227.56660,3.05665270,13.529,623.2320000,1.39830000000e+03,0.136000
"Kepler-197 b","Transit",2014,"Kepler",2,4,13.35928,83.30414,5.59930800,1.020,330.5750000,1.14200000000e+03,0.020000
"EPIC 201615463 c","Transit",2019,"K2",1,2,64.09010,285.15815,3.80464000,1.220,476.8820000,,
"HD 128356 b","Radial Velocity",2016,"Multiple Observatories",1,1,31.27473,330.87143,298.20000000,13.900,26.1548000,,0.570000
"TOI-270 d","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,3,-42.01396,259.77379,11.38014000,2.130,22.4793000,3.40000000000e+02,0.000000
"GJ 667 C g","Radial Velocity",2013,"La Silla Observatory",3,5,1.41002,351.84167,256.20000000,1.990,7.2439600,,0.080000
"WASP-22 b","Transit",2010,"SuperWASP",1,1,-53.92335,216.79640,3.53269000,13.787,317.6520000,1.50200000000e+03,0.020000
"HD 215152 c","Radial Velocity",2018,"La Silla Observatory",1,4,-53.19847,61.33593,7.28243000,1.170,21.5974000,,0.000000
"K2-185 b","Transit",2018,"K2",1,1,30.78517,211.41719,10.61664600,1.313,268.3570000,,
"GJ 3082 b","Radial Velocity",2020,"Multiple Facilities",1,1,-62.85069,295.46265,11.94900000,2.790,16.6186000,,0.220000
"WASP-80 b","Transit",2012,"SuperWASP",1,1,-19.00928,40.51938,3.06785234,11.198,49.7876000,8.25000000000e+02,0.002000
"K2-32 e","Transit",2019,"K2",2,4,15.80164,0.54581,4.34934000,1.212,157.6820000,1.06600000000e+03,0.043000
"HD 331093 b","Radial Velocity",2021,"Haute-Provence Observatory",1,1,4.16881,66.66394,621.62000000,13.600,50.1928000,,0.590000
"TOI-1231 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,4.38237,281.82560,24.24558600,3.650,27.6227000,3.29600000000e+02,0.087000
"TOI-1444 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,2,18.61787,104.38782,0.47026940,1.397,125.4630000,2.14776934800e+03,0.000000
"TOI-220 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-28.86577,271.18492,10.69526400,3.030,90.7402000,8.05000000000e+02,0.032000
"YSES 2 b","Imaging",2021,"Paranal Observatory",1,1,-4.90523,294.70983,,12.700,109.4060000,,
"BD+45 564 b","Radial Velocity",2021,"Haute-Provence Observatory",1,1,-14.70463,137.23205,307.88000000,13.600,53.6220000,,0.120000
"BD+63 1405 b","Radial Velocity",2021,"Haute-Provence Observatory",1,1,29.15130,93.08126,1198.48000000,13.000,38.0473000,,0.880000
"HD 124330 b","Radial Velocity",2021,"Haute-Provence Observatory",1,1,59.05418,100.20285,270.66000000,14.000,60.1977000,,0.340000
"BD-00 4475 b","Radial Velocity",2021,"Haute-Provence Observatory",1,1,-53.35536,77.53408,723.20000000,12.000,42.6402000,,0.390000
"TOI-1444 c","Radial Velocity",2021,"W. M. Keck Observatory",1,2,18.61787,104.38782,16.06600000,3.460,125.4630000,,0.000000
"BD+55 362 b","Radial Velocity",2021,"Haute-Provence Observatory",1,1,-5.64657,129.03163,265.59000000,14.000,52.5697000,,0.270000
"HD 155193 b","Radial Velocity",2021,"Haute-Provence Observatory",1,1,27.12388,30.50173,352.65000000,14.000,57.7995000,,0.210000
"47 UMa d","Radial Velocity",2009,"Lick Observatory",1,3,63.36770,175.78305,14002.00000000,13.500,13.7967000,,0.160000
"K2-5 c","Transit",2015,"K2",1,2,53.17264,261.14380,10.93241000,2.260,202.9430000,4.56000000000e+02,
"GJ 3323 c","Radial Velocity",2017,"La Silla Observatory",1,2,-27.47443,206.43154,40.54000000,1.320,5.3748400,,0.170000
"14 Her b","Radial Velocity",2002,"W. M. Keck Observatory",1,1,46.94447,69.16849,1773.40002000,12.900,17.9323000,,0.370000
"WASP-58 b","Transit",2012,"SuperWASP",2,1,24.35774,72.93325,5.01718000,16.029,290.4040000,1.27000000000e+03,0.000000
"WASP-98 b","Transit",2014,"SuperWASP",2,1,-50.50277,234.93391,2.96264036,12.823,281.7420000,1.17100000000e+03,0.070000
"WASP-99 b","Transit",2014,"SuperWASP",1,1,-59.18287,268.16257,5.75251000,11.433,158.6600000,1.48000000000e+03,0.000000
"WASP-64 b","Transit",2012,"SuperWASP",2,1,-15.67381,242.23398,1.57329180,14.247,369.9260000,1.68900000000e+03,0.000000
"WASP-65 b","Transit",2013,"SuperWASP",1,1,30.91920,219.40614,2.31142430,12.464,273.7030000,1.48000000000e+03,0.000000
"WASP-68 b","Transit",2014,"SuperWASP",2,1,-27.94726,24.36937,5.08430000,14.796,226.3990000,1.49000000000e+03,0.000000
"XO-3 b","Transit",2007,"XO",1,1,5.62845,148.09714,3.19154000,15.805,213.0530000,1.72900000000e+03,0.290000
"XO-6 b","Transit",2016,"XO",1,1,23.77558,140.47052,3.76500070,23.203,235.4790000,1.57700000000e+03,0.000000
"HATS-6 b","Transit",2015,"HATSouth",1,1,-21.24572,224.11351,3.32527250,11.187,169.3180000,7.12800000000e+02,0.000000
"WASP-75 b","Transit",2013,"SuperWASP",2,1,-56.95485,56.87831,2.48419300,14.235,294.0010000,1.71000000000e+03,0.000000
"WASP-76 b","Transit",2016,"SuperWASP",2,1,-57.34698,149.08514,1.80988600,20.512,194.4590000,2.16000000000e+03,0.000000
"HD 104985 b","Radial Velocity",2003,"Okayama Astrophysical Observatory",1,1,39.91754,126.32086,199.50500000,12.600,100.5760000,,0.090000
"alf Tau b","Radial Velocity",2015,"Multiple Observatories",2,1,-20.24835,180.97200,628.96000000,12.700,20.4332000,,0.100000
"nu Oph b","Radial Velocity",2012,"Okayama Astrophysical Observatory",1,2,6.97417,18.16751,530.21000000,12.000,46.2107000,,0.124000
"WASP-90 b","Transit",2016,"SuperWASP",1,1,-24.88470,55.87483,3.91624300,18.271,466.4330000,1.84000000000e+03,0.000000
"HD 87646 b","Radial Velocity",2016,"Apache Point Observatory",3,1,51.02802,217.77244,13.48100000,12.400,73.5835200,,0.050000
"GJ 625 b","Radial Velocity",2017,"Multiple Observatories",1,1,42.78368,83.20997,14.62800000,1.490,6.4724900,,0.130000
"Wolf 1061 c","Radial Velocity",2015,"La Silla Observatory",1,3,23.67715,3.34702,17.87190000,1.660,4.3059200,,0.110000
"HD 87883 b","Radial Velocity",2009,"Lick Observatory",1,1,54.54018,191.18698,2754.00000000,13.500,18.2912000,,0.530000
"XO-7 b","Transit",2019,"XO",1,1,27.47379,117.58141,2.86414240,15.390,234.1490000,1.74300000000e+03,0.038000
"HIP 67851 b","Radial Velocity",2015,"Multiple Observatories",1,2,25.84003,317.04896,88.90000000,13.600,64.1181000,,0.050000
"HD 31527 d","Radial Velocity",2019,"La Silla Observatory",1,3,-35.15345,223.38845,271.67370000,3.460,38.4473000,,0.240000
"K2-225 b","Transit",2018,"K2",1,1,52.73956,292.60786,15.87209000,3.490,357.7780000,9.02000000000e+02,
"HD 41004 B b","Radial Velocity",2003,"La Silla Observatory",2,2,-28.19634,255.48817,1.32830000,12.100,41.5504000,,0.081000
"FU Tau b","Imaging",2008,"Spitzer Space Telescope",1,1,-16.96130,172.11406,,12.200,133.4950466,2.37500000000e+03,
"Kepler-775 b","Transit",2016,"Kepler",1,1,11.78814,73.97975,0.97486893,1.190,398.6760000,1.61200000000e+03,0.000000
"BD+03 2562 b","Radial Velocity",2017,"Multiple Observatories",1,1,61.57342,269.32522,481.90000000,12.700,1070.6300000,,0.200000
"GJ 682 b","Radial Velocity",2014,"Multiple Observatories",1,2,-6.63429,345.98060,17.47800000,1.930,5.0067100,,0.080000
"55 Cnc d","Radial Velocity",2002,"Lick Observatory",2,5,37.69663,196.79526,5574.20000000,13.000,12.5855000,,0.130000
"xi Aql b","Radial Velocity",2007,"Okayama Astrophysical Observatory",1,1,-9.85535,47.81277,136.75000000,13.200,56.1858000,,0.000000
"2MASS J12073346-3932539 b","Imaging",2004,"Paranal Observatory",1,1,22.54309,293.79011,,12.900,64.3080000,1.25000000000e+03,
"HD 147873 c","Radial Velocity",2016,"Multiple Observatories",2,2,10.84575,345.98514,491.54000000,13.300,109.0550000,,0.230000
"BD+20 2457 b","Radial Velocity",2009,"McDonald Observatory",1,2,53.95226,216.04472,379.63000000,11.600,1539.7100000,,0.150000
"HAT-P-57 b","Transit",2015,"HATNet",3,1,11.96776,38.82228,2.46530000,19.504,279.8600000,2.20000000000e+03,0.000000
"HD 74156 c","Radial Velocity",2003,"Haute-Provence Observatory",1,2,26.70482,221.98588,2473.00000000,12.600,57.6030000,,0.432000
"HD 158259 b","Radial Velocity",2020,"Haute-Provence Observatory",1,5,34.09023,80.13841,2.17800000,1.214,27.0498000,1.57675169600e+03,
"HD 215152 e","Radial Velocity",2018,"La Silla Observatory",1,4,-53.19847,61.33593,25.19670000,1.510,21.5974000,,0.000000
"HAT-P-53 b","Transit",2015,"HATNet",1,1,-23.36944,130.55561,1.96162410,14.773,666.8020000,1.77800000000e+03,0.134000
"HD 81817 b","Radial Velocity",2020,"Bohyunsan Optical Astronomical Observatory",1,1,32.65294,130.65188,1047.10000000,11.900,269.1260000,,0.170000
"HAT-P-27 b","Transit",2011,"HATNet",2,1,54.54400,1.68335,3.03957700,11.430,199.1730000,,0.000000
"HD 86226 b","Radial Velocity",2009,"Las Campanas Observatory",1,2,23.62895,259.39432,1628.00000000,14.300,45.6830000,1.76000000000e+02,0.059000
"HD 8535 b","Radial Velocity",2010,"La Silla Observatory",2,1,-74.38858,279.92015,1313.00000000,14.000,55.4401000,,0.150000
"HAT-P-68 b","Transit",2020,"HATNet",1,1,23.83401,197.14414,2.29840551,12.016,202.1520000,1.02780000000e+03,0.041000
"GJ 876 b","Radial Velocity",1998,"Multiple Observatories",1,4,-59.63511,52.00313,61.11660000,13.300,4.6751700,,0.032400
"HAT-P-38 b","Transit",2012,"HATNet",1,1,-26.87267,144.22935,4.64038200,9.247,255.2060000,1.08200000000e+03,0.067000
"WASP-117 b","Transit",2014,"SuperWASP",1,1,-60.52943,271.16031,10.02165000,11.882,157.9630000,1.00100000000e+03,0.300000
"HAT-P-29 b","Transit",2011,"HATNet",2,1,-9.10798,135.47060,5.72319000,13.115,313.5760000,1.27100000000e+03,0.090000
"HD 86081 b","Radial Velocity",2006,"W. M. Keck Observatory",2,1,37.60951,242.20046,2.13784310,13.600,103.9360000,,0.011900
"HD 86264 b","Radial Velocity",2009,"Lick Observatory",1,1,29.65549,253.16000,1475.00000000,12.700,67.8107000,,0.700000
"HD 44219 b","Radial Velocity",2010,"La Silla Observatory",1,1,-11.74314,219.07812,472.30000000,14.100,52.9051000,,0.610000
"Kepler-1169 b","Transit",2016,"Kepler",1,1,11.69927,79.49374,6.11009134,0.940,522.8230000,1.12500000000e+03,0.000000
"HAT-P-4 b","Transit",2007,"HATNet",2,1,57.33630,58.47975,3.05653600,14.280,320.4510000,1.68600000000e+03,0.000000
"HD 86226 c","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,2,23.62895,259.39432,3.98442000,2.160,45.6830000,1.31100000000e+03,0.075000
"Kepler-1150 b","Transit",2016,"Kepler",2,1,12.03359,82.82162,2.78786839,1.020,358.5180000,1.43200000000e+03,0.000000
"GJ 849 b","Radial Velocity",2006,"W. M. Keck Observatory",1,1,-45.40318,55.89444,1882.00000000,13.800,8.8005800,,0.040000
"HD 66141 b","Radial Velocity",2012,"Bohyunsan Optical Astronomical Observatory",1,1,16.80047,219.06694,480.50000000,12.800,68.1509000,,0.070000
"HD 95127 b","Radial Velocity",2015,"McDonald Observatory",1,1,61.99580,169.03752,482.00000000,12.400,676.5790000,,0.110000
"HD 95338 b","Radial Velocity",2020,"Las Campanas Observatory",1,1,2.95274,287.94231,55.08700000,3.890,36.9941000,3.85000000000e+02,0.197000
"HD 97658 b","Radial Velocity",2010,"W. M. Keck Observatory",1,1,68.29493,211.16108,9.49090000,2.354,21.5618000,7.57000000000e+02,0.060000
"KELT-12 b","Transit",2017,"KELT-North",1,1,27.34278,62.18909,5.03162300,19.952,368.0300000,1.80000000000e+03,0.000000
"HD 69830 c","Radial Velocity",2006,"La Silla Observatory",1,3,12.82251,234.56776,31.56000000,3.460,12.5591000,,0.130000
"HD 69830 d","Radial Velocity",2006,"La Silla Observatory",1,3,12.82251,234.56776,197.00000000,4.450,12.5591000,,0.070000
"Kepler-117 b","Transit",2014,"Kepler",1,2,16.11474,79.12533,18.79592280,8.059,1455.5700000,9.84000000000e+02,0.049300
"Kepler-1061 b","Transit",2016,"Kepler",1,1,12.66062,83.34317,2.75798267,1.980,543.3750000,1.33200000000e+03,0.000000
"Kepler-1073 c","Transit",2016,"Kepler",1,2,8.35401,71.80378,4.02582254,1.640,809.8970000,1.16900000000e+03,0.000000
"Kepler-1062 b","Transit",2016,"Kepler",1,1,16.75809,71.17442,9.30412078,1.760,397.4550000,5.83000000000e+02,0.000000
"Kepler-1087 b","Transit",2016,"Kepler",1,1,11.43480,79.07509,0.69384285,0.610,362.6230000,2.16100000000e+03,0.000000
"Kepler-110 b","Transit",2014,"Kepler",1,2,13.83649,80.82269,12.69111200,1.830,586.5310000,1.00800000000e+03,0.000000
"HIP 14810 c","Radial Velocity",2006,"W. M. Keck Observatory",1,3,-31.09476,161.55108,147.74700000,13.600,50.4800000,,0.156600
"Kepler-1129 b","Transit",2016,"Kepler",1,2,11.49987,73.67590,24.33978040,2.960,1183.8800000,7.37000000000e+02,0.000000
"Kepler-117 c","Transit",2014,"Kepler",1,2,16.11474,79.12533,50.79039100,12.341,1455.5700000,7.04000000000e+02,0.032300
"Kepler-1396 b","Transit",2016,"Kepler",1,1,11.33663,77.87852,18.22064210,2.070,1066.4600000,7.86000000000e+02,0.000000
"Kepler-1200 b","Transit",2016,"Kepler",1,1,9.53918,77.94098,1.11854972,1.060,588.7150000,1.17400000000e+03,0.000000
"Kepler-1343 b","Transit",2016,"Kepler",1,1,13.96267,83.18755,3.35183158,1.930,1756.7100000,1.29400000000e+03,0.000000
"Kepler-1085 c","Transit",2020,"Kepler",1,2,16.20868,76.94160,56.77710000,3.268,1364.5300000,4.91000000000e+02,0.000000
