pl_name,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,glat,glon,pl_orbper,pl_rade,sy_dist,pl_eqt,pl_orbeccen
"Kepler-502 b","Transit",2016,"Kepler",1,1,12.95562,75.85536,4.28686431,4.770,1591.0400000,1.21700000000e+03,0.000000
"Kepler-507 b","Transit",2016,"Kepler",1,1,12.27720,83.70425,3.56809693,1.300,391.6440000,1.40700000000e+03,0.000000
"Kepler-339 c","Transit",2014,"Kepler",1,3,13.51572,80.80071,6.98805500,1.150,616.6370000,9.14000000000e+02,0.000000
"Kepler-341 c","Transit",2014,"Kepler",1,4,13.59083,75.11189,8.01041000,1.700,1047.0300000,9.40000000000e+02,0.000000
"Kepler-51 c","Transit",2012,"Kepler",1,3,12.36242,83.11258,85.31200000,9.000,783.8310000,4.39000000000e+02,0.014000
"Kepler-51 d","Transit",2014,"Kepler",1,3,12.36242,83.11258,130.19400000,9.700,783.8310000,3.81000000000e+02,0.008000
"Kepler-515 b","Transit",2016,"Kepler",2,1,16.67180,83.42371,19.96371318,1.460,255.0000000,5.64000000000e+02,0.000000
"Kepler-977 b","Transit",2016,"Kepler",1,1,11.97106,74.50788,26.85328322,2.620,568.7510000,5.44000000000e+02,0.000000
"Kepler-541 b","Transit",2016,"Kepler",1,1,8.46212,72.00340,5.08005848,3.360,1060.6800000,1.67300000000e+03,0.000000
"Kepler-359 b","Transit",2014,"Kepler",1,3,10.76968,75.05892,25.56322200,3.530,1443.2100000,6.71000000000e+02,0.000000
"Kepler-36 b","Transit",2012,"Kepler",1,2,15.10199,80.93278,13.86825000,1.498,527.9560000,9.78000000000e+02,0.000000
"Kepler-517 b","Transit",2016,"Kepler",2,1,10.10439,74.37632,60.92832271,2.670,289.9070000,4.67000000000e+02,0.000000
"Kepler-528 b","Transit",2016,"Kepler",1,1,11.81075,80.88058,19.78297415,2.080,784.2300000,7.08000000000e+02,0.000000
"Kepler-980 b","Transit",2016,"Kepler",1,1,11.22776,78.09855,11.55102504,2.670,961.4680000,8.45000000000e+02,0.000000
"Kepler-560 b","Transit",2016,"Kepler",2,1,7.75597,80.01329,18.47764449,1.720,109.3080000,2.98000000000e+02,0.170000
"Kepler-52 b","Transit",2012,"Kepler",1,3,18.08721,80.47826,7.87735650,2.100,321.5420000,5.53000000000e+02,0.000000
"Kepler-586 b","Transit",2016,"Kepler",1,1,12.42579,78.04243,2.10472218,2.790,693.7660000,1.36500000000e+03,0.000000
"Kepler-592 b","Transit",2016,"Kepler",1,1,18.20563,78.97611,2.82019241,2.390,1153.1300000,1.36700000000e+03,0.000000
"Kepler-529 b","Transit",2016,"Kepler",1,2,17.85951,78.21119,1.98035766,1.860,799.0080000,1.66200000000e+03,0.000000
"Kepler-691 b","Transit",2016,"Kepler",1,1,12.86404,71.56598,8.11437900,2.090,279.1150000,4.60000000000e+02,0.000000
"Kepler-382 c","Transit",2014,"Kepler",1,2,8.83576,80.36831,12.16270100,1.590,935.4460000,8.82000000000e+02,0.000000
"Kepler-386 c","Transit",2014,"Kepler",1,2,15.72041,80.03966,25.19345800,1.580,882.4620000,5.13000000000e+02,0.000000
"Kepler-538 b","Transit",2016,"Kepler",2,1,11.64093,83.14184,81.73778000,2.215,155.9560000,3.80000000000e+02,0.041000
"Kepler-603 c","Transit",2016,"Kepler",1,3,10.16352,75.48527,127.90757740,6.500,1539.6300000,4.01000000000e+02,0.000000
"Kepler-619 c","Transit",2016,"Kepler",1,2,15.00864,80.05008,1.20846503,1.690,900.6780000,1.76700000000e+03,0.000000
"Kepler-62 b","Transit",2013,"Kepler",1,5,18.69539,75.03750,5.71493200,1.310,300.8740000,7.50000000000e+02,0.000000
"Kepler-62 c","Transit",2013,"Kepler",1,5,18.69539,75.03750,12.44170000,0.540,300.8740000,5.78000000000e+02,0.000000
"Kepler-629 b","Transit",2016,"Kepler",1,1,12.40577,71.68488,7.23858540,1.380,372.0500000,8.16000000000e+02,0.000000
"Kepler-566 b","Transit",2016,"Kepler",1,1,14.33090,79.68563,18.42794624,2.150,564.2770000,5.26000000000e+02,0.000000
"Kepler-396 c","Transit",2013,"Kepler",1,2,12.11636,82.13508,88.50500000,5.300,223.7570000,3.90000000000e+02,0.000000
"Kepler-546 b","Transit",2016,"Kepler",1,1,17.12319,70.76413,4.14702026,7.000,1019.6500000,1.25800000000e+03,0.000000
"Kepler-547 b","Transit",2016,"Kepler",1,1,16.41182,74.83195,6.01038429,4.000,378.9720000,7.68000000000e+02,0.000000
"Kepler-55 f","Transit",2014,"Kepler",1,5,16.92531,74.25808,10.19854500,1.590,578.7960000,5.59000000000e+02,0.000000
"Kepler-411 e","Transit Timing Variations",2018,"Kepler",2,4,17.40063,80.24936,31.50972800,3.280,153.6760000,5.03000000000e+02,0.016000
"Kepler-412 b","Transit",2014,"Kepler",1,1,16.16610,74.18899,1.72086040,15.031,1086.2400000,1.85000000000e+03,0.003800
"Kepler-415 b","Transit Timing Variations",2014,"Kepler",1,2,8.78533,72.03695,4.17600000,1.210,530.4870000,6.94000000000e+02,0.000000
"Kepler-594 b","Transit",2016,"Kepler",1,1,16.70050,80.81553,13.64618192,2.180,769.2000000,6.78000000000e+02,0.000000
"Kepler-598 b","Transit",2016,"Kepler",1,2,10.30916,73.85727,3.70175428,1.500,681.0860000,1.05000000000e+03,0.000000
"Kepler-60 b","Transit",2012,"Kepler",1,3,13.68998,73.69945,7.13340000,1.710,1025.1000000,1.10200000000e+03,0.000000
"Kepler-433 b","Transit",2015,"Kepler",1,1,7.36124,75.52223,5.33408384,16.250,1878.3100000,1.77600000000e+03,0.119000
"Kepler-437 b","Transit",2015,"Kepler",1,1,9.02219,78.11288,66.65062000,2.140,304.0000000,3.08000000000e+02,0.020000
"Kepler-440 b","Transit",2015,"Kepler",1,1,15.83530,71.82344,101.11141000,1.860,301.0300000,2.29000000000e+02,0.340000
"Kepler-442 b","Transit",2015,"Kepler",1,1,14.98425,69.75019,112.30530000,1.340,365.9650000,2.41000000000e+02,0.040000
"Kepler-63 b","Transit",2013,"Kepler",1,1,16.43629,80.68879,9.43415050,6.110,194.0330000,7.91000000000e+02,0.450000
"Kepler-632 b","Transit",2016,"Kepler",1,1,7.24455,74.78993,30.99660733,2.210,349.0000000,5.00000000000e+02,0.000000
"Kepler-610 c","Transit",2016,"Kepler",1,2,12.13853,77.63349,151.86392000,3.300,845.8240000,3.18000000000e+02,0.000000
"Kepler-613 b","Transit",2016,"Kepler",1,1,19.27721,75.82258,15.77979614,2.290,861.4940000,7.13000000000e+02,0.000000
"Kepler-614 b","Transit",2016,"Kepler",1,1,9.49001,80.46178,14.03491514,2.390,527.9950000,6.41000000000e+02,0.000000
"Kepler-544 b","Transit",2016,"Kepler",1,1,8.82378,72.48889,21.41616926,2.120,963.1800000,7.48000000000e+02,0.000000
"Kepler-570 b","Transit",2016,"Kepler",1,1,15.40995,80.29149,4.30166200,2.450,568.1480000,1.00900000000e+03,0.000000
"Kepler-561 c","Transit",2016,"Kepler",1,2,11.79362,77.85752,5.35016198,2.680,621.3780000,9.89000000000e+02,0.000000
"Kepler-568 b","Transit",2016,"Kepler",1,1,10.69666,82.24963,11.02347475,2.260,130.6450000,4.29000000000e+02,0.000000
"Kepler-645 b","Transit",2016,"Kepler",1,1,13.52399,75.78138,3.27582262,2.100,1173.5700000,1.73000000000e+03,0.000000
"Kepler-444 f","Transit",2015,"Kepler",3,5,12.89062,73.36096,9.74048600,0.741,36.4396000,6.73000000000e+02,0.290000
"Kepler-454 b","Transit",2015,"Kepler",2,2,13.05368,69.44110,10.57000000,2.354,230.8690000,8.44000000000e+02,0.000000
"Kepler-597 b","Transit",2016,"Kepler",1,1,9.30100,72.46469,13.02365861,2.370,663.4180000,7.43000000000e+02,0.000000
"Kepler-601 b","Transit",2016,"Kepler",1,1,18.42086,71.57819,5.37886844,1.900,414.8250000,8.33000000000e+02,0.000000
"Kepler-659 b","Transit",2016,"Kepler",1,1,16.64683,78.29647,17.67179600,2.500,722.6400000,5.13000000000e+02,0.000000
"Kepler-666 b","Transit",2016,"Kepler",1,1,10.68424,82.71120,4.49876092,2.400,1508.7100000,1.13300000000e+03,0.000000
"Kepler-667 b","Transit",2016,"Kepler",1,1,12.47127,81.99268,41.43962808,4.730,2302.4500000,5.16000000000e+02,0.000000
"Kepler-60 c","Transit",2012,"Kepler",1,3,13.68998,73.69945,8.91870000,1.900,1025.1000000,1.02300000000e+03,0.000000
"Kepler-600 b","Transit",2016,"Kepler",1,1,17.08228,71.89137,23.67517607,2.900,619.7230000,5.28000000000e+02,0.000000
"Kepler-609 b","Transit",2016,"Kepler",1,1,12.58236,76.99356,6.52121067,3.350,1065.8200000,9.32000000000e+02,0.000000
"Kepler-467 b","Transit",2016,"Kepler",1,1,13.30960,69.79641,24.99324193,2.250,466.2650000,7.12000000000e+02,0.000000
"Kepler-471 b","Transit",2016,"Kepler",1,1,7.66243,78.28462,5.01423457,14.960,1249.4100000,1.30800000000e+03,0.000000
"Kepler-578 b","Transit",2016,"Kepler",1,1,12.70663,71.11017,1.61688370,2.000,541.4320000,1.77400000000e+03,0.000000
"Kepler-579 b","Transit",2016,"Kepler",1,1,8.58677,73.65092,9.66857723,2.000,530.7650000,7.30000000000e+02,0.000000
"Kepler-580 b","Transit",2016,"Kepler",1,1,16.79215,70.40875,8.22241966,2.570,323.8990000,5.58000000000e+02,0.000000
"Kepler-630 b","Transit",2016,"Kepler",1,1,9.64892,73.06923,161.47439370,3.180,839.7840000,3.43000000000e+02,0.000000
"Kepler-638 b","Transit",2016,"Kepler",1,1,16.19611,71.85484,6.07972888,1.830,991.2140000,1.11100000000e+03,0.000000
"Kepler-662 b","Transit",2016,"Kepler",1,1,15.04380,79.48167,21.67697486,2.180,815.6370000,5.30000000000e+02,0.000000
"Kepler-665 b","Transit",2016,"Kepler",1,1,11.36229,81.96749,16.01310205,2.600,612.8380000,5.93000000000e+02,0.000000
"Kepler-62 d","Transit",2013,"Kepler",1,5,18.69539,75.03750,18.16406000,1.950,300.8740000,5.10000000000e+02,0.000000
"Kepler-619 b","Transit",2016,"Kepler",1,2,15.00864,80.05008,5.40427220,3.160,900.6780000,1.07300000000e+03,0.000000
"Kepler-644 b","Transit",2016,"Kepler",1,1,9.95162,76.98011,3.17391710,3.150,1318.0500000,1.65500000000e+03,0.000000
"Kepler-677 b","Transit",2016,"Kepler",1,1,16.22110,81.65877,6.57531678,5.380,1954.0800000,1.01500000000e+03,0.000000
"Kepler-588 b","Transit",2016,"Kepler",1,1,18.81941,77.61857,4.22162536,2.630,1209.4000000,1.17600000000e+03,0.000000
"Kepler-687 b","Transit",2016,"Kepler",1,1,12.14032,70.91720,20.50586978,3.520,633.6600000,5.18000000000e+02,0.000000
"Kepler-688 b","Transit",2016,"Kepler",1,1,8.51634,72.94900,3.89593684,9.760,1357.7500000,1.00500000000e+03,0.000000
"Kepler-504 b","Transit",2016,"Kepler",2,1,17.79385,76.09155,9.54927542,1.590,99.0688000,3.74000000000e+02,0.000000
"Kepler-312 b","Transit",2014,"Kepler",1,2,7.58260,77.11923,1.77241900,1.290,797.7200000,1.68500000000e+03,0.000000
"Kepler-314 c","Transit",2014,"Kepler",1,2,9.80545,75.42939,5.96039200,2.900,268.8810000,8.90000000000e+02,0.000000
"Kepler-315 b","Transit",2014,"Kepler",1,2,8.27018,77.77232,96.10114100,3.770,1160.6300000,4.09000000000e+02,0.000000
"Kepler-316 b","Transit",2014,"Kepler",1,2,13.25897,76.07606,2.24050800,1.060,384.9380000,8.37000000000e+02,0.000000
"Kepler-320 c","Transit",2014,"Kepler",1,2,12.60394,78.66510,17.93493700,1.370,826.6130000,1.00200000000e+03,0.000000
"LSPM J2116+0234 b","Radial Velocity",2019,"Calar Alto Observatory",1,1,-30.34854,53.94630,14.43990000,3.710,17.6297000,,0.183000
"Kepler-399 b","Transit",2014,"Kepler",1,3,5.96067,75.99132,14.42528100,0.960,740.5370000,7.73000000000e+02,0.000000
"Kepler-402 b","Transit",2014,"Kepler",1,4,14.53038,74.54275,4.02875100,1.220,625.3390000,1.31100000000e+03,0.000000
"Kepler-402 d","Transit",2014,"Kepler",1,4,14.53038,74.54275,8.92109900,1.380,625.3390000,1.00600000000e+03,0.000000
"Kepler-402 e","Transit",2014,"Kepler",1,4,14.53038,74.54275,11.24286100,1.460,625.3390000,9.31000000000e+02,0.000000
"Kepler-406 b","Transit",2014,"Kepler",1,2,12.93656,77.12390,2.42629000,1.430,364.0300000,1.30200000000e+03,0.000000
"Kepler-407 c","Radial Velocity",2014,"W. M. Keck Observatory",1,2,18.38300,79.95374,3000.00000000,12.300,338.3680000,,
"Kepler-473 b","Transit",2016,"Kepler",1,1,13.95171,69.83524,14.55731705,4.080,905.9370000,8.79000000000e+02,0.000000
"Kepler-48 c","Transit",2012,"Kepler",1,4,6.33882,76.08999,9.67395000,2.710,306.7380000,7.36000000000e+02,0.000000
"Kepler-49 d","Transit",2014,"Kepler",1,4,10.71393,73.25730,2.57654900,1.600,311.2220000,7.17000000000e+02,0.000000
"Kepler-539 c","Transit Timing Variations",2016,"Kepler",1,2,6.81805,76.87810,1000.00000000,13.300,307.3180000,2.53000000000e+02,0.500000
"Kepler-5 b","Transit",2009,"Kepler",1,1,7.74266,78.86640,3.54846570,15.984,899.7770000,1.75000000000e+03,0.000000
"Kepler-425 b","Transit",2014,"Kepler",1,1,12.02393,72.57481,3.79701816,10.962,646.6470000,1.07000000000e+03,0.330000
"Kepler-428 b","Transit",2014,"Kepler",1,1,11.87482,72.65879,3.52563254,12.110,686.2840000,1.07000000000e+03,0.220000
"Kepler-529 c","Transit",2016,"Kepler",1,2,17.85951,78.21119,12.83450220,2.000,799.0080000,8.91000000000e+02,0.000000
"Kepler-53 c","Transit",2012,"Kepler",1,3,11.95055,72.60483,38.55830380,3.170,1366.0700000,5.50000000000e+02,0.000000
"Kepler-500 b","Transit",2016,"Kepler",1,1,9.81856,77.46634,8.50832440,2.580,807.4800000,9.09000000000e+02,0.000000
"Kepler-509 b","Transit",2016,"Kepler",1,1,15.84318,79.99859,41.74600392,2.490,332.4430000,5.84000000000e+02,0.000000
"Kepler-514 b","Transit",2016,"Kepler",2,1,18.47594,80.62372,5.65179605,1.720,455.3360000,1.24800000000e+03,0.000000
"Kepler-519 b","Transit",2016,"Kepler",2,1,6.44509,76.53669,24.30789460,2.100,246.6100000,5.32000000000e+02,0.000000
"Kepler-53 b","Transit",2012,"Kepler",1,3,11.95055,72.60483,18.64895250,2.890,1366.0700000,7.01000000000e+02,0.000000
"Kepler-53 d","Transit",2014,"Kepler",1,3,11.95055,72.60483,9.75196200,2.120,1366.0700000,8.70000000000e+02,0.000000
"MOA-2007-BLG-192L b","Microlensing",2008,"MOA",1,1,-3.38766,4.03089,,1.630,1000.0000000,,
"LTT 9779 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-74.10110,348.06502,0.79205200,4.720,80.4373000,1.97800000000e+03,0.000000
"MOA-2008-BLG-379L b","Microlensing",2013,"MOA",1,1,-3.11294,0.37632,,13.000,3300.0000000,,
"Kepler-982 b","Transit",2016,"Kepler",1,1,15.78425,77.63359,15.77382210,2.250,801.4790000,9.55000000000e+02,0.000000
"Kepler-984 b","Transit",2016,"Kepler",1,1,10.40755,80.07995,43.03422720,2.120,460.1880000,4.84000000000e+02,0.000000
"Kepler-990 b","Transit",2016,"Kepler",1,2,10.05477,80.84382,9.91723428,2.600,802.1630000,9.03000000000e+02,0.000000
"MOA-2010-BLG-073L b","Microlensing",2012,"MOA",1,1,-3.50129,4.81028,,12.400,2800.0000000,,
"MOA-2011-BLG-028L b","Microlensing",2016,"MOA",1,1,-3.49568,1.72580,,5.990,7380.0000000,,
"NGTS-12 b","Transit",2020,"Paranal Observatory",1,1,25.30286,288.04232,7.53280600,11.747,446.4420000,1.25700000000e+03,0.000000
"NGTS-3 A b","Transit",2018,"Paranal Observatory",2,1,-21.83176,243.01044,1.67537280,16.589,743.9720000,,
"NGTS-5 b","Transit",2019,"Paranal Observatory",1,1,55.60336,359.28428,3.35698660,12.733,306.7790000,9.52000000000e+02,0.000000
"OGLE-2003-BLG-235L b","Microlensing",2004,"OGLE",1,1,-3.69455,2.20260,,13.200,5800.0000000,,
"OGLE-2006-BLG-109L c","Microlensing",2008,"OGLE",1,2,-1.89004,359.79137,4927.50000000,11.100,1510.0000000,5.90000000000e+01,0.150000
"Lupus-TR-3 b","Transit",2007,"Multiple Observatories",1,1,10.95094,331.36717,3.91405000,9.976,773.4090000,,0.000000
"MOA-2011-BLG-262L b","Microlensing",2014,"MOA",1,1,-3.92442,359.63064,,4.290,7200.0000000,,
"MOA-2009-BLG-319L b","Microlensing",2010,"MOA",1,1,-3.01439,4.20225,,9.640,7050.0000000,,
"MOA-bin-29 b","Microlensing",2019,"MOA",1,1,-2.63572,0.63345,,14.100,7120.0000000,,
"Kepler-95 b","Transit",2014,"Kepler",1,1,17.51848,74.43259,11.52310000,3.420,445.6560000,9.27000000000e+02,0.000000
"Kepler-950 b","Transit",2016,"Kepler",1,1,13.90881,72.31699,98.71804060,8.980,2161.6000000,3.60000000000e+02,0.000000
"OGLE-2005-BLG-169L b","Microlensing",2006,"OGLE",1,1,-4.74007,0.67689,,3.840,4100.0000000,,
"OGLE-2012-BLG-0406L b","Microlensing",2013,"OGLE",1,1,-2.21994,359.54055,,13.200,4970.0000000,,
"OGLE-2012-BLG-0950L b","Microlensing",2016,"OGLE",1,1,-4.63415,1.76466,,6.560,2600.0000000,,
"OGLE-2016-BLG-0263L b","Microlensing",2017,"OGLE",1,1,-4.05729,359.04540,,13.000,6500.0000000,,
"OGLE-2016-BLG-1190L b","Microlensing",2017,"OGLE",1,1,-1.83687,2.62470,1224.00000000,12.300,6770.0000000,,
"NGC 2682 YBP 401 b","Radial Velocity",2016,"La Silla Observatory",1,1,31.84602,215.83597,4.08700000,14.300,830.8220000,,0.150000
"OGLE-2017-BLG-0373L b","Microlensing",2018,"OGLE",1,1,-3.70602,358.69060,,14.000,5915.0000000,,
"OGLE-2018-BLG-0677L b","Microlensing",2020,"OGLE",1,1,-3.31375,358.38853,,1.820,7580.0000000,,
"Pr0211 c","Radial Velocity",2016,"Roque de los Muchachos Observatory",2,2,32.74444,206.52768,4850.00000000,12.600,182.7140000,,0.710000
"Kepler-660 b","Transit",2016,"Kepler",1,1,16.39814,78.64558,9.27358194,2.570,568.4310000,6.49000000000e+02,0.000000
"SWEEPS-4 b","Transit",2006,"Hubble Space Telescope",1,1,-2.62612,1.26009,4.20000000,9.079,8500.0000000,,
"NGTS-4 b","Transit",2019,"Paranal Observatory",1,1,-24.13546,236.57905,1.33735080,3.180,280.5550000,1.65000000000e+03,0.000000
"OGLE-2005-BLG-071L b","Microlensing",2005,"OGLE",1,1,-3.78643,355.58019,,13.000,3200.0000000,5.50000000000e+01,
"OGLE-2011-BLG-0173L b","Microlensing",2018,"OGLE",1,1,-1.83872,1.90945,,9.010,6100.0000000,,
"OGLE-2011-BLG-0251L b","Microlensing",2012,"OGLE",1,1,2.33357,0.67004,,14.200,2570.0000000,,
"OGLE-2018-BLG-0596L b","Microlensing",2019,"OGLE",1,1,-2.12513,0.95931,,3.810,5650.0000000,,
"TCP J05074264+2447555 b","Microlensing",2018,"Multiple Observatories",1,1,-9.32589,178.75647,,2.990,380.0000000,,
"Kepler-969 b","Transit",2016,"Kepler",1,2,16.33314,78.90961,34.17317140,2.070,390.3540000,4.65000000000e+02,0.000000
"Kepler-974 b","Transit",2016,"Kepler",1,1,15.59932,70.54028,4.19449651,1.570,134.3110000,5.77000000000e+02,0.000000
"Kepler-99 b","Transit",2014,"Kepler",2,1,7.67792,75.71488,4.60358000,1.480,208.3690000,8.10000000000e+02,0.000000
"Proxima Cen b","Radial Velocity",2016,"European Southern Observatory",3,1,-1.91805,313.92595,11.18600000,1.080,1.3011900,2.34000000000e+02,0.350000
"TYC 8998-760-1 c","Imaging",2020,"Paranal Observatory",1,2,-2.30153,306.49947,,12.330,94.6177000,1.24000000000e+03,
"OGLE-2017-BLG-0604L b","Microlensing",2020,"OGLE",1,1,-2.14010,358.94105,,14.200,3950.0000000,,
"MOA-2011-BLG-293L b","Microlensing",2012,"MOA",1,1,-1.65488,1.52164,547.50000000,12.900,7720.0000000,,
"Qatar-4 b","Transit",2017,"Qatar",1,1,-18.46753,116.87585,1.80535640,12.722,329.0360000,1.38500000000e+03,0.000000
"Qatar-8 b","Transit",2019,"Qatar",1,1,42.19051,138.05768,3.71495000,14.404,281.4980000,1.45700000000e+03,0.000000
"TOI-1235 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,41.71685,140.91663,3.44471700,1.694,39.6345000,7.75000000000e+02,0.150000
"NGTS-9 b","Transit",2019,"Paranal Observatory",1,1,22.21520,250.61860,4.43527000,11.994,609.1280000,1.44800000000e+03,0.060000
"OGLE-2017-BLG-1522L b","Microlensing",2018,"OGLE",1,1,-2.71853,2.15075,,14.000,7490.0000000,,
"TOI-132 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-57.81809,353.41363,2.10970190,3.420,163.6780000,1.39500000000e+03,0.059000
"NN Ser d","Eclipse Timing Variations",2010,"Multiple Observatories",2,2,45.33887,23.65252,2883.50000000,13.300,515.8180000,,0.190000
"TOI-1478 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,13.83403,236.35232,10.18024900,11.882,152.8920000,9.18000000000e+02,0.024000
"TOI-1601 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-17.87153,142.89047,5.33175100,13.888,336.6080000,1.61900000000e+03,0.036000
"WASP-10 b","Transit",2008,"SuperWASP",1,1,-27.14412,100.11200,3.09276160,12.106,140.9980000,1.37000000000e+03,0.047300
"Ross 128 b","Radial Velocity",2017,"La Silla Observatory",1,1,59.55577,270.15662,9.86580000,1.110,3.3745400,3.01000000000e+02,0.116000
"TOI-1728 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,31.87904,151.45970,3.49151000,5.050,60.7980000,7.67000000000e+02,0.057000
"OGLE-2012-BLG-0563L b","Microlensing",2015,"OGLE",1,1,-3.25204,3.31221,,13.600,1300.0000000,,
"TOI-251 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-70.48442,356.73353,4.93777000,2.740,99.5230000,1.04104476300e+03,0.000000
"OGLE-2013-BLG-1761L b","Microlensing",2018,"OGLE",1,1,-1.48420,0.93679,,13.200,6900.0000000,,
"ROXs 42 B b","Imaging",2013,"Multiple Observatories",2,1,15.98970,353.70701,,12.500,143.5900000,1.97500000000e+03,0.580000
"OGLE-2016-BLG-1067L b","Microlensing",2019,"OGLE",1,1,-4.25075,4.66003,,14.300,3730.0000000,,
"TrES-2 b","Transit",2006,"TrES",2,1,17.80790,79.84865,2.47063000,15.244,215.3200000,1.46600000000e+03,0.000000
"TrES-3 b","Transit",2007,"TrES",1,1,27.28979,63.34033,1.30618581,14.975,231.3370000,1.63800000000e+03,0.000000
"TOI-216.02","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",1,2,-36.91434,273.40948,17.08900000,7.690,177.9450000,6.28000000000e+02,0.132000
"TOI-700 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,3,-26.88106,275.46822,9.97702000,1.037,31.1265000,4.17000000000e+02,0.081000
"TOI-561 d","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,5,42.72934,230.84909,25.62000000,2.530,85.7990000,,0.051000
"OGLE-2015-BLG-1771L b","Microlensing",2020,"OGLE",1,1,-1.76209,1.13728,,14.300,7070.0000000,,
"TOI-628 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-2.39199,209.71654,3.40956750,11.882,178.6800000,1.58600000000e+03,0.072000
"OGLE-2016-BLG-0613L AB b","Microlensing",2017,"OGLE",2,1,-1.73756,1.98694,,13.000,3410.0000000,,
"TOI-640 b","Transit",2021,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-18.12489,245.47664,5.00377750,19.851,341.9970000,1.74900000000e+03,0.050000
"OGLE-2017-BLG-0406L b","Microlensing",2020,"OGLE",1,1,-2.41644,0.36012,,14.200,5200.0000000,,
"TOI-905 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-11.44948,313.65698,3.73949400,13.126,158.6490000,1.19200000000e+03,0.024000
"TOI-954 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-46.18860,221.97775,3.68497290,9.550,238.7680000,1.52600000000e+03,0.140000
"OGLE-2018-BLG-1011L c","Microlensing",2019,"OGLE",1,2,-2.03540,1.04163,,13.200,7100.0000000,,
"TRAPPIST-1 g","Transit",2017,"Multiple Observatories",1,7,-56.64891,69.71519,12.35294000,1.127,12.4298888,1.98600000000e+02,0.061000
"TOI-763 c","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,2,23.09689,304.27626,12.27370000,2.630,95.1274000,8.00000000000e+02,0.040000
"TOI-776 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,2,23.94395,290.57600,8.24661000,1.850,27.1701000,5.14000000000e+02,0.060000
"TOI-776 c","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,2,23.94395,290.57600,15.66530000,2.020,27.1701000,4.15000000000e+02,0.040000
"WASP-130 b","Transit",2016,"SuperWASP-South",1,1,19.75783,310.94556,11.55098000,9.976,172.2560000,8.33000000000e+02,0.000000
"LTT 1445 A b","Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",3,1,-58.07573,200.48712,5.35882000,1.380,6.8692900,4.33000000000e+02,0.190000
"Kepler-661 b","Transit",2016,"Kepler",1,1,19.22395,77.66083,6.02930132,3.070,534.7880000,6.78000000000e+02,0.000000
"TOI-892 b","Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",1,1,-19.34353,215.92197,10.62656000,11.994,340.5430000,1.39700000000e+03,0.125000
"TRAPPIST-1 c","Transit",2016,"La Silla Observatory",1,7,-56.64891,69.71519,2.42182330,1.056,12.4298888,3.41900000000e+02,0.083000
"Pr0201 b","Radial Velocity",2012,"Fred Lawrence Whipple Observatory",1,1,32.97009,205.42172,4.42640000,14.200,180.6400000,,0.000000
"UZ For c","Eclipse Timing Variations",2011,"Multiple Observatories",2,2,-53.41461,220.31205,1916.25000000,,239.6038748,,0.050000
"Kepler-970 b","Transit",2016,"Kepler",2,1,12.58685,72.46181,16.73652231,2.770,331.5450000,4.64000000000e+02,0.000000
"LkCa 15 b","Imaging",2015,"Large Binocular Telescope Observatory",1,2,-15.98175,176.68976,,,158.1520000,,
"Kepler-897 b","Transit",2016,"Kepler",1,1,16.47821,83.10163,8.04726420,2.390,1519.2500000,8.55000000000e+02,0.000000
"Kepler-923 b","Transit",2016,"Kepler",1,1,9.19640,73.43862,6.93366476,1.380,1000.2800000,1.10400000000e+03,0.000000
"Kepler-924 b","Transit",2016,"Kepler",1,1,11.73741,72.52276,61.03701170,3.070,1053.0400000,6.10000000000e+02,0.000000
"Kepler-925 b","Transit",2016,"Kepler",1,1,12.16325,72.41955,33.86785310,2.340,611.1150000,3.94000000000e+02,0.000000
"Kepler-928 b","Transit",2016,"Kepler",1,1,12.73917,73.33267,3.93246130,1.590,508.8090000,8.94000000000e+02,0.000000
"MASCARA-1 b","Transit",2017,"Multiple Observatories",1,1,-24.37543,60.44831,2.14878000,16.814,182.2730000,2.57000000000e+03,0.000000
"MASCARA-4 b","Transit",2020,"Multiple Observatories",2,1,-9.40158,285.97627,2.82406000,17.150,170.6960000,2.10000000000e+03,0.000000
