pl_name,discoverymethod,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,disc_year
"Kepler-683 b","Transit",1,1,0,10.10013,70.51465,2.53918318,1.970,2016
"Kepler-466 b","Transit",1,2,0,12.17701,81.54711,51.07926307,2.850,2016
"Kepler-893 b","Transit",1,1,0,17.02092,74.09094,6.33855761,3.030,2016
"Kepler-918 b","Transit",1,1,0,10.57656,82.16182,4.85386933,1.740,2016
"Kepler-954 b","Transit",1,1,0,11.79563,81.10942,16.78176602,2.320,2016
"Kepler-1179 b","Transit",1,1,0,18.96181,77.70078,2.68505749,1.320,2016
"Kepler-1183 b","Transit",1,1,0,9.99015,71.69328,28.50571890,2.820,2016
"Kepler-1185 b","Transit",1,1,0,13.67532,70.39750,104.35189760,1.330,2016
"Kepler-1202 b","Transit",1,1,0,12.51696,76.97284,28.68513240,2.940,2016
"Kepler-1204 b","Transit",1,1,0,13.46382,74.06900,85.73502850,3.050,2016
"Kepler-1205 b","Transit",1,1,0,12.48421,73.42429,1.07839035,1.410,2016
"Kepler-1218 b","Transit",1,1,0,12.92087,76.63511,22.92212660,1.440,2016
"Kepler-1240 b","Transit",1,1,0,17.14732,70.26775,4.86638150,1.150,2016
"Kepler-1243 b","Transit",1,1,0,10.61295,75.92365,16.83207290,1.750,2016
"Kepler-1267 b","Transit",1,1,0,7.58873,78.26219,13.03139450,3.010,2016
"Kepler-1269 b","Transit",1,1,0,15.68836,76.26546,37.33315360,1.630,2016
"Kepler-1277 b","Transit",1,1,0,8.81353,74.23928,40.83650120,1.600,2016
"Kepler-1278 b","Transit",1,1,0,17.99014,72.47679,3.23941344,1.010,2016
"Kepler-1279 b","Transit",1,1,0,13.49978,71.64355,23.47741010,1.750,2016
"Kepler-1281 b","Transit",1,1,0,12.35941,81.47370,3.11602791,1.640,2016
"Kepler-1290 b","Transit",1,1,0,13.21299,75.73032,4.69500134,1.420,2016
"Kepler-1313 b","Transit",1,1,0,11.38496,74.78534,3.83309118,1.760,2016
"Kepler-1329 b","Transit",1,1,0,20.66047,77.59939,9.33646594,2.170,2016
"Kepler-1331 b","Transit",1,1,0,7.82395,75.54375,0.78916165,1.050,2016
"Kepler-1332 b","Transit",1,1,0,13.01204,75.88873,11.87456832,1.370,2016
"Kepler-1334 b","Transit",1,1,0,17.06557,82.42034,15.64591713,2.290,2016
"Kepler-1358 b","Transit",1,1,0,15.86929,73.56001,7.06317341,1.120,2016
"Kepler-1359 b","Transit",1,1,0,13.14527,73.53491,59.49709520,2.830,2016
"Kepler-1621 b","Transit",1,1,0,8.77976,78.03515,92.26371400,2.160,2016
"Kepler-1628 b","Transit",1,1,0,19.09880,72.70578,76.37803300,6.430,2016
"Kepler-1638 b","Transit",1,1,0,12.28820,81.52166,259.33683000,1.870,2016
"Kepler-1640 b","Transit",1,1,0,9.30881,74.29026,7.58441260,4.820,2016
"Kepler-1644 b","Transit",1,1,0,18.17315,78.25959,21.09077580,1.880,2016
"Kepler-167 e","Transit",2,4,0,9.44486,71.35329,1071.23228000,10.150,2016
"Kepler-401 d","Transit",1,3,0,16.44236,82.17430,184.25640500,2.270,2016
"Kepler-463 b","Transit",1,1,0,8.44830,79.41202,8.98101683,3.050,2016
"Kepler-470 b","Transit",1,1,0,12.26523,83.66816,24.66919569,14.440,2016
"Kepler-494 b","Transit",1,1,0,7.94859,75.98232,8.02511821,7.140,2016
"Kepler-462 b","Transit",1,2,0,7.37348,78.82865,84.68660000,3.000,2016
"OGLE-2015-BLG-0954L b","Microlensing",1,1,0,-2.71366,1.91895,,13.100,2016
"WASP-138 b","Transit",1,1,0,-51.60268,173.74660,3.63443300,12.218,2016
"WASP-141 b","Transit",1,1,0,-34.93994,215.53570,3.31065100,13.563,2016
"MOA-2013-BLG-605L b","Microlensing",1,1,0,-4.63415,1.76466,,1.620,2016
"WASP-118 b","Transit",1,1,0,-59.47876,136.18028,4.04604350,16.141,2016
"WASP-120 b","Transit",1,1,0,-46.68406,252.18689,3.61127060,16.511,2016
"WASP-131 b","Transit",1,1,0,29.95901,320.15263,5.32202300,13.675,2016
"WASP-133 b","Transit",1,1,0,-40.25582,7.63314,2.17642300,13.563,2016
"OGLE-2007-BLG-349L AB c","Microlensing",2,1,0,-2.51597,4.38020,2557.00000000,10.700,2016
"OGLE-2014-BLG-1760L b","Microlensing",1,1,0,-2.27435,1.31847,,14.200,2016
"OGLE-2015-BLG-0051L b","Microlensing",1,1,0,-2.00271,2.23753,,14.000,2016
"Kepler-1004 b","Transit",1,1,0,11.79610,83.25836,5.28789787,6.280,2016
"K2-58 c","Transit",1,3,0,-51.37977,44.72122,2.53726000,1.620,2016
"K2-75 b","Transit",1,2,0,-52.25345,57.96683,7.81420000,2.670,2016
"Kepler-1148 b","Transit",1,1,0,13.82547,77.54717,1.10446351,1.690,2016
"Kepler-1013 b","Transit",1,1,0,13.73979,76.13159,18.93054959,2.150,2016
"Kepler-1225 b","Transit",1,1,0,11.64822,72.27105,7.01075434,1.820,2016
"Kepler-1273 b","Transit",1,1,0,16.81761,75.25550,28.62565300,2.490,2016
"Kepler-1247 b","Transit",1,1,0,11.98841,79.48787,13.71220213,2.330,2016
"K2-49 b","Transit",1,1,0,62.07020,268.11860,2.77065000,1.930,2016
"Kepler-1244 b","Transit",1,1,0,19.68291,75.97691,3.70428172,1.350,2016
"Kepler-1341 b","Transit",2,1,0,20.10976,73.17245,132.99683220,2.990,2016
"Kepler-1123 b","Transit",1,1,0,13.81149,83.20069,4.33946454,1.670,2016
"Kepler-1356 b","Transit",1,1,0,12.74707,75.25718,0.63400294,1.530,2016
"Kepler-1461 b","Transit",1,1,0,16.17103,73.64385,29.34947750,2.030,2016
"Kepler-1070 b","Transit",1,1,0,13.98632,81.56379,6.22161470,1.730,2016
"Kepler-640 b","Transit",1,1,0,8.94470,75.96328,22.24813967,2.560,2016
"Kepler-1330 b","Transit",1,1,0,11.60884,72.08629,10.10769068,1.650,2016
"Kepler-1195 b","Transit",1,1,0,16.30468,70.94977,8.49642241,2.080,2016
"Kepler-1416 b","Transit",1,1,0,8.13334,78.47057,1.49514952,0.880,2016
"OGLE-2012-BLG-0950L b","Microlensing",1,1,0,-4.63415,1.76466,,6.560,2016
"NGC 2682 YBP 401 b","Radial Velocity",1,1,0,31.84602,215.83597,4.08700000,14.300,2016
"Pr0211 c","Radial Velocity",2,2,0,32.74444,206.52768,4850.00000000,12.600,2016
"Kepler-660 b","Transit",1,1,0,16.39814,78.64558,9.27358194,2.570,2016
"Kepler-969 b","Transit",1,2,0,16.33314,78.90961,34.17317140,2.070,2016
"Kepler-974 b","Transit",1,1,0,15.59932,70.54028,4.19449651,1.570,2016
"Proxima Cen b","Radial Velocity",3,1,0,-1.91805,313.92595,11.18600000,1.080,2016
"WASP-130 b","Transit",1,1,0,19.75783,310.94556,11.55098000,9.976,2016
"Kepler-661 b","Transit",1,1,0,19.22395,77.66083,6.02930132,3.070,2016
"TRAPPIST-1 c","Transit",1,7,0,-56.64891,69.71519,2.42182330,1.056,2016
"Kepler-970 b","Transit",2,1,0,12.58685,72.46181,16.73652231,2.770,2016
"Kepler-897 b","Transit",1,1,0,16.47821,83.10163,8.04726420,2.390,2016
"Kepler-923 b","Transit",1,1,0,9.19640,73.43862,6.93366476,1.380,2016
"Kepler-924 b","Transit",1,1,0,11.73741,72.52276,61.03701170,3.070,2016
"Kepler-925 b","Transit",1,1,0,12.16325,72.41955,33.86785310,2.340,2016
"Kepler-928 b","Transit",1,1,0,12.73917,73.33267,3.93246130,1.590,2016
"WASP-85 A b","Transit",2,1,0,63.87857,261.79320,2.65567770,13.899,2016
"Kepler-1345 b","Transit",1,1,0,12.99564,78.29545,44.61695570,2.360,2016
"HATS-18 b","Transit",1,1,0,30.87451,283.68658,0.83784000,14.897,2016
"BD+20 594 b","Transit",1,1,0,-28.05348,166.79660,41.68550000,2.578,2016
"WASP-136 b","Transit",1,1,0,-68.28074,87.52859,5.21535700,15.468,2016
"WASP-142 b","Transit",1,1,0,18.16388,253.32733,2.05286800,17.150,2016
"Kepler-969 c","Transit",1,2,0,16.33314,78.90961,1.68293460,0.990,2016
"WASP-87 b","Transit",2,1,0,9.76096,298.32215,1.68279500,15.524,2016
"HD 5583 b","Radial Velocity",1,1,0,-27.86735,124.44019,139.35000000,12.800,2016
"HD 59686 A b","Radial Velocity",2,1,0,16.44195,201.80435,299.36000000,12.700,2016
"HD 224538 b","Radial Velocity",1,1,0,-54.43363,313.65223,1189.10000000,12.800,2016
"K2-50 b","Transit",1,2,0,59.32248,252.27127,8.75290000,1.590,2016
"K2-52 b","Transit",1,1,0,16.53234,352.62682,3.53505500,18.000,2016
"K2-53 b","Transit",1,1,0,21.27273,354.63158,12.20772000,2.600,2016
"K2-88 b","Transit",1,1,0,-28.46409,168.79229,4.61220000,1.230,2016
"K2-59 c","Transit",1,2,0,-55.79751,48.55544,11.29540000,2.300,2016
"K2-99 b","Transit",1,1,0,53.97598,330.58550,18.25198500,11.730,2016
"Kepler-1044 b","Transit",1,1,0,12.86311,79.09551,6.77408868,2.670,2016
"Kepler-1046 b","Transit",1,1,0,10.81847,80.55238,14.37508035,1.710,2016
"Kepler-1047 b","Transit",1,2,0,17.25221,81.73967,56.18868870,2.090,2016
"Kepler-1020 b","Transit",1,1,0,13.02867,78.68313,96.91514960,2.280,2016
"HIP 41378 c","Transit",1,5,0,25.64577,214.52630,31.70648000,2.560,2016
"HIP 41378 e","Transit",1,5,0,25.64577,214.52630,131.00000000,5.510,2016
"HIP 41378 f","Transit",1,5,0,25.64577,214.52630,1084.00000000,10.200,2016
"K2-102 b","Transit",1,1,0,32.48411,205.77785,9.91561500,1.300,2016
"Kepler-1038 b","Transit",1,1,0,8.06131,78.79138,148.46033820,3.530,2016
"K2-31 b","Transit",2,1,0,18.27513,352.99471,1.25785000,11.882,2016
"K2-19 d","Transit",1,3,0,58.39355,267.02928,2.50856000,1.140,2016
"Kepler-1047 c","Transit",1,2,0,17.25221,81.73967,3.18897601,0.990,2016
"K2-35 c","Transit",1,2,0,56.17437,258.92870,5.60835200,1.930,2016
"K2-36 c","Transit",1,2,0,57.73789,254.97594,5.34088800,3.200,2016
"K2-84 c","Transit",1,2,0,-29.57966,171.58123,27.86000000,2.030,2016
"Kepler-1371 b","Transit",1,2,0,15.90070,78.66806,3.44620390,0.730,2016
"Kepler-1380 b","Transit",1,1,0,14.33173,73.60145,10.31082450,1.430,2016
"Kepler-1385 b","Transit",1,1,0,19.45674,76.02087,2.88879862,0.850,2016
"Kepler-1388 b","Transit",1,4,0,19.23230,76.88378,12.28546030,2.590,2016
"Kepler-1314 b","Transit",1,1,0,11.52593,78.09895,5.42474928,5.110,2016
"Kepler-1392 b","Transit",1,1,0,15.48610,77.54455,15.14103970,1.960,2016
"Kepler-1393 b","Transit",1,1,0,15.96037,70.29718,2.44357812,0.800,2016
"Kepler-1394 b","Transit",1,1,0,18.44477,74.83600,3.93766373,1.390,2016
"Kepler-1421 b","Transit",1,1,0,17.66824,79.03594,6.91311120,0.930,2016
"Kepler-1452 b","Transit",1,1,0,9.57319,71.19610,42.91375100,2.700,2016
"Kepler-1158 b","Transit",1,1,0,11.19477,74.13226,13.53962930,2.340,2016
"Kepler-1159 b","Transit",1,1,0,11.51112,78.11516,22.70816791,2.370,2016
"Kepler-1161 b","Transit",1,1,0,8.65569,79.97169,10.71252541,2.130,2016
"Kepler-1175 b","Transit",1,1,0,15.41495,78.04933,37.94563000,2.990,2016
"Kepler-1176 b","Transit",1,1,0,9.27858,79.41623,24.17385790,2.450,2016
"Kepler-1178 b","Transit",1,1,0,15.45036,76.89169,31.80634000,1.070,2016
"Kepler-515 b","Transit",2,1,0,16.67180,83.42371,19.96371318,1.460,2016
"Kepler-977 b","Transit",1,1,0,11.97106,74.50788,26.85328322,2.620,2016
"Kepler-541 b","Transit",1,1,0,8.46212,72.00340,5.08005848,3.360,2016
"Kepler-517 b","Transit",2,1,0,10.10439,74.37632,60.92832271,2.670,2016
"Kepler-528 b","Transit",1,1,0,11.81075,80.88058,19.78297415,2.080,2016
"Kepler-980 b","Transit",1,1,0,11.22776,78.09855,11.55102504,2.670,2016
"Kepler-560 b","Transit",2,1,0,7.75597,80.01329,18.47764449,1.720,2016
"Kepler-586 b","Transit",1,1,0,12.42579,78.04243,2.10472218,2.790,2016
"Kepler-592 b","Transit",1,1,0,18.20563,78.97611,2.82019241,2.390,2016
"Kepler-529 b","Transit",1,2,0,17.85951,78.21119,1.98035766,1.860,2016
"Kepler-691 b","Transit",1,1,0,12.86404,71.56598,8.11437900,2.090,2016
"Kepler-538 b","Transit",2,1,0,11.64093,83.14184,81.73778000,2.215,2016
"Kepler-603 c","Transit",1,3,0,10.16352,75.48527,127.90757740,6.500,2016
"Kepler-619 c","Transit",1,2,0,15.00864,80.05008,1.20846503,1.690,2016
"Kepler-629 b","Transit",1,1,0,12.40577,71.68488,7.23858540,1.380,2016
"Kepler-566 b","Transit",1,1,0,14.33090,79.68563,18.42794624,2.150,2016
"Kepler-546 b","Transit",1,1,0,17.12319,70.76413,4.14702026,7.000,2016
"Kepler-547 b","Transit",1,1,0,16.41182,74.83195,6.01038429,4.000,2016
"Kepler-594 b","Transit",1,1,0,16.70050,80.81553,13.64618192,2.180,2016
"Kepler-598 b","Transit",1,2,0,10.30916,73.85727,3.70175428,1.500,2016
"Kepler-632 b","Transit",1,1,0,7.24455,74.78993,30.99660733,2.210,2016
"Kepler-610 c","Transit",1,2,0,12.13853,77.63349,151.86392000,3.300,2016
"Kepler-613 b","Transit",1,1,0,19.27721,75.82258,15.77979614,2.290,2016
"Kepler-614 b","Transit",1,1,0,9.49001,80.46178,14.03491514,2.390,2016
"Kepler-544 b","Transit",1,1,0,8.82378,72.48889,21.41616926,2.120,2016
"Kepler-570 b","Transit",1,1,0,15.40995,80.29149,4.30166200,2.450,2016
"Kepler-561 c","Transit",1,2,0,11.79362,77.85752,5.35016198,2.680,2016
"Kepler-568 b","Transit",1,1,0,10.69666,82.24963,11.02347475,2.260,2016
"Kepler-645 b","Transit",1,1,0,13.52399,75.78138,3.27582262,2.100,2016
"Kepler-597 b","Transit",1,1,0,9.30100,72.46469,13.02365861,2.370,2016
"Kepler-601 b","Transit",1,1,0,18.42086,71.57819,5.37886844,1.900,2016
"Kepler-659 b","Transit",1,1,0,16.64683,78.29647,17.67179600,2.500,2016
"Kepler-666 b","Transit",1,1,0,10.68424,82.71120,4.49876092,2.400,2016
"Kepler-667 b","Transit",1,1,0,12.47127,81.99268,41.43962808,4.730,2016
"Kepler-600 b","Transit",1,1,0,17.08228,71.89137,23.67517607,2.900,2016
"Kepler-609 b","Transit",1,1,0,12.58236,76.99356,6.52121067,3.350,2016
"Kepler-467 b","Transit",1,1,0,13.30960,69.79641,24.99324193,2.250,2016
"Kepler-471 b","Transit",1,1,0,7.66243,78.28462,5.01423457,14.960,2016
"Kepler-578 b","Transit",1,1,0,12.70663,71.11017,1.61688370,2.000,2016
"Kepler-579 b","Transit",1,1,0,8.58677,73.65092,9.66857723,2.000,2016
"Kepler-580 b","Transit",1,1,0,16.79215,70.40875,8.22241966,2.570,2016
"Kepler-630 b","Transit",1,1,0,9.64892,73.06923,161.47439370,3.180,2016
"Kepler-638 b","Transit",1,1,0,16.19611,71.85484,6.07972888,1.830,2016
"Kepler-662 b","Transit",1,1,0,15.04380,79.48167,21.67697486,2.180,2016
"Kepler-665 b","Transit",1,1,0,11.36229,81.96749,16.01310205,2.600,2016
"Kepler-619 b","Transit",1,2,0,15.00864,80.05008,5.40427220,3.160,2016
"Kepler-644 b","Transit",1,1,0,9.95162,76.98011,3.17391710,3.150,2016
"Kepler-677 b","Transit",1,1,0,16.22110,81.65877,6.57531678,5.380,2016
"Kepler-588 b","Transit",1,1,0,18.81941,77.61857,4.22162536,2.630,2016
"Kepler-687 b","Transit",1,1,0,12.14032,70.91720,20.50586978,3.520,2016
"Kepler-688 b","Transit",1,1,0,8.51634,72.94900,3.89593684,9.760,2016
"Kepler-504 b","Transit",2,1,0,17.79385,76.09155,9.54927542,1.590,2016
"Kepler-473 b","Transit",1,1,0,13.95171,69.83524,14.55731705,4.080,2016
"Kepler-539 c","Transit Timing Variations",1,2,0,6.81805,76.87810,1000.00000000,13.300,2016
"Kepler-529 c","Transit",1,2,0,17.85951,78.21119,12.83450220,2.000,2016
"Kepler-500 b","Transit",1,1,0,9.81856,77.46634,8.50832440,2.580,2016
"Kepler-509 b","Transit",1,1,0,15.84318,79.99859,41.74600392,2.490,2016
"Kepler-514 b","Transit",2,1,0,18.47594,80.62372,5.65179605,1.720,2016
"Kepler-519 b","Transit",2,1,0,6.44509,76.53669,24.30789460,2.100,2016
"Kepler-982 b","Transit",1,1,0,15.78425,77.63359,15.77382210,2.250,2016
"Kepler-984 b","Transit",1,1,0,10.40755,80.07995,43.03422720,2.120,2016
"Kepler-990 b","Transit",1,2,0,10.05477,80.84382,9.91723428,2.600,2016
"MOA-2011-BLG-028L b","Microlensing",1,1,0,-3.49568,1.72580,,5.990,2016
"Kepler-950 b","Transit",1,1,0,13.90881,72.31699,98.71804060,8.980,2016
"Kepler-1301 b","Transit",1,1,0,15.35579,73.14330,9.08237046,1.400,2016
"Kepler-1460 b","Transit",1,1,0,16.65939,74.35134,29.96332470,1.960,2016
"Kepler-1463 b","Transit",1,1,0,9.89614,75.30200,25.15864000,1.860,2016
"Kepler-1311 b","Transit",1,2,0,13.87540,75.37610,11.17269940,1.240,2016
"Kepler-1320 b","Transit",1,1,0,13.27142,71.76684,0.86838653,1.700,2016
"Kepler-1321 b","Transit",1,2,0,12.00174,79.50690,11.12830484,4.920,2016
"Kepler-1042 b","Transit",1,1,0,12.87587,71.32404,10.13202575,2.190,2016
"Kepler-1054 b","Transit",1,1,0,13.56194,76.35333,4.30655689,2.630,2016
"K2-61 b","Transit",1,1,0,-56.20059,49.89609,2.57302000,2.480,2016
"K2-63 c","Transit",1,2,0,-50.13301,47.23492,25.45560000,3.900,2016
"K2-65 b","Transit",1,1,0,-49.40152,48.62762,12.64750000,1.580,2016
"Kepler-1098 b","Transit",1,1,0,9.81139,76.75649,2.54307286,1.300,2016
"Kepler-1117 b","Transit",1,1,0,14.60846,81.17194,4.79028459,1.110,2016
"Kepler-1055 b","Transit",1,1,0,13.79347,76.66971,2.29503623,1.230,2016
"Kepler-1071 b","Transit",1,1,0,12.29145,77.76510,6.17998440,2.380,2016
"Kepler-1113 b","Transit",1,1,0,12.15552,71.11967,42.30049540,2.810,2016
"Kepler-1116 b","Transit",1,1,0,12.51187,76.36321,41.69778270,2.540,2016
"Kepler-1131 b","Transit",1,1,0,12.52682,82.24447,3.53232449,1.590,2016
"K2-75 c","Transit",1,2,0,-52.25345,57.96683,18.31100000,2.770,2016
"K2-77 b","Transit",1,1,0,-32.85522,174.46686,8.19979600,2.300,2016
"K2-79 b","Transit",1,1,0,-32.17090,173.69037,10.99573000,3.690,2016
"Kepler-1118 b","Transit",1,1,0,7.46221,79.18243,38.67150750,2.740,2016
"Kepler-1303 b","Transit",1,1,0,16.90728,72.38708,7.56127224,1.420,2016
"Kepler-1328 b","Transit",1,1,0,17.39709,74.50415,4.52158888,0.980,2016
"Kepler-1306 b","Transit",1,1,0,12.17061,79.76901,16.29595382,1.910,2016
"Kepler-1254 d","Transit",1,3,0,18.61756,78.91187,5.72717226,1.310,2016
"Kepler-1609 b","Transit",1,1,0,11.78036,71.67209,114.34219000,2.220,2016
"Kepler-1622 b","Transit",1,1,0,10.86809,81.47197,10.81187370,1.470,2016
"Kepler-198 d","Transit",1,3,0,10.98805,70.95869,1.31184443,1.530,2016
"Kepler-1637 b","Transit",1,1,0,20.25106,77.61218,6.10960324,0.890,2016
"Kepler-1616 b","Transit",1,1,0,16.49419,75.87728,6.76284377,1.020,2016
"Kepler-1643 b","Transit",1,1,0,7.48190,79.86512,5.34264507,2.300,2016
"Kepler-1645 b","Transit",1,1,0,11.06907,82.06020,16.17795610,1.780,2016
"Kepler-166 d","Transit",1,3,0,13.81924,81.14899,1.55400393,1.730,2016
"Kepler-192 d","Transit",1,3,0,15.71410,76.53877,6.47027579,1.020,2016
"Kepler-1582 b","Transit",1,1,0,12.94693,72.79808,4.83817712,1.490,2016
"Kepler-1583 b","Transit",1,1,0,17.23201,77.49514,9.32807355,0.600,2016
"Kepler-1597 b","Transit",1,1,0,14.31582,73.65455,2.94654179,1.060,2016
"Kepler-1633 b","Transit",1,1,0,15.06382,76.07230,186.40427100,1.580,2016
"Kepler-1634 b","Transit",1,1,0,11.62186,77.98371,374.87623900,3.190,2016
"Kepler-1635 b","Transit",1,1,0,17.36600,75.79691,469.63111000,3.640,2016
"Kepler-1521 b","Transit",1,1,0,9.18851,70.90519,47.14840805,2.500,2016
"Kepler-1535 b","Transit",1,1,0,13.94175,69.77936,138.94420000,2.550,2016
"Kepler-1605 b","Transit",1,1,0,16.93521,78.15062,85.75654950,1.080,2016
"Kepler-1617 b","Transit",1,1,0,16.02217,77.33520,27.47855720,1.200,2016
"Kepler-1514 b","Transit",1,2,0,9.24415,70.90471,217.83184000,12.420,2016
"Kepler-1527 b","Transit",1,1,0,9.97076,79.93767,160.12991800,4.770,2016
"Kepler-1538 b","Transit",1,1,0,18.58164,74.99672,175.13881900,2.820,2016
"Kepler-1629 b","Transit",1,1,0,20.19416,72.70897,3.87595807,0.770,2016
"Kepler-1619 b","Transit",1,1,0,16.71563,74.79049,23.62259130,0.760,2016
"Kepler-1642 c","Transit",1,2,0,8.92018,77.72618,6.65138020,2.660,2016
"Kepler-1545 b","Transit",1,1,0,9.77284,81.68426,163.69234900,2.700,2016
"Kepler-1552 b","Transit",1,1,0,10.36849,71.47973,184.77185300,2.470,2016
"Kepler-1557 b","Transit",1,1,0,12.48692,79.48341,3.74032496,1.530,2016
"Kepler-1558 b","Transit",1,1,0,16.91904,77.50759,3.50470358,0.680,2016
"Kepler-1568 b","Transit",1,1,0,15.80935,79.07172,20.92539200,1.300,2016
"Kepler-490 b","Transit",1,1,0,11.84256,79.95208,3.26869515,11.650,2016
"Kepler-531 b","Transit",1,1,0,17.75311,79.15824,29.88485741,2.780,2016
"Kepler-550 b","Transit",1,1,0,10.67286,81.63717,8.60010411,4.420,2016
"Kepler-556 b","Transit",1,1,0,11.19905,71.13919,11.72292176,2.240,2016
"Kepler-558 b","Transit",1,1,0,16.76278,72.78095,29.00790538,2.370,2016
"Kepler-508 b","Transit",1,1,0,9.75595,76.49718,25.30889748,1.640,2016
"Kepler-502 b","Transit",1,1,0,12.95562,75.85536,4.28686431,4.770,2016
"Kepler-507 b","Transit",1,1,0,12.27720,83.70425,3.56809693,1.300,2016
"Kepler-1156 b","Transit",1,1,0,15.25270,77.26857,11.89520511,1.320,2016
"Kepler-1286 b","Transit",1,1,0,20.17847,72.78370,11.25402929,2.150,2016
"Kepler-1288 b","Transit",1,1,0,15.64284,72.07908,2.76122421,1.120,2016
"Kepler-1126 b","Transit",1,1,0,17.19133,76.01846,108.59332900,1.730,2016
"Kepler-1127 b","Transit",1,1,0,11.05732,75.50893,5.12330347,1.960,2016
"Kepler-1128 b","Transit",1,1,0,9.64965,72.45315,61.61781670,3.650,2016
"Kepler-1129 c","Transit",1,2,0,11.49987,73.67590,76.53695860,2.730,2016
"Kepler-1130 b","Transit",2,1,0,17.39614,75.59135,5.45298175,0.800,2016
"Kepler-1132 b","Transit",1,1,0,17.75645,78.86456,62.89162280,2.350,2016
"Kepler-1272 b","Transit",1,1,0,14.90370,69.25230,51.13097040,2.370,2016
"Kepler-1346 b","Transit",1,1,0,13.03191,77.31702,3.40165668,1.580,2016
"Kepler-1347 b","Transit",1,1,0,5.94739,76.20242,14.00947528,1.030,2016
"Kepler-1350 b","Transit",1,2,0,15.92459,77.67236,4.49686040,2.520,2016
"Kepler-1454 b","Transit",1,1,0,19.22697,78.74817,47.03194790,1.880,2016
"Kepler-1458 b","Transit",1,1,0,17.17283,70.79731,47.98727640,2.760,2016
"Kepler-1134 b","Transit",1,1,0,9.41182,76.10545,17.13263989,2.640,2016
"Kepler-1138 b","Transit",1,1,0,18.00509,78.63308,3.17060005,1.700,2016
"Kepler-1144 b","Transit",1,1,0,15.03123,78.72691,17.14647302,1.990,2016
"Kepler-1180 b","Transit",1,1,0,9.52805,76.82303,16.86012860,1.990,2016
"Kepler-1181 b","Transit",1,1,0,11.99669,71.40540,4.89337519,1.570,2016
"Kepler-1351 b","Transit",1,1,0,10.56275,75.16841,0.91614077,0.650,2016
"Kepler-1352 b","Transit",1,1,0,15.21888,80.27666,1.87788275,0.890,2016
"Kepler-1353 b","Transit",1,1,0,9.34988,76.25245,24.75439660,1.800,2016
"Kepler-1354 b","Transit",1,1,0,10.17210,70.31149,76.61337700,2.970,2016
"Kepler-1350 c","Transit",1,2,0,15.92459,77.67236,1.76678906,1.730,2016
"Kepler-1361 b","Transit",1,1,0,18.99430,76.67000,3.57554956,0.860,2016
"Kepler-1363 b","Transit",1,1,0,11.74736,82.65749,2.94194094,1.250,2016
"Kepler-1370 c","Transit",1,2,0,16.50143,71.90739,7.44142113,1.270,2016
"Kepler-1374 b","Transit",1,1,0,13.34189,77.15811,10.65276707,2.290,2016
"Kepler-1441 b","Transit",1,1,0,10.91324,76.04549,39.44198390,1.310,2016
"Kepler-1190 b","Transit",1,1,0,18.96771,79.57519,10.45843441,1.330,2016
"Kepler-1192 b","Transit",1,1,0,18.91752,73.31959,25.20347870,2.360,2016
"Kepler-1197 b","Transit",1,1,0,12.01924,74.87347,2.03231845,1.250,2016
"Kepler-1199 b","Transit",1,1,0,12.76351,79.80955,15.04471980,1.150,2016
"Kepler-1364 b","Transit",1,1,0,12.96444,82.39110,13.32196237,2.150,2016
"Kepler-1366 b","Transit",1,1,0,16.07181,71.83754,2.16457097,1.430,2016
"Kepler-1412 b","Transit",1,1,0,14.53726,81.16620,3.61460510,0.830,2016
"Kepler-1414 b","Transit",1,1,0,16.49202,72.63515,3.51576315,1.230,2016
"Kepler-1266 b","Transit",1,1,0,15.96593,73.20234,28.47474800,2.580,2016
"Kepler-1203 b","Transit",1,1,0,11.99808,76.69173,0.58800076,1.060,2016
"Kepler-1220 b","Transit",1,1,0,8.68505,77.08701,7.42693741,1.520,2016
"Kepler-1387 b","Transit",1,1,0,11.78455,75.69521,2.27952666,0.930,2016
"Kepler-1226 b","Transit",1,1,0,12.73735,83.70230,17.29234530,1.450,2016
"Kepler-1233 b","Transit",1,1,0,10.28553,80.45898,45.12630420,2.600,2016
"Kepler-1239 b","Transit",1,1,0,10.93544,75.11442,5.19104016,2.900,2016
"Kepler-1365 c","Transit",1,2,0,11.42713,74.55066,4.77468005,0.800,2016
"Kepler-1375 b","Transit",1,1,0,9.38662,77.18644,3.30041920,1.740,2016
"Kepler-1427 b","Transit",1,1,0,10.79186,78.39287,0.96897238,1.100,2016
"Kepler-1268 b","Transit",1,1,0,14.80444,74.19149,40.99039860,2.030,2016
"Kepler-1434 b","Transit",1,1,0,13.47297,83.98627,8.05333618,1.110,2016
"Kepler-1435 b","Transit",1,1,0,13.34793,76.86991,4.45343281,0.860,2016
"Kepler-1437 b","Transit",1,1,0,14.77573,81.19303,10.92954610,1.370,2016
"Kepler-1445 b","Transit",1,1,0,20.20993,72.86159,10.60052251,0.960,2016
"Kepler-1446 b","Transit",1,1,0,15.20358,78.04646,0.68996783,0.820,2016
"Kepler-1388 d","Transit",1,4,0,19.23230,76.88378,20.95681580,2.860,2016
"Kepler-1425 b","Transit",1,1,0,10.06318,76.36694,14.45413020,0.940,2016
"Kepler-1300 b","Transit",1,1,0,12.73285,71.68889,22.24190920,1.370,2016
"Kepler-1066 b","Transit",1,1,0,9.31381,80.82802,1.93155984,2.360,2016
