pl_name,discoverymethod,sy_snum,sy_pnum,sy_mnum,glat,glon,pl_orbper,pl_rade,disc_year
"HD 11506 c","Radial Velocity",1,2,0,-73.99475,187.75857,223.41000000,14.200,2008
"CoRoT-1 b","Transit",1,1,0,-2.10712,215.33882,1.50895570,16.700,2008
"HD 143361 b","Radial Velocity",1,1,0,6.27404,334.96858,1039.15000000,13.100,2008
"HD 145377 b","Radial Velocity",1,1,0,17.53871,348.63857,103.95000000,12.800,2008
"HD 181433 d","Radial Velocity",1,3,0,-28.04356,329.51487,2172.00000000,14.200,2008
"FU Tau b","Imaging",1,1,0,-16.96130,172.11406,,12.200,2008
"WASP-11 b","Transit",3,1,0,-23.46286,155.01832,3.72247000,12.442,2008
"MOA-2007-BLG-400L b","Microlensing",1,1,0,-4.70081,2.38132,,13.900,2008
"HD 179079 b","Radial Velocity",1,1,0,-5.59005,32.82704,14.47900000,5.480,2008
"HD 183263 c","Radial Velocity",1,2,0,-4.30987,44.60924,3070.00000000,13.000,2008
"HR 8799 c","Imaging",1,4,0,-35.57552,92.76460,69000.00000000,13.000,2008
"HD 48265 b","Radial Velocity",1,1,0,-21.78048,257.52693,778.51000000,13.500,2008
"OGLE2-TR-L9 b","Transit",1,1,0,-0.74262,290.77130,2.48553350,18.046,2008
"WASP-12 b","Transit",3,1,0,8.93638,184.08312,1.09142000,21.712,2008
"HD 181433 b","Radial Velocity",1,3,0,-28.04356,329.51487,9.37430000,2.400,2008
"HD 187123 c","Radial Velocity",1,2,0,4.67926,69.46581,3810.00000000,13.400,2008
"HD 205739 b","Radial Velocity",1,1,0,-47.99934,14.61325,279.80000000,13.600,2008
"HD 20868 b","Radial Velocity",1,1,0,-57.33374,233.83834,380.85001000,13.700,2008
"HD 45364 c","Radial Velocity",1,2,0,-18.86685,239.35512,342.85000000,14.100,2008
"HD 73534 b","Radial Velocity",1,1,0,29.69759,213.05304,1750.00000000,13.700,2008
"HD 45364 b","Radial Velocity",1,2,0,-18.86685,239.35512,226.93000000,8.970,2008
"CoRoT-2 b","Transit",2,1,0,-7.29102,38.26267,1.74299350,16.432,2008
"HD 173416 b","Radial Velocity",1,1,0,17.21933,65.74238,323.60000000,13.200,2008
"XO-5 b","Transit",1,1,0,26.93448,180.62567,4.18775580,12.780,2008
"42 Dra b","Radial Velocity",2,1,0,27.12504,95.41912,479.10000000,13.000,2008
"BD+14 4559 b","Radial Velocity",1,1,0,-22.63172,64.41837,268.94000000,13.800,2009
"WASP-13 b","Transit",1,1,0,44.53647,190.92869,4.35301000,13.675,2009
"MOA-2008-BLG-310L b","Microlensing",1,1,0,-4.56257,355.91449,,5.180,2009
"47 UMa d","Radial Velocity",1,3,0,63.36770,175.78305,14002.00000000,13.500,2009
"HD 190984 b","Radial Velocity",1,1,0,-32.85802,331.57931,4885.00000000,13.100,2009
"HD 125595 b","Radial Velocity",1,1,0,19.31718,320.90869,9.67370000,2.400,2009
"HD 212771 b","Radial Velocity",1,1,0,-55.29100,41.79357,380.70000000,13.300,2009
"HD 147018 b","Radial Velocity",1,2,0,-8.44094,325.41034,44.23600000,13.400,2009
"HIP 79431 b","Radial Velocity",1,1,0,22.96885,355.19966,111.70000000,13.400,2009
"HIP 5158 b","Radial Velocity",1,2,0,-84.27097,159.04576,345.72000000,13.600,2009
"HD 89307 b","Radial Velocity",1,1,0,51.39451,227.30349,2166.00000000,13.400,2009
"HD 90156 b","Radial Velocity",1,1,0,23.15232,268.37226,49.77000000,4.430,2009
"HD 95089 b","Radial Velocity",1,2,0,52.94320,251.41253,464.40000000,13.700,2009
"HIP 70849 b","Radial Velocity",2,1,0,13.14448,319.96733,17337.50000000,12.500,2009
"HD 206610 b","Radial Velocity",1,1,0,-41.34818,47.87662,673.20000000,13.400,2009
"WASP-16 b","Transit",1,1,0,38.09725,329.23463,3.11860000,13.675,2009
"Kepler-6 b","Transit",1,1,0,11.35940,81.69270,3.23469960,14.617,2009
"HD 181342 b","Radial Velocity",1,1,0,-16.72820,14.50487,564.10000000,13.200,2009
"HD 290327 b","Radial Velocity",1,1,0,-20.58136,204.61308,2443.00000000,13.300,2009
"HD 30562 b","Radial Velocity",1,1,0,-29.82337,203.39812,1157.00000000,13.700,2009
"HD 4313 b","Radial Velocity",1,1,0,-54.99882,120.44208,356.21000000,13.400,2009
"HD 40307 b","Radial Velocity",1,5,0,-30.34064,268.81455,4.31230000,1.830,2009
"30 Ari B b","Radial Velocity",4,1,0,-32.30930,151.47681,335.10001000,12.300,2009
"HD 171238 b","Radial Velocity",1,1,0,-9.05461,5.94504,1532.00000000,13.200,2009
"61 Vir c","Radial Velocity",1,3,0,44.08875,311.85177,38.02100000,4.460,2009
"BD-08 2823 b","Radial Velocity",1,2,0,34.75486,248.49513,5.60000000,3.610,2009
"HAT-P-12 b","Transit",1,1,0,68.87632,87.99255,3.21305980,10.749,2009
"HAT-P-13 c","Radial Velocity",1,2,0,37.54198,172.49839,446.27000000,12.300,2009
"HD 110014 b","Radial Velocity",1,1,0,54.75208,297.69653,835.47700000,12.400,2009
"HD 40307 d","Radial Velocity",1,5,0,-30.34064,268.81455,20.43200000,3.040,2009
"HD 215497 b","Radial Velocity",1,2,0,-53.10239,331.29531,3.93404000,2.400,2009
"Kepler-7 b","Transit",1,1,0,13.46280,72.47780,4.88548920,18.181,2009
"11 UMi b","Radial Velocity",1,1,0,41.04437,108.71900,516.21997000,12.300,2009
"HD 215497 c","Radial Velocity",1,2,0,-53.10239,331.29531,567.94000000,12.500,2009
"BD-08 2823 c","Radial Velocity",1,2,0,34.75486,248.49513,237.60000000,12.500,2009
"HD 6718 b","Radial Velocity",1,1,0,-70.71162,135.28348,2496.00000000,13.500,2009
"BD+20 2457 c","Radial Velocity",1,2,0,53.95226,216.04472,621.99000000,12.400,2009
"CoRoT-5 b","Transit",1,1,0,-1.03620,211.48472,4.03789620,15.558,2009
"gam 1 Leo b","Radial Velocity",2,1,0,54.65237,216.55184,428.50000000,12.500,2009
"2MASS J21402931+1625183 A b","Imaging",1,1,0,-26.43736,70.48456,7336.50000000,10.310,2009
"GJ 179 b","Radial Velocity",1,1,0,-22.86269,192.22740,2288.00000000,13.900,2009
"HAT-P-13 b","Transit",1,2,0,37.54198,172.49839,2.91625000,14.258,2009
"HD 125612 c","Radial Velocity",2,3,0,40.39538,331.38949,4.15514000,4.360,2009
"HD 175167 b","Radial Velocity",1,1,0,-26.08807,325.36189,1290.00000000,12.500,2009
"HD 9446 c","Radial Velocity",1,2,0,-32.72110,133.79881,192.90000000,13.400,2009
"OGLE-2007-BLG-368L b","Microlensing",1,1,0,-3.68610,358.34879,,4.720,2009
"HD 13931 b","Radial Velocity",1,1,0,-16.44854,138.83237,4218.00000000,13.300,2009
"HD 40307 c","Radial Velocity",1,5,0,-30.34064,268.81455,9.61840000,2.460,2009
"HD 96167 b","Radial Velocity",2,1,0,44.57834,264.80833,498.04000000,14.000,2009
"HD 85390 b","Radial Velocity",1,1,0,3.18529,275.54618,799.52000000,6.160,2009
"WASP-6 b","Transit",1,1,0,-67.19545,38.73059,3.36101000,11.545,2009
"HIP 14810 d","Radial Velocity",1,3,0,-31.09476,161.55108,981.80000000,14.100,2009
"HD 63765 b","Radial Velocity",1,1,0,-14.09439,267.19806,358.00000000,14.200,2009
"WASP-18 b","Transit",2,2,0,-69.32147,279.70959,0.94124000,13.350,2009
"WASP-19 b","Transit",1,1,0,6.77589,273.40535,0.78883899,15.603,2009
"Kepler-4 b","Transit",1,1,0,18.81834,80.37016,3.21346000,4.002,2009
"HD 103197 b","Radial Velocity",1,1,0,11.49757,293.44815,47.84000000,5.830,2009
"HD 129445 b","Radial Velocity",1,1,0,-8.17016,313.03727,1840.00000000,13.500,2009
"HD 156411 b","Radial Velocity",1,1,0,-6.46352,340.79031,842.20000000,14.000,2009
"HD 180902 b","Radial Velocity",2,1,0,-16.32996,14.39883,510.90000000,13.500,2009
"HD 34445 b","Radial Velocity",1,6,0,-17.02221,195.03880,1049.00000000,13.900,2009
"GJ 581 e","Radial Velocity",1,3,0,40.02208,354.07234,3.14900000,1.170,2009
"HD 8673 b","Radial Velocity",2,1,0,-27.74790,131.00143,1634.00000000,12.300,2009
"CoRoT-6 b","Transit",1,1,0,4.61580,38.06304,8.88659300,13.068,2009
"CoRoT-7 b","Transit",1,2,0,-2.17853,213.01042,0.85359163,1.681,2009
"CoRoT-9 b","Transit",2,1,0,4.66217,37.52335,95.27265600,11.949,2009
"WASP-15 b","Transit",1,1,0,28.76954,318.43652,3.75210000,15.805,2009
"WASP-17 b","Transit",1,1,0,18.66769,345.95969,3.73543000,20.961,2009
"GJ 1214 b","Transit",1,1,0,23.60704,26.16217,1.58040456,2.847,2009
"HD 181720 b","Radial Velocity",1,1,0,-20.48764,5.51512,956.00000000,14.000,2009
"HD 38801 b","Radial Velocity",1,1,0,-17.86346,213.26791,685.25000000,12.500,2009
"HD 32518 b","Radial Velocity",1,1,0,17.12156,142.12315,157.54000000,13.100,2009
"Kepler-5 b","Transit",1,1,0,7.74266,78.86640,3.54846570,15.984,2009
"GJ 649 b","Radial Velocity",1,1,0,35.33721,46.52106,598.30000000,12.500,2009
"HD 9446 b","Radial Velocity",1,2,0,-32.72110,133.79881,30.05200000,14.000,2009
"HD 152079 b","Radial Velocity",1,1,0,-1.56882,339.89168,2918.92000000,13.200,2009
"HD 16175 b","Radial Velocity",1,1,0,-16.64016,143.08388,990.00000000,12.800,2009
"HD 164604 b","Radial Velocity",1,1,0,-3.11860,2.26337,641.47200000,13.400,2009
"HD 147018 c","Radial Velocity",1,2,0,-8.44094,325.41034,1008.00000000,12.700,2009
"HD 148156 b","Radial Velocity",1,1,0,1.70153,337.02287,1027.00000000,13.900,2009
"CoRoT-7 c","Radial Velocity",1,2,0,-2.17853,213.01042,3.69800000,2.830,2009
"61 Vir d","Radial Velocity",1,3,0,44.08875,311.85177,123.01000000,5.110,2009
"61 Vir b","Radial Velocity",1,3,0,44.08875,311.85177,4.21500000,2.110,2009
"DP Leo b","Eclipse Timing Variations",2,1,0,66.45634,230.89636,10220.00000000,12.700,2009
"HD 240210 b","Radial Velocity",1,1,0,-3.18494,109.49387,501.75000000,12.800,2009
"HD 125612 d","Radial Velocity",2,3,0,40.39538,331.38949,2835.00000000,12.600,2009
"HD 134987 c","Radial Velocity",1,2,0,27.38710,339.18433,5000.00000000,13.900,2009
"HD 136418 b","Radial Velocity",1,1,0,56.56756,68.48574,464.29999000,13.300,2009
"HD 126614 b","Radial Velocity",3,1,0,50.31505,342.01145,1244.00000000,14.200,2009
"HD 104067 b","Radial Velocity",1,1,0,40.85838,286.65584,55.80600000,8.180,2009
"HD 148427 b","Radial Velocity",1,1,0,23.58167,2.41734,331.50000000,13.600,2009
"HD 87883 b","Radial Velocity",1,1,0,54.54018,191.18698,2754.00000000,13.500,2009
"BD+20 2457 b","Radial Velocity",1,2,0,53.95226,216.04472,379.63000000,11.600,2009
"HD 86226 b","Radial Velocity",1,2,0,23.62895,259.39432,1628.00000000,14.300,2009
"HD 86264 b","Radial Velocity",1,1,0,29.65549,253.16000,1475.00000000,12.700,2009
"Kepler-9 b","Transit",1,3,0,14.48974,68.98012,19.23891000,8.290,2010
"WASP-32 b","Transit",1,1,0,-60.40423,104.68518,2.71866000,10.761,2010
"WASP-22 b","Transit",1,1,0,-53.92335,216.79640,3.53269000,13.787,2010
"HAT-P-17 c","Radial Velocity",1,2,0,-16.17689,80.85150,5584.00000000,13.100,2010
"HAT-P-20 b","Transit",1,1,0,18.39436,194.41535,2.87531700,9.718,2010
"HD 177830 c","Radial Velocity",2,2,0,8.67193,57.68396,110.90000000,7.870,2010
"HD 10180 c","Radial Velocity",1,6,0,-55.69407,292.80544,5.75969000,3.680,2010
"HD 204313 b","Radial Velocity",1,2,0,-43.72860,28.02639,1920.09998000,13.100,2010
"HD 113538 b","Radial Velocity",1,2,0,10.37061,305.02208,663.20000000,13.200,2010
"HD 109246 b","Radial Velocity",1,1,0,42.57306,124.68489,68.27000000,13.900,2010
"KOI-217 b","Transit",1,1,0,11.63330,79.29221,3.90512000,12.442,2010
"HD 164509 b","Radial Velocity",2,1,0,11.13651,27.26359,280.17000000,14.300,2010
"Kepler-9 c","Transit",1,3,0,14.48974,68.98012,38.98530000,8.080,2010
"HD 10180 f","Radial Velocity",1,6,0,-55.69407,292.80544,122.74400000,5.240,2010
"HD 10180 g","Radial Velocity",1,6,0,-55.69407,292.80544,604.67000000,4.910,2010
"HD 102365 b","Radial Velocity",2,1,0,20.70994,289.79179,122.10000000,4.140,2010
"HD 28254 b","Radial Velocity",2,1,0,-43.59053,258.28249,1116.00000000,13.700,2010
"HD 31253 b","Radial Velocity",1,1,0,-19.04397,187.39250,466.00000000,14.100,2010
"SR 12 AB c","Imaging",2,1,0,16.56489,352.97985,,12.300,2010
"GJ 3634 b","Radial Velocity",1,1,0,25.80850,276.22112,2.64561000,2.830,2010
"GJ 876 e","Radial Velocity",1,4,0,-59.63511,52.00313,124.26000000,3.920,2010
"GSC 06214-00210 b","Imaging",1,1,0,20.12464,355.26184,,20.176,2010
"HAT-P-19 b","Transit",1,1,0,-28.07947,119.81760,4.00877800,12.689,2010
"HD 200964 c","Radial Velocity",1,2,0,-27.63577,53.56524,852.50000000,13.700,2010
"HAT-P-22 b","Transit",2,1,0,53.56645,163.64677,3.21222000,12.890,2010
"HAT-P-15 b","Transit",1,1,0,-6.89160,161.55863,10.86350000,11.882,2010
"HIP 12961 b","Radial Velocity",1,1,0,-63.65019,210.53871,57.43500000,13.200,2010
"24 Sex b","Radial Velocity",1,2,0,44.71580,245.08569,452.80000000,13.400,2010
"24 Sex c","Radial Velocity",1,2,0,44.71580,245.08569,883.00000000,13.900,2010
"CoRoT-14 b","Transit",1,1,0,-2.02059,218.11787,1.51214000,12.220,2010
"HAT-P-14 b","Transit",2,1,0,33.53751,62.58916,4.62767000,15.917,2010
"HD 10180 d","Radial Velocity",1,6,0,-55.69407,292.80544,16.35700000,3.450,2010
"CoRoT-13 b","Transit",1,1,0,-2.43966,217.39860,4.03519000,9.920,2010
"HIP 78530 b","Imaging",1,1,0,22.68096,350.87055,,12.000,2010
"WASP-34 b","Transit",1,1,0,32.53156,272.91855,4.31768000,11.209,2010
"HD 43197 b","Radial Velocity",1,1,0,-20.73806,236.81489,327.80000000,14.100,2010
"HAT-P-21 b","Transit",1,1,0,67.46360,169.32461,4.12448000,12.442,2010
"Kepler-11 f","Transit",1,6,0,8.13328,76.16130,46.68880000,2.490,2010
"HD 180314 b","Radial Velocity",1,1,0,9.41869,64.01060,396.03000000,12.100,2010
"WASP-23 b","Transit",1,1,0,-19.22886,251.92684,2.94442560,10.783,2010
"WASP-26 b","Transit",2,1,0,-75.87150,88.35289,2.75660000,13.563,2010
"CoRoT-8 b","Transit",1,1,0,-7.10426,38.21286,6.21229000,6.390,2010
"HD 1461 b","Radial Velocity",1,2,0,-69.41004,99.30680,5.77152000,2.420,2010
"HAT-P-24 b","Transit",2,1,0,11.65314,202.73799,3.35524000,14.572,2010
"Kepler-11 b","Transit",1,6,0,8.13328,76.16130,10.30390000,1.800,2010
"GJ 1148 b","Radial Velocity",1,2,0,68.91636,160.61794,41.38000000,11.900,2010
"WASP-29 b","Transit",1,1,0,-72.18128,343.32023,3.92273000,8.631,2010
"GJ 676 A b","Radial Velocity",2,4,0,-9.54226,339.10272,1056.80005000,12.700,2010
"alf Ari b","Radial Velocity",1,1,0,-36.20556,144.57834,380.80000000,13.400,2010
"CoRoT-12 b","Transit",1,1,0,-2.45441,213.13155,2.82804200,16.140,2010
"HD 145457 b","Radial Velocity",1,1,0,46.03028,44.30174,176.30000000,13.300,2010
"WASP-24 b","Transit",3,1,0,48.82969,1.86251,2.34121000,15.468,2010
"HD 10180 e","Radial Velocity",1,6,0,-55.69407,292.80544,49.74800000,5.390,2010
"WASP-21 b","Transit",1,1,0,-38.25641,91.75434,4.32248200,11.990,2010
"HD 102956 b","Radial Velocity",2,1,0,57.69918,137.97253,6.49470000,13.800,2010
"HAT-P-16 b","Transit",3,1,0,-20.34266,120.34675,2.77596000,14.448,2010
"MOA-2009-BLG-387L b","Microlensing",1,1,0,-4.09632,356.55645,1982.00000000,13.200,2010
"Qatar-1 b","Transit",1,1,0,16.42429,98.71917,1.42002420,12.812,2010
"HD 163607 b","Radial Velocity",1,2,0,30.17327,84.61440,75.22030000,13.900,2010
"Ross 458 c","Imaging",2,1,0,75.08626,311.81455,,14.011,2010
"NN Ser c","Eclipse Timing Variations",2,2,0,45.33887,23.65252,5573.55000000,12.600,2010
"WASP-31 b","Transit",1,1,0,38.53920,274.22551,3.40590960,17.363,2010
"WASP-33 b","Transit",2,1,0,-21.55688,143.09688,1.21987000,17.856,2010
"WASP-37 b","Transit",1,1,0,51.82305,354.77416,3.57746900,13.002,2010
"CoRoT-11 b","Transit",1,1,0,4.63005,37.24009,2.99433000,16.030,2010
"Kepler-40 b","Transit",1,1,0,11.03503,81.04474,6.87349000,13.110,2010
"HD 10180 h","Radial Velocity",1,6,0,-55.69407,292.80544,2205.00000000,9.400,2010
"HD 156668 b","Radial Velocity",1,1,0,32.11490,51.96923,4.64550000,1.870,2010
"HD 200964 b","Radial Velocity",1,2,0,-27.63577,53.56524,606.30000000,13.500,2010
"HD 1690 b","Radial Velocity",1,1,0,-69.84117,100.75436,533.00000000,12.500,2010
"2MASS J04414489+2301513 b","Imaging",1,1,0,-15.11435,176.51065,,12.600,2010
"HAT-P-25 b","Transit",1,1,0,-27.44257,159.31431,3.65281514,12.722,2010
"HAT-P-18 b","Transit",1,1,0,35.56176,55.65200,5.50802300,11.153,2010
"HAT-P-23 b","Transit",1,1,0,-11.83428,58.93637,1.21288000,12.218,2010
"HAT-P-26 b","Transit",1,1,0,59.87255,346.51303,4.23452000,7.062,2010
"WASP-25 b","Transit",1,1,0,35.29676,305.64883,3.76483000,11.994,2010
"WASP-8 b","Transit",2,2,0,-76.39546,354.25134,8.15872000,12.666,2010
"MOA-2009-BLG-319L b","Microlensing",1,1,0,-3.01439,4.20225,,9.640,2010
"NN Ser d","Eclipse Timing Variations",2,2,0,45.33887,23.65252,2883.50000000,13.300,2010
"WASP-38 b","Transit",1,1,0,39.03285,23.52808,6.87188000,13.787,2010
"HD 25171 b","Radial Velocity",2,1,0,-42.28983,278.80477,1802.29000000,13.900,2010
"Kepler-11 e","Transit",1,6,0,8.13328,76.16130,31.99960000,4.190,2010
"HD 163607 c","Radial Velocity",1,2,0,30.17327,84.61440,1272.00000000,13.300,2010
"HD 113538 c","Radial Velocity",1,2,0,10.37061,305.02208,1818.00000000,13.800,2010
"HD 38283 b","Radial Velocity",1,1,0,-31.15296,284.82220,363.20001000,14.000,2010
"HR 8799 e","Imaging",1,4,0,-35.57552,92.76460,20815.60000000,13.115,2010
"Kepler-11 g","Transit",1,6,0,8.13328,76.16130,118.38070000,3.330,2010
"Kepler-11 d","Transit",1,6,0,8.13328,76.16130,22.68450000,3.120,2010
"Kepler-11 c","Transit",1,6,0,8.13328,76.16130,13.02410000,2.870,2010
"HD 218566 b","Radial Velocity",1,1,0,-55.10884,74.01673,225.70000000,9.320,2010
"CoRoT-10 b","Transit",1,1,0,-6.95299,37.36069,13.24060000,10.870,2010
"HAT-P-17 b","Transit",1,2,0,-16.17689,80.85150,10.33852000,11.769,2010
"HD 8535 b","Radial Velocity",2,1,0,-74.38858,279.92015,1313.00000000,14.000,2010
"HD 44219 b","Radial Velocity",1,1,0,-11.74314,219.07812,472.30000000,14.100,2010
"HD 97658 b","Radial Velocity",1,1,0,68.29493,211.16108,9.49090000,2.354,2010
"Kepler-8 b","Transit",1,1,0,19.01274,71.65893,3.52249910,15.872,2010
"Kepler-9 d","Transit",1,3,0,14.48974,68.98012,1.59285100,1.640,2010
"Kepler-10 b","Transit",1,2,0,18.81626,80.48988,0.83749100,1.481,2011
"HD 99706 b","Radial Velocity",1,2,0,66.29729,162.26717,841.00000000,13.700,2011
"HD 156279 b","Radial Velocity",1,2,0,35.08164,93.08627,131.05000000,12.500,2011
"Kepler-34 b","Transit",2,1,0,9.89007,78.33868,288.82200000,8.564,2011
"Kepler-42 b","Transit",1,3,0,12.54674,76.91718,1.21376720,0.780,2011
"UZ For b","Eclipse Timing Variations",2,2,0,-53.41461,220.31205,5840.00000000,,2011
"WASP-35 b","Transit",1,1,0,-26.62048,206.01638,3.16158000,14.572,2011
"HD 152581 b","Radial Velocity",1,1,0,31.49074,30.61159,686.50000000,13.400,2011
"PSR J1719-1438 b","Pulsar Timing",1,1,0,12.83834,8.85850,0.09070629,,2011
"Kepler-33 c","Transit",1,5,0,15.13411,77.26281,13.17562000,3.200,2011
"HAT-P-31 b","Transit",1,1,0,21.06338,52.72026,5.00542000,12.218,2011
"HU Aqr AB b","Eclipse Timing Variations",2,2,0,-32.63809,44.76195,2390.00000000,12.800,2011
"Kepler-19 c","Transit Timing Variations",1,3,0,10.79684,70.10235,28.73100000,3.680,2011
"HAT-P-28 b","Transit",1,1,0,-28.14320,123.06375,3.25721500,13.585,2011
"HD 18742 b","Radial Velocity",1,1,0,-60.00474,207.80483,766.00000000,13.100,2011
"HD 33142 b","Radial Velocity",1,2,0,-29.22647,214.33741,326.00000000,13.600,2011
"HIP 57274 b","Radial Velocity",1,3,0,74.93234,194.25280,8.13520000,2.400,2011
"MOA-2009-BLG-266L b","Microlensing",1,1,0,-3.58099,355.06999,2774.00000000,3.210,2011
"Kepler-23 b","Transit",1,3,0,13.45799,82.01371,7.10730000,1.900,2011
"Kepler-27 c","Transit",1,2,0,10.97438,73.68708,31.33090000,4.900,2011
"WASP-50 b","Transit",1,1,0,-56.78937,189.67935,1.95510000,13.070,2011
"Kepler-33 e","Transit",1,5,0,15.13411,77.26281,31.78440000,4.020,2011
"Kepler-25 c","Transit",2,3,0,14.16403,70.34971,12.72070000,5.217,2011
"HD 5891 b","Radial Velocity",1,1,0,-42.52809,125.83275,177.11000000,12.600,2011
"HD 217786 b","Radial Velocity",2,1,0,-52.73594,74.19297,1319.00000000,12.300,2011
"Kepler-26 b","Transit",1,4,0,17.99282,76.67999,12.28000000,2.780,2011
"HD 192310 c","Radial Velocity",1,2,0,-29.40279,15.62553,525.80000000,5.250,2011
"CoRoT-23 b","Transit",1,1,0,4.71959,35.41749,3.63130000,11.770,2011
"KOI-55 b","Orbital Brightness Modulation",1,2,0,8.23109,75.16120,0.24010400,0.759,2011
"HD 137388 b","Radial Velocity",1,1,0,-19.58207,309.74334,330.00000000,9.320,2011
"Kepler-39 b","Transit",1,1,0,10.23403,79.75961,21.08721000,13.900,2011
"Kepler-28 b","Transit",1,2,0,11.63869,74.88051,5.91230000,3.600,2011
"WASP-44 b","Transit",1,1,0,-72.63944,92.23763,2.42380400,12.330,2011
"CoRoT-17 b","Transit",1,1,0,0.66631,25.15299,3.76810000,11.430,2011
"Kepler-33 b","Transit",1,5,0,15.13411,77.26281,5.66793000,1.740,2011
"Kepler-42 c","Transit",1,3,0,12.54674,76.91718,0.45328509,0.730,2011
"HD 142245 b","Radial Velocity",3,1,0,46.38366,26.94357,1299.00000000,13.100,2011
"HD 222155 b","Radial Velocity",1,1,0,-12.12835,110.73044,3999.00000000,13.400,2011
"HD 158038 b","Radial Velocity",1,1,0,29.86597,50.39671,521.00000000,13.500,2011
"Kepler-25 b","Transit",2,3,0,14.16403,70.34971,6.23829700,2.748,2011
"HD 28678 b","Radial Velocity",1,1,0,-28.19798,190.82146,380.20000000,13.500,2011
"Kepler-19 b","Transit",1,3,0,10.79684,70.10235,9.28716000,2.209,2011
"HD 106270 b","Radial Velocity",1,1,0,52.22842,287.59509,1888.00000000,12.500,2011
"7 CMa b","Radial Velocity",1,2,0,-11.79597,228.68876,735.10000000,13.400,2011
"HD 96127 b","Radial Velocity",1,1,0,62.73556,166.96554,647.29999000,12.100,2011
"HD 240237 b","Radial Velocity",1,1,0,-2.50297,110.52101,745.70001000,12.200,2011
"WASP-39 b","Transit",1,1,0,51.37116,344.40348,4.05525900,14.235,2011
"WASP-48 b","Transit",1,1,0,17.62719,86.88240,2.14363000,16.814,2011
"WASP-43 b","Transit",1,1,0,37.86975,252.78676,0.81347500,10.424,2011
"HIP 57274 d","Radial Velocity",1,3,0,74.93234,194.25280,431.70000000,14.200,2011
"Kepler-20 e","Transit",2,6,0,14.57345,73.37692,6.09852281,0.865,2011
"Kepler-20 b","Transit",2,6,0,14.57345,73.37692,3.69611525,1.868,2011
"Kepler-29 c","Transit",1,2,0,10.11030,81.52267,13.28613000,2.340,2011
"Kepler-32 b","Transit",1,5,0,9.96232,80.53919,5.90124000,2.200,2011
"Kepler-33 d","Transit",1,5,0,15.13411,77.26281,21.77596000,5.350,2011
"WASP-36 b","Transit",2,1,0,21.08881,234.38549,1.53736596,14.874,2011
"WASP-46 b","Transit",1,1,0,-42.07383,340.69768,1.43036763,13.159,2011
"Kepler-43 b","Transit",1,1,0,17.83658,76.85693,3.02409490,13.664,2011
"Kepler-27 b","Transit",1,2,0,10.97438,73.68708,15.33480000,4.000,2011
"Kepler-28 c","Transit",1,2,0,11.63869,74.88051,8.98580000,3.400,2011
"HD 102329 b","Radial Velocity",1,2,0,61.74645,266.98341,778.09998000,12.600,2011
"HD 108863 b","Radial Velocity",1,1,0,82.93966,258.98417,437.70000000,13.300,2011
"HD 204941 b","Radial Velocity",2,1,0,-44.42343,29.45803,1733.00000000,10.100,2011
"KOI-13 b","Transit",3,1,0,16.80645,77.50590,1.76358800,16.948,2011
